# Category: Kids & Family

#,question,optionA,optionB,optionC,optionD,answer,level,subject,hint,explanation,status
"40","Guess who: i borrow adventures for free, and stamps tell when I am due. Who or what am I?","a library card","an ID badge","a coupon","a ticket","A. a library card","easy","School Riddles","Your pass to endless stories.","A library card lets you take books home to read.","published"
"41","I am not saying my name yet: My back is full of spines, and I curl into a spiky ball. What am I?","a mouse","a hedgehog","a porcupine","a mole","B. a hedgehog","easy","Animal Riddles","Prickly little gardener.","Hedgehogs curl into balls so spines point outward.","published"
"42","Riddle me this: my back is full of spines — and i curl into a spiky ball. What am I?","a hedgehog","a porcupine","a mouse","a mole","A. a hedgehog","medium","Animal Riddles","Prickly little gardener.","Hedgehogs curl into balls so spines point outward.","published"
"43","Two clues and one name: My back is full of spines. Also: I curl into a spiky ball. Can you name me?","a hedgehog","a porcupine","a mole","a mouse","A. a hedgehog","medium","Animal Riddles","Prickly little gardener.","Hedgehogs curl into balls so spines point outward.","published"
"44","Guess who: my back is full of spines, and i curl into a spiky ball. Who or what am I?","a hedgehog","a mouse","a mole","a porcupine","A. a hedgehog","easy","Animal Riddles","Prickly little gardener.","Hedgehogs curl into balls so spines point outward.","published"
"45","I am not saying my name yet: I undo pencil mistakes, and I shrink as I help. What am I?","a marker","an eraser","a ruler","a sharpener","B. an eraser","medium","School Riddles","Second chances in pink or white.","Erasers rub out pencil marks and wear away doing it.","published"
"46","Riddle me this: i undo pencil mistakes — and i shrink as I help. What am I?","an eraser","a sharpener","a marker","a ruler","A. an eraser","medium","School Riddles","Second chances in pink or white.","Erasers rub out pencil marks and wear away doing it.","published"
"47","Two clues and one name: I undo pencil mistakes. Also: I shrink as I help. Can you name me?","an eraser","a marker","a ruler","a sharpener","A. an eraser","medium","School Riddles","Second chances in pink or white.","Erasers rub out pencil marks and wear away doing it.","published"
"48","Guess who: i undo pencil mistakes, and i shrink as I help. Who or what am I?","a ruler","an eraser","a sharpener","a marker","B. an eraser","easy","School Riddles","Second chances in pink or white.","Erasers rub out pencil marks and wear away doing it.","published"
"49","I am not saying my name yet: Pictures tell my story, and Speech bubbles shout my action words. What am I?","a comic book","a coloring book","a magazine","a novel","A. a comic book","easy","Easy Kids Riddles","Read in panels, super fast.","Comic books tell stories through drawn panels and bubbles.","published"
"50","Riddle me this: pictures tell my story — and speech bubbles shout my action words. What am I?","a novel","a comic book","a coloring book","a magazine","B. a comic book","hard","Easy Kids Riddles","Read in panels, super fast.","Comic books tell stories through drawn panels and bubbles.","published"
"51","Two clues and one name: Pictures tell my story. Also: Speech bubbles shout my action words. Can you name me?","a comic book","a coloring book","a novel","a magazine","A. a comic book","easy","Easy Kids Riddles","Read in panels, super fast.","Comic books tell stories through drawn panels and bubbles.","published"
"52","Guess who: pictures tell my story, and speech bubbles shout my action words. Who or what am I?","a comic book","a novel","a coloring book","a magazine","A. a comic book","easy","Easy Kids Riddles","Read in panels, super fast.","Comic books tell stories through drawn panels and bubbles.","published"
"53","I am not saying my name yet: I hatch in icy colonies, and I snuggle under a parent. What am I?","a gosling","a penguin chick","an owlet","a duckling","B. a penguin chick","medium","Animal Riddles","Fluffy, gray, Antarctic.","Penguin chicks hatch in cold colonies and huddle warm.","published"
"54","Riddle me this: i hatch in icy colonies — and i snuggle under a parent. What am I?","a duckling","a penguin chick","an owlet","a gosling","B. a penguin chick","medium","Animal Riddles","Fluffy, gray, Antarctic.","Penguin chicks hatch in cold colonies and huddle warm.","published"
"55","Two clues and one name: I hatch in icy colonies. Also: I snuggle under a parent. Can you name me?","a duckling","a penguin chick","an owlet","a gosling","B. a penguin chick","medium","Animal Riddles","Fluffy, gray, Antarctic.","Penguin chicks hatch in cold colonies and huddle warm.","published"
"56","Guess who: i hatch in icy colonies, and i snuggle under a parent. Who or what am I?","a penguin chick","a gosling","an owlet","a duckling","A. a penguin chick","easy","Animal Riddles","Fluffy, gray, Antarctic.","Penguin chicks hatch in cold colonies and huddle warm.","published"
"57","I am not saying my name yet: I wear a black and white suit, and I waddle but cannot fly. What am I?","a penguin","a duck","a puffin","an ostrich","A. a penguin","easy","Animal Riddles","Think ice and tuxedos.","Penguins are flightless birds that waddle across the ice.","published"
"58","Riddle me this: i wear a black and white suit — and i waddle but cannot fly. What am I?","a puffin","a penguin","a duck","an ostrich","B. a penguin","easy","Animal Riddles","Think ice and tuxedos.","Penguins are flightless birds that waddle across the ice.","published"
"59","Two clues and one name: I wear a black and white suit. Also: I waddle but cannot fly. Can you name me?","a puffin","a penguin","a duck","an ostrich","B. a penguin","easy","Animal Riddles","Think ice and tuxedos.","Penguins are flightless birds that waddle across the ice.","published"
"60","Guess who: i wear a black and white suit, and i waddle but cannot fly. Who or what am I?","a puffin","a penguin","an ostrich","a duck","B. a penguin","medium","Animal Riddles","Think ice and tuxedos.","Penguins are flightless birds that waddle across the ice.","published"
"61","I am not saying my name yet: I am a tiny model of Earth, and I spin to show every continent. What am I?","an atlas","a globe","a map","a telescope","B. a globe","medium","School Riddles","The world in your hands.","A globe is a small spinning Earth for geography lessons.","published"
"62","Riddle me this: i am a tiny model of Earth — and i spin to show every continent. What am I?","a globe","an atlas","a map","a telescope","A. a globe","medium","School Riddles","The world in your hands.","A globe is a small spinning Earth for geography lessons.","published"
"63","Two clues and one name: I am a tiny model of Earth. Also: I spin to show every continent. Can you name me?","a globe","a telescope","a map","an atlas","A. a globe","easy","School Riddles","The world in your hands.","A globe is a small spinning Earth for geography lessons.","published"
"64","Guess who: i am a tiny model of Earth, and i spin to show every continent. Who or what am I?","a telescope","a globe","a map","an atlas","B. a globe","medium","School Riddles","The world in your hands.","A globe is a small spinning Earth for geography lessons.","published"
"65","I am not saying my name yet: I wear seven colors after rain, and I arch across the sky. What am I?","a kite","a rainbow","a sunset","a cloud","B. a rainbow","medium","Easy Kids Riddles","Look up when sunshine meets showers.","Rainbows appear when sunlight shines through raindrops.","published"
"66","Riddle me this: i wear seven colors after rain — and i arch across the sky. What am I?","a rainbow","a sunset","a cloud","a kite","A. a rainbow","medium","Easy Kids Riddles","Look up when sunshine meets showers.","Rainbows appear when sunlight shines through raindrops.","published"
"67","Two clues and one name: I wear seven colors after rain. Also: I arch across the sky. Can you name me?","a rainbow","a kite","a sunset","a cloud","A. a rainbow","easy","Easy Kids Riddles","Look up when sunshine meets showers.","Rainbows appear when sunlight shines through raindrops.","published"
"68","Guess who: i wear seven colors after rain, and i arch across the sky. Who or what am I?","a rainbow","a sunset","a cloud","a kite","A. a rainbow","medium","Easy Kids Riddles","Look up when sunshine meets showers.","Rainbows appear when sunlight shines through raindrops.","published"
"69","I am not saying my name yet: I fight sugar twice a day, and I wear a cape of foam. What am I?","a comb","a toothbrush","a hairbrush","a floss pick","B. a toothbrush","easy","Easy Kids Riddles","Bristles on a mission.","A toothbrush scrubs teeth clean every morning and night.","published"
"70","Riddle me this: i fight sugar twice a day — and i wear a cape of foam. What am I?","a toothbrush","a comb","a floss pick","a hairbrush","A. a toothbrush","medium","Easy Kids Riddles","Bristles on a mission.","A toothbrush scrubs teeth clean every morning and night.","published"
"71","Two clues and one name: I fight sugar twice a day. Also: I wear a cape of foam. Can you name me?","a comb","a toothbrush","a floss pick","a hairbrush","B. a toothbrush","medium","Easy Kids Riddles","Bristles on a mission.","A toothbrush scrubs teeth clean every morning and night.","published"
"72","Guess who: i fight sugar twice a day, and i wear a cape of foam. Who or what am I?","a comb","a toothbrush","a floss pick","a hairbrush","B. a toothbrush","easy","Easy Kids Riddles","Bristles on a mission.","A toothbrush scrubs teeth clean every morning and night.","published"
"73","I am not saying my name yet: Everyone enters through me, and Names and art decorate my face. What am I?","a classroom door","a window","a gate","a wall","A. a classroom door","easy","School Riddles","Lessons wait on the other side.","The classroom door opens onto every school day.","published"
"74","Riddle me this: everyone enters through me — and names and art decorate my face. What am I?","a wall","a classroom door","a gate","a window","B. a classroom door","medium","School Riddles","Lessons wait on the other side.","The classroom door opens onto every school day.","published"
"75","Two clues and one name: Everyone enters through me. Also: Names and art decorate my face. Can you name me?","a classroom door","a wall","a gate","a window","A. a classroom door","medium","School Riddles","Lessons wait on the other side.","The classroom door opens onto every school day.","published"
"76","Guess who: everyone enters through me, and names and art decorate my face. Who or what am I?","a window","a classroom door","a gate","a wall","B. a classroom door","medium","School Riddles","Lessons wait on the other side.","The classroom door opens onto every school day.","published"
"77","I am not saying my name yet: I float on a puff of breath, and I pop the moment you touch me. What am I?","a balloon","a bubble","a soap bar","a kite","B. a bubble","medium","Easy Kids Riddles","Round, shiny, gone in a blink.","Bubbles float on air and pop at the lightest touch.","published"
"78","Riddle me this: i float on a puff of breath — and i pop the moment you touch me. What am I?","a bubble","a soap bar","a kite","a balloon","A. a bubble","medium","Easy Kids Riddles","Round, shiny, gone in a blink.","Bubbles float on air and pop at the lightest touch.","published"
"79","Two clues and one name: I float on a puff of breath. Also: I pop the moment you touch me. Can you name me?","a bubble","a soap bar","a balloon","a kite","A. a bubble","medium","Easy Kids Riddles","Round, shiny, gone in a blink.","Bubbles float on air and pop at the lightest touch.","published"
"80","Guess who: i float on a puff of breath, and i pop the moment you touch me. Who or what am I?","a soap bar","a bubble","a kite","a balloon","B. a bubble","medium","Easy Kids Riddles","Round, shiny, gone in a blink.","Bubbles float on air and pop at the lightest touch.","published"
"81","I am not saying my name yet: I make small things look huge, and I can focus sunlight to a dot. What am I?","binoculars","a magnifying glass","a camera","a mirror","B. a magnifying glass","easy","Easy Kids Riddles","Everything looks bigger through me.","A magnifying glass bends light to enlarge tiny things.","published"
"82","Riddle me this: i make small things look huge — and i can focus sunlight to a dot. What am I?","a mirror","a magnifying glass","binoculars","a camera","B. a magnifying glass","medium","Easy Kids Riddles","Everything looks bigger through me.","A magnifying glass bends light to enlarge tiny things.","published"
"83","Two clues and one name: I make small things look huge. Also: I can focus sunlight to a dot. Can you name me?","binoculars","a magnifying glass","a mirror","a camera","B. a magnifying glass","medium","Easy Kids Riddles","Everything looks bigger through me.","A magnifying glass bends light to enlarge tiny things.","published"
"84","Guess who: i make small things look huge, and i can focus sunlight to a dot. Who or what am I?","a magnifying glass","a mirror","binoculars","a camera","A. a magnifying glass","easy","Easy Kids Riddles","Everything looks bigger through me.","A magnifying glass bends light to enlarge tiny things.","published"
"85","I am not saying my name yet: I stay awake all night, and I turn my head almost all the way around. What am I?","a crow","an owl","a robin","a falcon","B. an owl","easy","Animal Riddles","Whoo-whoo goes there?","Owls hunt at night and can swivel their heads about 270 degrees.","published"
"86","Riddle me this: i stay awake all night — and i turn my head almost all the way around. What am I?","a crow","an owl","a robin","a falcon","B. an owl","medium","Animal Riddles","Whoo-whoo goes there?","Owls hunt at night and can swivel their heads about 270 degrees.","published"
"87","Two clues and one name: I stay awake all night. Also: I turn my head almost all the way around. Can you name me?","an owl","a falcon","a robin","a crow","A. an owl","medium","Animal Riddles","Whoo-whoo goes there?","Owls hunt at night and can swivel their heads about 270 degrees.","published"
"88","Guess who: i stay awake all night, and i turn my head almost all the way around. Who or what am I?","an owl","a crow","a robin","a falcon","A. an owl","easy","Animal Riddles","Whoo-whoo goes there?","Owls hunt at night and can swivel their heads about 270 degrees.","published"
"89","I am not saying my name yet: I swing from branch to branch, and I love bananas. What am I?","a monkey","a lemur","an ape","a sloth","A. a monkey","hard","Animal Riddles","Watch the trees.","Monkeys swing through trees and adore bananas.","published"
"90","Riddle me this: i swing from branch to branch — and i love bananas. What am I?","a monkey","an ape","a sloth","a lemur","A. a monkey","medium","Animal Riddles","Watch the trees.","Monkeys swing through trees and adore bananas.","published"
"91","Two clues and one name: I swing from branch to branch. Also: I love bananas. Can you name me?","an ape","a monkey","a sloth","a lemur","B. a monkey","medium","Animal Riddles","Watch the trees.","Monkeys swing through trees and adore bananas.","published"
"92","Guess who: i swing from branch to branch, and i love bananas. Who or what am I?","a sloth","a monkey","an ape","a lemur","B. a monkey","easy","Animal Riddles","Watch the trees.","Monkeys swing through trees and adore bananas.","published"
"93","I am not saying my name yet: I am built from three white balls, and A carrot often finishes my face. What am I?","a snowman","an igloo","a scarecrow","a sandcastle","A. a snowman","easy","Easy Kids Riddles","Winter's friendliest giant.","Snowmen are rolled from snowballs with carrot noses.","published"
"94","Riddle me this: i am built from three white balls — and a carrot often finishes my face. What am I?","a snowman","an igloo","a sandcastle","a scarecrow","A. a snowman","medium","Easy Kids Riddles","Winter's friendliest giant.","Snowmen are rolled from snowballs with carrot noses.","published"
"95","Two clues and one name: I am built from three white balls. Also: A carrot often finishes my face. Can you name me?","a sandcastle","a snowman","an igloo","a scarecrow","B. a snowman","easy","Easy Kids Riddles","Winter's friendliest giant.","Snowmen are rolled from snowballs with carrot noses.","published"
"96","Guess who: i am built from three white balls, and a carrot often finishes my face. Who or what am I?","a snowman","an igloo","a sandcastle","a scarecrow","A. a snowman","hard","Easy Kids Riddles","Winter's friendliest giant.","Snowmen are rolled from snowballs with carrot noses.","published"
"97","I am not saying my name yet: I make tiny things enormous, and Scientists peer into my lens. What am I?","a telescope","a microscope","a magnifier","binoculars","B. a microscope","medium","School Riddles","The small world, super sized.","Microscopes reveal cells and creatures too small to see.","published"
"98","Riddle me this: i make tiny things enormous — and scientists peer into my lens. What am I?","a magnifier","a microscope","binoculars","a telescope","B. a microscope","medium","School Riddles","The small world, super sized.","Microscopes reveal cells and creatures too small to see.","published"
"99","Two clues and one name: I make tiny things enormous. Also: Scientists peer into my lens. Can you name me?","a microscope","binoculars","a magnifier","a telescope","A. a microscope","easy","School Riddles","The small world, super sized.","Microscopes reveal cells and creatures too small to see.","published"
"100","Guess who: i make tiny things enormous, and scientists peer into my lens. Who or what am I?","a microscope","binoculars","a telescope","a magnifier","A. a microscope","medium","School Riddles","The small world, super sized.","Microscopes reveal cells and creatures too small to see.","published"
"101","I am not saying my name yet: Volcanoes made of clay erupt here, and Posters explain cool experiments. What am I?","a bake sale","a science fair","a concert","a sports day","B. a science fair","easy","School Riddles","Where inventions meet ribbons.","A science fair displays student experiments and projects.","published"
"102","Riddle me this: volcanoes made of clay erupt here — and posters explain cool experiments. What am I?","a concert","a science fair","a sports day","a bake sale","B. a science fair","easy","School Riddles","Where inventions meet ribbons.","A science fair displays student experiments and projects.","published"
"103","Two clues and one name: Volcanoes made of clay erupt here. Also: Posters explain cool experiments. Can you name me?","a science fair","a concert","a sports day","a bake sale","A. a science fair","medium","School Riddles","Where inventions meet ribbons.","A science fair displays student experiments and projects.","published"
"104","Guess who: volcanoes made of clay erupt here, and posters explain cool experiments. Who or what am I?","a concert","a science fair","a sports day","a bake sale","B. a science fair","easy","School Riddles","Where inventions meet ribbons.","A science fair displays student experiments and projects.","published"
"105","I am not saying my name yet: I am a contest of letters, and Buzzing is my only sport. What am I?","a spelling bee","a race","a riddle","a quiz","A. a spelling bee","easy","School Riddles","Spell to stay in the game.","A spelling bee crowns the best letter-by-letter spellers.","published"
"106","Riddle me this: i am a contest of letters — and buzzing is my only sport. What am I?","a quiz","a spelling bee","a riddle","a race","B. a spelling bee","medium","School Riddles","Spell to stay in the game.","A spelling bee crowns the best letter-by-letter spellers.","published"
"107","Two clues and one name: I am a contest of letters. Also: Buzzing is my only sport. Can you name me?","a spelling bee","a quiz","a riddle","a race","A. a spelling bee","easy","School Riddles","Spell to stay in the game.","A spelling bee crowns the best letter-by-letter spellers.","published"
"108","Guess who: i am a contest of letters, and buzzing is my only sport. Who or what am I?","a spelling bee","a riddle","a quiz","a race","A. a spelling bee","medium","School Riddles","Spell to stay in the game.","A spelling bee crowns the best letter-by-letter spellers.","published"
"109","I am not saying my name yet: I set the playground free, and My ring means games begin. What am I?","a recess bell","an alarm","a doorbell","a gong","A. a recess bell","medium","School Riddles","Freedom rings at ten.","The recess bell releases everyone to play.","published"
"110","Riddle me this: i set the playground free — and my ring means games begin. What am I?","a recess bell","a doorbell","an alarm","a gong","A. a recess bell","easy","School Riddles","Freedom rings at ten.","The recess bell releases everyone to play.","published"
"111","Two clues and one name: I set the playground free. Also: My ring means games begin. Can you name me?","a recess bell","a doorbell","an alarm","a gong","A. a recess bell","medium","School Riddles","Freedom rings at ten.","The recess bell releases everyone to play.","published"
"112","Guess who: i set the playground free, and my ring means games begin. Who or what am I?","a recess bell","an alarm","a doorbell","a gong","A. a recess bell","easy","School Riddles","Freedom rings at ten.","The recess bell releases everyone to play.","published"
"113","I am not saying my name yet: Four legs and a flat top, and Your notebook lives on me all day. What am I?","a desk","a table","a chair","a shelf","A. a desk","easy","School Riddles","Sit down and learn.","School desks hold books and papers while you work.","published"
"114","Riddle me this: four legs and a flat top — and your notebook lives on me all day. What am I?","a table","a desk","a chair","a shelf","B. a desk","medium","School Riddles","Sit down and learn.","School desks hold books and papers while you work.","published"
"115","Two clues and one name: Four legs and a flat top. Also: Your notebook lives on me all day. Can you name me?","a table","a desk","a chair","a shelf","B. a desk","hard","School Riddles","Sit down and learn.","School desks hold books and papers while you work.","published"
"116","Guess who: four legs and a flat top, and your notebook lives on me all day. Who or what am I?","a shelf","a desk","a table","a chair","B. a desk","easy","School Riddles","Sit down and learn.","School desks hold books and papers while you work.","published"
"117","I am not saying my name yet: I have a trunk for a nose, and I flap big ears to stay cool. What am I?","an elephant","a hippo","a rhino","a mammoth","A. an elephant","medium","Animal Riddles","Big ears and a long nose.","An elephant uses its trunk like a hand and its ears like fans.","published"
"118","Riddle me this: i have a trunk for a nose — and i flap big ears to stay cool. What am I?","a hippo","an elephant","a rhino","a mammoth","B. an elephant","medium","Animal Riddles","Big ears and a long nose.","An elephant uses its trunk like a hand and its ears like fans.","published"
"119","Two clues and one name: I have a trunk for a nose. Also: I flap big ears to stay cool. Can you name me?","an elephant","a hippo","a mammoth","a rhino","A. an elephant","medium","Animal Riddles","Big ears and a long nose.","An elephant uses its trunk like a hand and its ears like fans.","published"
"120","Guess who: i have a trunk for a nose, and i flap big ears to stay cool. Who or what am I?","a hippo","a mammoth","an elephant","a rhino","C. an elephant","hard","Animal Riddles","Big ears and a long nose.","An elephant uses its trunk like a hand and its ears like fans.","published"
"121","I am not saying my name yet: My neck reaches the treetops, and I wear a patchwork coat. What am I?","a giraffe","a camel","a moose","a zebra","A. a giraffe","medium","Animal Riddles","The tallest one at the salad bar.","Giraffes use long necks to eat leaves high in the trees.","published"
"122","Riddle me this: my neck reaches the treetops — and i wear a patchwork coat. What am I?","a camel","a giraffe","a zebra","a moose","B. a giraffe","easy","Animal Riddles","The tallest one at the salad bar.","Giraffes use long necks to eat leaves high in the trees.","published"
"123","Two clues and one name: My neck reaches the treetops. Also: I wear a patchwork coat. Can you name me?","a moose","a giraffe","a camel","a zebra","B. a giraffe","hard","Animal Riddles","The tallest one at the salad bar.","Giraffes use long necks to eat leaves high in the trees.","published"
"124","Guess who: my neck reaches the treetops, and i wear a patchwork coat. Who or what am I?","a giraffe","a moose","a camel","a zebra","A. a giraffe","medium","Animal Riddles","The tallest one at the salad bar.","Giraffes use long necks to eat leaves high in the trees.","published"
