# Category: Detective & Mystery

"#","question","optionA","optionB","optionC","optionD","answer","level","subject","hint","explanation","status"
"11","The golden pocket watch went missing from the garden shed. Silas was seen jogging past the pond at noon, Hugo signed the guest book at the bakery at noon, and Ruby claims to have been asleep all day. The bakery receipt proves Hugo's alibi, and Silas's muddy shoes match the pond path. Who took the watch?","","","","","Hugo","expert","Who Did It?","Follow the receipts and the mud.","Hugo had the bakery receipt, so Silas's muddy alibi is the lie that hides the theft.","published"
"12","The garden trophy vanished from the manor kitchen. Footprints in the flowerbed match Silas's boots, Oscar was on the ferry with a ticket stub, and Pearl has flour on both hands from the bake sale. Who took it?","","","","","Silas","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Silas's boots.","published"
"13","The code word DNALSI is written backwards. What is the real word?","ILAND","ISLAN","JTMBOE","ISLAND","D. ISLAND","hard","Code-Breaking","Read it from right to left.","DNALSI reversed spells ISLAND.","published"
"14","The code word TENALP is written backwards. What is the real word?","PLANET","QMBOFU","PLANE","PANET","A. PLANET","hard","Code-Breaking","Read it from right to left.","TENALP reversed spells PLANET.","published"
"15","The rare stamp went missing from the garden shed. Pearl was seen jogging past the pond at noon, Silas signed the guest book at the bakery at noon, and Oscar claims to have been asleep all day. The bakery receipt proves Silas's alibi, and Pearl's muddy shoes match the pond path. Who took the stamp?","","","","","Silas","expert","Who Did It?","Follow the receipts and the mud.","Silas had the bakery receipt, so Pearl's muddy alibi is the lie that hides the theft.","published"
"16","At the boathouse, the detective finds a cold potted fern, a stopped desk fan, and a diary whose last entry is at 3 PM. The power was cut at 2 PM. What does the diary's final entry time prove?","The diary was borrowed","The entries stopped when the power failed","The fan was very old","The desk was used at night","B. The entries stopped when the power failed","medium","Crime Scene","Compare each detail against the timeline.","The entries stopped when the power failed.","published"
"17","The prize-winning pie went missing from the school fete. Silas was seen jogging past the pond at noon, Oscar signed the guest book at the bakery at noon, and Felix claims to have been asleep all day. The bakery receipt proves Oscar's alibi, and Silas's muddy shoes match the pond path. Who took the pie?","","","","","Oscar","expert","Who Did It?","Follow the receipts and the mud.","Oscar had the bakery receipt, so Silas's muddy alibi is the lie that hides the theft.","published"
"18","At the village fair, the garden trophy vanished. Ivy claims they were watering plants, Felix says they were baking bread, and Oscar insists they never left the reading room. The kitchen clock shows the oven was never lit, the flowerbeds are freshly watered, and the librarian remembers exactly who sat reading all evening. Only one of them lied about being elsewhere — who took the garden trophy?","Felix","Ivy","Oscar","an outside thief","A. Felix","medium","Who Did It?","Check each alibi against the evidence.","Felix's alibi matched the physical evidence; the others' stories failed.","published"
"19","Decode the Caesar cipher: UVQPG (each letter was shifted forward by 2). What is the word?","STONE","TUPOF","VWRQH","ENOTS","A. STONE","medium","Code-Breaking","Shift each letter BACK by 2.","Shifting each letter back 2 spells STONE.","published"
"20","Decode the Caesar cipher: TNJMF (each letter was shifted forward by 1). What is the word?","UOKNG","SMILE","TRAIN","ELIMS","B. SMILE","easy","Code-Breaking","Shift each letter BACK by 1.","Shifting each letter back 1 spells SMILE.","published"
"21","A cardboard box sits on the desk at the boathouse beside two teacups: one empty, one full and cold. Only one chair is pulled out. What does the second teacup suggest?","The room was empty","Two people shared the room","The tea was freshly made","The visitor left in a hurry","B. Two people shared the room","medium","Crime Scene","Compare each detail against the timeline.","Two people shared the room.","published"
"22","The silver locket vanished from the garden shed. Footprints in the flowerbed match Felix's boots, Pearl was on the ferry with a ticket stub, and Ruby has flour on both hands from the bake sale. Who took it?","","","","","Felix","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Felix's boots.","published"
"23","The lucky fishing rod vanished from the village fair. Footprints in the flowerbed match Ivy's boots, Silas was on the ferry with a ticket stub, and Oscar has flour on both hands from the bake sale. Who took it?","","","","","Ivy","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Ivy's boots.","published"
"24","At the tea shop, the detective finds a cold picnic basket, a stopped desk fan, and a diary whose last entry is at 3 PM. The power was cut at 2 PM. What does the diary's final entry time prove?","The entries stopped when the power failed","The diary was borrowed","The fan was very old","The desk was used at night","A. The entries stopped when the power failed","easy","Crime Scene","Compare each detail against the timeline.","The entries stopped when the power failed.","published"
"25","A potted fern sits on the desk at the study beside two teacups: one empty, one full and cold. Only one chair is pulled out. What does the second teacup suggest?","The visitor left in a hurry","Two people shared the room","The room was empty","The tea was freshly made","B. Two people shared the room","hard","Crime Scene","Compare each detail against the timeline.","Two people shared the room.","published"
"26","the boathouse shows a strange scene: a half-eaten biscuit tin, an open window, and swaying curtains. There is no broken glass and no forced lock. How did the visitor get in?","Through the open window","With a spare key","By picking the lock","Down the chimney","A. Through the open window","medium","Crime Scene","Compare each detail against the timeline.","Through the open window.","published"
"27","The recipe book vanished from the village fair. Footprints in the flowerbed match Ruby's boots, Oscar was on the ferry with a ticket stub, and Silas has flour on both hands from the bake sale. Who took it?","","","","","Ruby","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Ruby's boots.","published"
"28","A detective studies the garden room: a tipped teacup, a wet umbrella by the door, and mud tracks leading OUT. Whoever left arrived before the rain started. Which detail proves the visit began in dry weather?","The mud proves rain during the visit","The tipped object proves a struggle","The mud tracks show the visit began in dry weather","The umbrella proves heavy rain","C. The mud tracks show the visit began in dry weather","hard","Crime Scene","Compare each detail against the timeline.","The mud tracks show the visit began in dry weather.","published"
"29","A picnic basket sits on the desk at the study beside two teacups: one empty, one full and cold. Only one chair is pulled out. What does the second teacup suggest?","The room was empty","Two people shared the room","The tea was freshly made","The visitor left in a hurry","B. Two people shared the room","easy","Crime Scene","Compare each detail against the timeline.","Two people shared the room.","published"
"30","The garden trophy went missing from the manor kitchen. Oscar was seen jogging past the pond at noon, Felix signed the guest book at the bakery at noon, and Pearl claims to have been asleep all day. The bakery receipt proves Felix's alibi, and Oscar's muddy shoes match the pond path. Who took the trophy?","","","","","Felix","expert","Who Did It?","Follow the receipts and the mud.","Felix had the bakery receipt, so Oscar's muddy alibi is the lie that hides the theft.","published"
"31","The prize-winning pie went missing from the library annex. Hugo was seen jogging past the pond at noon, Nora signed the guest book at the bakery at noon, and Oscar claims to have been asleep all day. The bakery receipt proves Nora's alibi, and Hugo's muddy shoes match the pond path. Who took the pie?","","","","","Nora","expert","Who Did It?","Follow the receipts and the mud.","Nora had the bakery receipt, so Hugo's muddy alibi is the lie that hides the theft.","published"
"32","The golden pocket watch vanished from the school fete. Footprints in the flowerbed match Ruby's boots, Felix was on the ferry with a ticket stub, and Hugo has flour on both hands from the bake sale. Who took it?","","","","","Ruby","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Ruby's boots.","published"
"33","The code word TNALP is written backwards. What is the real word?","QMBOU","PLANT","PANT","PLAN","B. PLANT","hard","Code-Breaking","Read it from right to left.","TNALP reversed spells PLANT.","published"
"34","A detective studies the study: a tipped teacup, a wet umbrella by the door, and mud tracks leading OUT. Whoever left arrived before the rain started. Which detail proves the visit began in dry weather?","The umbrella proves heavy rain","The mud tracks show the visit began in dry weather","The tipped object proves a struggle","The mud proves rain during the visit","B. The mud tracks show the visit began in dry weather","easy","Crime Scene","Compare each detail against the timeline.","The mud tracks show the visit began in dry weather.","published"
"35","The lucky fishing rod went missing from the school fete. Ruby was seen jogging past the pond at noon, Nora signed the guest book at the bakery at noon, and Pearl claims to have been asleep all day. The bakery receipt proves Nora's alibi, and Ruby's muddy shoes match the pond path. Who took the rod?","","","","","Nora","expert","Who Did It?","Follow the receipts and the mud.","Nora had the bakery receipt, so Ruby's muddy alibi is the lie that hides the theft.","published"
"36","The prize-winning pie vanished from the village fair. Footprints in the flowerbed match Oscar's boots, Pearl was on the ferry with a ticket stub, and Hugo has flour on both hands from the bake sale. Who took it?","","","","","Oscar","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Oscar's boots.","published"
"37","the study shows a strange scene: a half-eaten teacup, an open window, and swaying curtains. There is no broken glass and no forced lock. How did the visitor get in?","With a spare key","Down the chimney","Through the open window","By picking the lock","C. Through the open window","medium","Crime Scene","Compare each detail against the timeline.","Through the open window.","published"
"38","The silver locket vanished from the library annex. Footprints in the flowerbed match Oscar's boots, Ivy was on the ferry with a ticket stub, and Pearl has flour on both hands from the bake sale. Who took it?","","","","","Oscar","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Oscar's boots.","published"
"39","the garden room shows a strange scene: a half-eaten cardboard box, an open window, and swaying curtains. There is no broken glass and no forced lock. How did the visitor get in?","Through the open window","With a spare key","By picking the lock","Down the chimney","A. Through the open window","medium","Crime Scene","Compare each detail against the timeline.","Through the open window.","published"
"40","Decode the Caesar cipher: LVODQG (each letter was shifted forward by 3). What is the word?","ISLAND","MWPERH","KUNCPF","DNALSI","A. ISLAND","hard","Code-Breaking","Shift each letter BACK by 3.","Shifting each letter back 3 spells ISLAND.","published"
"41","Decode the Caesar cipher: RNCPGV (each letter was shifted forward by 2). What is the word?","TENALP","SODQHW","PLANET","QMBOFU","C. PLANET","medium","Code-Breaking","Shift each letter BACK by 2.","Shifting each letter back 2 spells PLANET.","published"
"42","Decode the Caesar cipher: EUHDG (each letter was shifted forward by 3). What is the word?","DTGCF","DAERB","BREAD","FVIEH","C. BREAD","hard","Code-Breaking","Shift each letter BACK by 3.","Shifting each letter back 3 spells BREAD.","published"
"43","The garden trophy vanished from the library annex. Footprints in the flowerbed match Ruby's boots, Felix was on the ferry with a ticket stub, and Ivy has flour on both hands from the bake sale. Who took it?","","","","","Ruby","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Ruby's boots.","published"
"44","A detective studies the attic loft: a tipped picnic basket, a wet umbrella by the door, and mud tracks leading OUT. Whoever left arrived before the rain started. Which detail proves the visit began in dry weather?","The mud tracks show the visit began in dry weather","The tipped object proves a struggle","The mud proves rain during the visit","The umbrella proves heavy rain","A. The mud tracks show the visit began in dry weather","medium","Crime Scene","Compare each detail against the timeline.","The mud tracks show the visit began in dry weather.","published"
"45","The golden pocket watch vanished from the manor kitchen. Footprints in the flowerbed match Oscar's boots, Ivy was on the ferry with a ticket stub, and Hugo has flour on both hands from the bake sale. Who took it?","","","","","Oscar","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Oscar's boots.","published"
"46","A1Z26 code: 2-1-4-7-5 (A=1, B=2 ... Z=26). Decode the word.","CABIN","CAFE","BADGE","BEAD","C. BADGE","medium","Code-Breaking","Convert each number to its alphabet letter.","2-1-4-7-5 spells BADGE.","published"
"47","A cardboard box sits on the desk at the attic loft beside two teacups: one empty, one full and cold. Only one chair is pulled out. What does the second teacup suggest?","Two people shared the room","The tea was freshly made","The room was empty","The visitor left in a hurry","A. Two people shared the room","hard","Crime Scene","Compare each detail against the timeline.","Two people shared the room.","published"
"48","A potted fern sits on the desk at the garden room beside two teacups: one empty, one full and cold. Only one chair is pulled out. What does the second teacup suggest?","Two people shared the room","The tea was freshly made","The room was empty","The visitor left in a hurry","A. Two people shared the room","easy","Crime Scene","Compare each detail against the timeline.","Two people shared the room.","published"
"49","The antique violin went missing from the school fete. Pearl was seen jogging past the pond at noon, Ivy signed the guest book at the bakery at noon, and Silas claims to have been asleep all day. The bakery receipt proves Ivy's alibi, and Pearl's muddy shoes match the pond path. Who took the violin?","","","","","Ivy","expert","Who Did It?","Follow the receipts and the mud.","Ivy had the bakery receipt, so Pearl's muddy alibi is the lie that hides the theft.","published"
"50","At the manor kitchen, the recipe book vanished. Ruby insists they never left the reading room, Ivy claims they were watering plants, and Silas says they were baking bread. The kitchen clock shows the oven was never lit, the flowerbeds are freshly watered, and the librarian remembers exactly who sat reading all evening. Only one of them lied about being elsewhere — who took the recipe book?","Silas","Ivy","Ruby","an outside thief","A. Silas","medium","Who Did It?","Check each alibi against the evidence.","Silas's alibi matched the physical evidence; the others' stories failed.","published"
"51","The recipe book vanished from the village fair. Footprints in the flowerbed match Ruby's boots, Silas was on the ferry with a ticket stub, and Ivy has flour on both hands from the bake sale. Who took it?","","","","","Ruby","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Ruby's boots.","published"
"52","Decode the Caesar cipher: QTCPIG (each letter was shifted forward by 2). What is the word?","EGNARO","ORANGE","PSBOHF","RUDQJH","B. ORANGE","medium","Code-Breaking","Shift each letter BACK by 2.","Shifting each letter back 2 spells ORANGE.","published"
"53","At the manor kitchen, the recipe book vanished. Ruby insists they never left the reading room, Hugo claims they were watering plants, and Nora says they were baking bread. The flowerbeds are bone dry, the kitchen still smells of fresh bread, and the librarian remembers exactly who sat reading all evening. Only one of them lied about being elsewhere — who took the recipe book?","an outside thief","Ruby","Hugo","Nora","C. Hugo","hard","Who Did It?","Check each alibi against the evidence.","Hugo's alibi matched the physical evidence; the others' stories failed.","published"
"54","The prize-winning pie vanished from the village fair. Footprints in the flowerbed match Ivy's boots, Nora was on the ferry with a ticket stub, and Silas has flour on both hands from the bake sale. Who took it?","","","","","Ivy","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Ivy's boots.","published"
"55","At the manor kitchen, the silver locket vanished. Nora says they were baking bread, Pearl insists they never left the reading room, and Hugo claims they were watering plants. The flowerbeds are bone dry, the kitchen still smells of fresh bread, and the librarian remembers exactly who sat reading all evening. Only one of them lied about being elsewhere — who took the silver locket?","Pearl","Hugo","Nora","an outside thief","B. Hugo","medium","Who Did It?","Check each alibi against the evidence.","Hugo's alibi matched the physical evidence; the others' stories failed.","published"
"56","The silver locket went missing from the village fair. Pearl was seen jogging past the pond at noon, Ivy signed the guest book at the bakery at noon, and Ruby claims to have been asleep all day. The bakery receipt proves Ivy's alibi, and Pearl's muddy shoes match the pond path. Who took the locket?","","","","","Ivy","expert","Who Did It?","Follow the receipts and the mud.","Ivy had the bakery receipt, so Pearl's muddy alibi is the lie that hides the theft.","published"
"57","A1Z26 code: 6-1-3-5 (A=1, B=2 ... Z=26). Decode the word.","FACE","BEEF","FEED","DEAF","A. FACE","medium","Code-Breaking","Convert each number to its alphabet letter.","6-1-3-5 spells FACE.","published"
"58","A picnic basket sits on the desk at the attic loft beside two teacups: one empty, one full and cold. Only one chair is pulled out. What does the second teacup suggest?","The tea was freshly made","The room was empty","The visitor left in a hurry","Two people shared the room","D. Two people shared the room","hard","Crime Scene","Compare each detail against the timeline.","Two people shared the room.","published"
"59","Decode the Caesar cipher: HNQYGT (each letter was shifted forward by 2). What is the word?","IORZHU","FLOWER","GMPXFS","REWOLF","B. FLOWER","medium","Code-Breaking","Shift each letter BACK by 2.","Shifting each letter back 2 spells FLOWER.","published"
"60","At the boathouse, the detective finds a cold teacup, a stopped desk fan, and a diary whose last entry is at 3 PM. The power was cut at 2 PM. What does the diary's final entry time prove?","The fan was very old","The diary was borrowed","The entries stopped when the power failed","The desk was used at night","C. The entries stopped when the power failed","hard","Crime Scene","Compare each detail against the timeline.","The entries stopped when the power failed.","published"
"61","The code word DUOLC is written backwards. What is the real word?","COUD","DMPVE","CLOUD","CLOU","C. CLOUD","hard","Code-Breaking","Read it from right to left.","DUOLC reversed spells CLOUD.","published"
"62","A detective studies the boathouse: a tipped biscuit tin, a wet umbrella by the door, and mud tracks leading OUT. Whoever left arrived before the rain started. Which detail proves the visit began in dry weather?","The mud tracks show the visit began in dry weather","The umbrella proves heavy rain","The tipped object proves a struggle","The mud proves rain during the visit","A. The mud tracks show the visit began in dry weather","hard","Crime Scene","Compare each detail against the timeline.","The mud tracks show the visit began in dry weather.","published"
"63","At the manor kitchen, the garden trophy vanished. Nora claims they were watering plants, Ruby says they were baking bread, and Felix insists they never left the reading room. The reading room was closed for repairs all evening, the flowerbeds are freshly watered, and the kitchen still smells of fresh bread. Only one of them lied about being elsewhere — who took the garden trophy?","Ruby","Nora","Felix","an outside thief","C. Felix","medium","Who Did It?","Check each alibi against the evidence.","Felix's alibi matched the physical evidence; the others' stories failed.","published"
"64","A1Z26 code: 2-5-5-6 (A=1, B=2 ... Z=26). Decode the word.","DEAF","EGGS","BEEF","FEED","C. BEEF","medium","Code-Breaking","Convert each number to its alphabet letter.","2-5-5-6 spells BEEF.","published"
"65","A detective studies the scout hut: a tipped board game, a wet umbrella by the door, and mud tracks leading OUT. Whoever left arrived before the rain started. Which detail proves the visit began in dry weather?","The mud tracks show the visit began in dry weather","The tipped object proves a struggle","The mud proves rain during the visit","The umbrella proves heavy rain","A. The mud tracks show the visit began in dry weather","hard","Crime Scene","Compare each detail against the timeline.","The mud tracks show the visit began in dry weather.","published"
"66","At the tea shop, the detective finds a cold biscuit tin, a stopped desk fan, and a diary whose last entry is at 3 PM. The power was cut at 2 PM. What does the diary's final entry time prove?","The diary was borrowed","The entries stopped when the power failed","The desk was used at night","The fan was very old","B. The entries stopped when the power failed","easy","Crime Scene","Compare each detail against the timeline.","The entries stopped when the power failed.","published"
"67","A1Z26 code: 5-4-7-5 (A=1, B=2 ... Z=26). Decode the word.","DEAF","FEED","EDGE","BEEF","C. EDGE","medium","Code-Breaking","Convert each number to its alphabet letter.","5-4-7-5 spells EDGE.","published"
"68","The silver locket went missing from the harbor cafe. Hugo was seen jogging past the pond at noon, Ivy signed the guest book at the bakery at noon, and Pearl claims to have been asleep all day. The bakery receipt proves Ivy's alibi, and Hugo's muddy shoes match the pond path. Who took the locket?","","","","","Ivy","expert","Who Did It?","Follow the receipts and the mud.","Ivy had the bakery receipt, so Hugo's muddy alibi is the lie that hides the theft.","published"
"69","At the tea shop, the detective finds a cold board game, a stopped desk fan, and a diary whose last entry is at 3 PM. The power was cut at 2 PM. What does the diary's final entry time prove?","The fan was very old","The diary was borrowed","The entries stopped when the power failed","The desk was used at night","C. The entries stopped when the power failed","medium","Crime Scene","Compare each detail against the timeline.","The entries stopped when the power failed.","published"
"70","At the school fete, the recipe book vanished. Pearl says they were baking bread, Silas insists they never left the reading room, and Nora claims they were watering plants. The kitchen clock shows the oven was never lit, the flowerbeds are freshly watered, and the librarian remembers exactly who sat reading all evening. Only one of them lied about being elsewhere — who took the recipe book?","Nora","Pearl","Silas","an outside thief","B. Pearl","medium","Who Did It?","Check each alibi against the evidence.","Pearl's alibi matched the physical evidence; the others' stories failed.","published"
"71","The silver locket went missing from the manor kitchen. Silas was seen jogging past the pond at noon, Oscar signed the guest book at the bakery at noon, and Ruby claims to have been asleep all day. The bakery receipt proves Oscar's alibi, and Silas's muddy shoes match the pond path. Who took the locket?","","","","","Oscar","expert","Who Did It?","Follow the receipts and the mud.","Oscar had the bakery receipt, so Silas's muddy alibi is the lie that hides the theft.","published"
"72","The recipe book vanished from the harbor cafe. Footprints in the flowerbed match Hugo's boots, Ivy was on the ferry with a ticket stub, and Oscar has flour on both hands from the bake sale. Who took it?","","","","","Hugo","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Hugo's boots.","published"
"73","A detective studies the attic loft: a tipped board game, a wet umbrella by the door, and mud tracks leading OUT. Whoever left arrived before the rain started. Which detail proves the visit began in dry weather?","The mud tracks show the visit began in dry weather","The mud proves rain during the visit","The tipped object proves a struggle","The umbrella proves heavy rain","A. The mud tracks show the visit began in dry weather","easy","Crime Scene","Compare each detail against the timeline.","The mud tracks show the visit began in dry weather.","published"
"74","The silver locket vanished from the garden shed. Footprints in the flowerbed match Felix's boots, Nora was on the ferry with a ticket stub, and Ruby has flour on both hands from the bake sale. Who took it?","","","","","Felix","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Felix's boots.","published"
"75","The antique violin went missing from the manor kitchen. Ivy was seen jogging past the pond at noon, Ruby signed the guest book at the bakery at noon, and Felix claims to have been asleep all day. The bakery receipt proves Ruby's alibi, and Ivy's muddy shoes match the pond path. Who took the violin?","","","","","Ruby","expert","Who Did It?","Follow the receipts and the mud.","Ruby had the bakery receipt, so Ivy's muddy alibi is the lie that hides the theft.","published"
"76","The antique violin vanished from the library annex. Footprints in the flowerbed match Ruby's boots, Hugo was on the ferry with a ticket stub, and Nora has flour on both hands from the bake sale. Who took it?","","","","","Ruby","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Ruby's boots.","published"
"77","The recipe book vanished from the harbor cafe. Footprints in the flowerbed match Pearl's boots, Hugo was on the ferry with a ticket stub, and Felix has flour on both hands from the bake sale. Who took it?","","","","","Pearl","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Pearl's boots.","published"
"78","The antique violin vanished from the village fair. Footprints in the flowerbed match Ruby's boots, Oscar was on the ferry with a ticket stub, and Pearl has flour on both hands from the bake sale. Who took it?","","","","","Ruby","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Ruby's boots.","published"
"79","A potted fern sits on the desk at the boathouse beside two teacups: one empty, one full and cold. Only one chair is pulled out. What does the second teacup suggest?","The room was empty","The visitor left in a hurry","Two people shared the room","The tea was freshly made","C. Two people shared the room","medium","Crime Scene","Compare each detail against the timeline.","Two people shared the room.","published"
"80","the boathouse shows a strange scene: a half-eaten teacup, an open window, and swaying curtains. There is no broken glass and no forced lock. How did the visitor get in?","Down the chimney","Through the open window","By picking the lock","With a spare key","B. Through the open window","easy","Crime Scene","Compare each detail against the timeline.","Through the open window.","published"
"81","Decode the Caesar cipher: OHPRQ (each letter was shifted forward by 3). What is the word?","NGOQP","PIQSR","NOMEL","LEMON","D. LEMON","hard","Code-Breaking","Shift each letter BACK by 3.","Shifting each letter back 3 spells LEMON.","published"
"82","The lucky fishing rod went missing from the village fair. Nora was seen jogging past the pond at noon, Silas signed the guest book at the bakery at noon, and Ruby claims to have been asleep all day. The bakery receipt proves Silas's alibi, and Nora's muddy shoes match the pond path. Who took the rod?","","","","","Silas","expert","Who Did It?","Follow the receipts and the mud.","Silas had the bakery receipt, so Nora's muddy alibi is the lie that hides the theft.","published"
"83","the garden room shows a strange scene: a half-eaten picnic basket, an open window, and swaying curtains. There is no broken glass and no forced lock. How did the visitor get in?","Through the open window","By picking the lock","With a spare key","Down the chimney","A. Through the open window","medium","Crime Scene","Compare each detail against the timeline.","Through the open window.","published"
"84","The rare stamp vanished from the garden shed. Footprints in the flowerbed match Oscar's boots, Hugo was on the ferry with a ticket stub, and Pearl has flour on both hands from the bake sale. Who took it?","","","","","Oscar","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Oscar's boots.","published"
"85","At the boathouse, the detective finds a cold biscuit tin, a stopped desk fan, and a diary whose last entry is at 3 PM. The power was cut at 2 PM. What does the diary's final entry time prove?","The entries stopped when the power failed","The diary was borrowed","The fan was very old","The desk was used at night","A. The entries stopped when the power failed","medium","Crime Scene","Compare each detail against the timeline.","The entries stopped when the power failed.","published"
"86","Decode the Caesar cipher: QMBOFU (each letter was shifted forward by 1). What is the word?","PLANET","TRAIN","TENALP","RNCPGV","A. PLANET","easy","Code-Breaking","Shift each letter BACK by 1.","Shifting each letter back 1 spells PLANET.","published"
"87","At the study, the detective finds a cold board game, a stopped desk fan, and a diary whose last entry is at 3 PM. The power was cut at 2 PM. What does the diary's final entry time prove?","The diary was borrowed","The entries stopped when the power failed","The fan was very old","The desk was used at night","B. The entries stopped when the power failed","hard","Crime Scene","Compare each detail against the timeline.","The entries stopped when the power failed.","published"
"88","Decode the Caesar cipher: ERWWOH (each letter was shifted forward by 3). What is the word?","ELTTOB","FSXXPI","DQVVNG","BOTTLE","D. BOTTLE","hard","Code-Breaking","Shift each letter BACK by 3.","Shifting each letter back 3 spells BOTTLE.","published"
"89","The silver locket vanished from the school fete. Footprints in the flowerbed match Nora's boots, Pearl was on the ferry with a ticket stub, and Oscar has flour on both hands from the bake sale. Who took it?","","","","","Nora","expert","Who Did It?","Whose story puts them right at the flowerbed?","The bootprints in the flowerbed match Nora's boots.","published"
"90","At the garden room, the detective finds a cold board game, a stopped desk fan, and a diary whose last entry is at 3 PM. The power was cut at 2 PM. What does the diary's final entry time prove?","The diary was borrowed","The entries stopped when the power failed","The desk was used at night","The fan was very old","B. The entries stopped when the power failed","medium","Crime Scene","Compare each detail against the timeline.","The entries stopped when the power failed.","published"
"91","Decode the Caesar cipher: UKNXGT (each letter was shifted forward by 2). What is the word?","SILVER","TJMWFS","REVLIS","VLOYHU","A. SILVER","medium","Code-Breaking","Shift each letter BACK by 2.","Shifting each letter back 2 spells SILVER.","published"
