# Category: Funny Riddles

"#","question","optionA","optionB","optionC","optionD","answer","level","subject","hint","explanation","status"
"11","Why did the man hide his money in the freezer?","He was chilling his savings","He wanted cold hard cash","He kept his assets liquid","The bank was on holiday","B. He wanted cold hard cash","medium","Pun Riddles","Think about money slang.","Cash kept on ice is literally cold hard cash.","published"
"12","What did the buffalo say when his son left for university?","Au revo-ears","Moo-ve on, son","Bison","Herd you loud and clear","C. Bison","medium","Pun Riddles","One word, tears, and horns.","The sentimental buffalo waved goodbye with a single word: bison.","published"
"13","Why did the mushroom get invited to every single party?","He was a fun-gi","He was a cap above the rest","He spored good times","He grew on everyone slowly","A. He was a fun-gi","medium","Pun Riddles","He is great fun, biologically speaking.","A mushroom is a fun guy to be around, fungi being fungi.","published"
"14","What do you call a snake wearing a hard hat on a building site?","A viper builder","A rattlesnake roofer","A boa constructor","A python foreman","C. A boa constructor","medium","Pun Riddles","The snake builds things.","A snake on the scaffolding is a boa constructor.","published"
"15","Why was the beach sand wet?","The rain was showing off","Because the sea weed","A wave said hello","The tide forgot to dry it","B. Because the sea weed","medium","Pun Riddles","Two words, one plant, one confession.","The seaweed, because the sea indeed weed on it.","published"
"16","What do you call a hen that solves equations?","A mathemachicken","An egg-sact bird","A counting hen","A chicken calculator","A. A mathemachicken","medium","Pun Riddles","Poultry plus arithmetic.","The math-loving hen is a mathemachicken.","published"
"17","What is a snake's favorite school subject?","Python-matics","Hiss-tory","Boa-logy","Art and craftssss","B. Hiss-tory","medium","Pun Riddles","It is in the past, with fangs.","Snakes ace hiss-tory, obviously.","published"
"18","Why did the orange stop rolling down the hill?","It ran out of juice","It hit a lemon","It lost its zest","It peeled out","A. It ran out of juice","medium","Pun Riddles","Check its tank.","The orange ran out of juice and simply had to stop.","published"
"19","What do you call a fairy who refuses to take a bath?","Smelly belle","Stinker Bell","Musty wings","Dusty flutter","B. Stinker Bell","medium","Pun Riddles","Tinker with the name.","The unwashed fairy is Stinker Bell, and no one claps for her.","published"
"20","What did one hat say to the other hat on the rack?","Top of the morning to you","You stay here, I'll go on ahead","Hat's all, folks","I have you covered","B. You stay here, I'll go on ahead","hard","Pun Riddles","One hat is heading out.","The departing hat tells the other to stay; hats migrate in pairs, apparently.","published"
"21","Why did the crab refuse to lend anyone his phone?","He had claws in his contract","He feared a pinch to his data","It dropped it in the tide","It was caught in a net","A. He had claws in his contract","hard","Pun Riddles","He is selfish, but crustacean-flavored.","The crab would not share because crabs are famously shellfish.","published"
"22","Why did the teacher wear sunglasses during the lesson?","The projector glared all morning","Her students were so bright","The whiteboard reflected badly","Chalk dust was flying","B. Her students were so bright","hard","Pun Riddles","It was a compliment in disguise.","Her pupils were so bright that shades were required.","published"
"23","What do you call an enormous heap of kittens?","A purr-amid","A cat-astrophe","A meow-ntain","A litter heap","C. A meow-ntain","hard","Pun Riddles","Big as a hill and twice as noisy.","A towering pile of kittens is a meow-ntain.","published"
"24","What did the grape do when someone stepped on it?","It turned to raisin the alarm","It joined the squash","It vine-dicated itself","It let out a little wine","D. It let out a little wine","hard","Pun Riddles","Complain, but make it vintage.","The crushed grape let out a little wine, naturally.","published"
"25","What did the fish say when it swam headfirst into the wall?","Kelp!","Carp!","Dam!","Buoy-oh-buoy!","C. Dam!","hard","Pun Riddles","It named the structure, angrily.","The fish slammed into the dam and said so.","published"
"26","Why did the smartphone go to therapy?","It cracked under pressure","It lost all its contacts","Its battery kept draining","It needed more storage","B. It lost all its contacts","easy","Pun Riddles","It could not reach anyone anymore.","A phone without its contacts has lost everyone it knows.","published"
"27","What do you call a cow that plays guitar?","A moo-sician","A horn player","A dairy soloist","A boogie bovine","A. A moo-sician","easy","Pun Riddles","Listen to the moo-sic.","The strumming cow is a moo-sician, and the barn loves her set.","published"
"28","What do you call a sleeping bull?","A bulldozer","A bull-oney","A snoring steer","A pasture pillow","A. A bulldozer","easy","Pun Riddles","He snores like heavy machinery.","A sleeping bull is a bulldozer, flat out in the field.","published"
"29","What is a vampire's favorite fruit?","A blood orange","A neck-tarine","A bat-berry","A coffin melon","B. A neck-tarine","easy","Pun Riddles","It bites back at the throat.","The vampire's snack of choice is the neck-tarine.","published"
"30","Why did the picture go to jail?","It was hung badly","It was framed","The gallery pressed charges","The evidence hung by a thread","B. It was framed","easy","Pun Riddles","Somebody set it up.","The poor picture was framed, and the court hung it out to dry.","published"
"31","What do you call a train made entirely of gum?","A chew-chew train","A sticky express","A bubble locomotive","A track of treats","A. A chew-chew train","easy","Pun Riddles","Listen to its whistle, twice.","The gum train puffs along as a chew-chew train.","published"
"32","Where do sheep get their wool trimmed?","At the baa-bershop","At the wool window","At the shear shack","At the lamb-lift","A. At the baa-bershop","easy","Pun Riddles","The haircut comes with a bleat.","Sheep queue patiently at the baa-bershop for their seasonal trim.","published"
"33","Why did the bicycle collapse at the finish line?","It lost its drive","It was two-tired","It needed a brake","It spoke too soon","B. It was two-tired","easy","Pun Riddles","Count its wheels and its energy.","After that race the bicycle was two-tired to go on.","published"
"34","What do you call a pig that knows karate?","A pork chop","A karate hog","A kick of bacon","A ham-fu master","A. A pork chop","easy","Pun Riddles","Hi-yah, then dinner.","The martial-arts pig is a certified pork chop.","published"
"35","Why did the coffee file a police report?","It lost its filter","It got steamed","It was mugged","It was brewed unfairly","C. It was mugged","medium","Pun Riddles","It was attacked on the way to work.","The coffee was mugged in broad daylight, twice daily.","published"
"36","What do you call a potato wearing reading glasses?","A spec-tator","A couch commentator","An eye-tato","A sharp-dressed spud","A. A spec-tator","medium","Pun Riddles","It watches the match from the sofa.","The bespectacled potato is a spec-tator, technically.","published"
"37","Why was the broom late for work?","It got swept away","It took the dirt road","It over-swept","It was tied up in strings","C. It over-swept","medium","Pun Riddles","It overshot its morning.","The broom overslept, or rather over-swept, again.","published"
"38","What did the ocean say to the beach?","Water you doing","Nothing, it just waved","Long tide, no see","Sea you later","B. Nothing, it just waved","medium","Pun Riddles","The greeting is silent but friendly.","The ocean never speaks; it just waves.","published"
"39","What do you call a fish wearing a bow tie?","A dressed herring","A tuna of manor","So-fish-ticated","A cod gentleman","C. So-fish-ticated","medium","Pun Riddles","He is refined, with fins.","The bow-tied fish is so-fish-ticated beyond his years.","published"
"40","Why did the calendar get promoted so quickly?","Its days were numbered","It was well-read","It planned ahead","It had a bright future","A. Its days were numbered","medium","Pun Riddles","The reason is a little morbid.","The calendar rose fast because its days were numbered.","published"
"41","What do you call a camel carrying three humps of luggage?","A caravan of one","Pregnant","A dromedary plus one","Over the hump","B. Pregnant","medium","Pun Riddles","No shipping label required.","A three-humped camel is simply pregnant, congratulations due.","published"
"42","What do you call a laptop that will not wake up?","A dream machine","A slumber pad","A nap-top","A lap-lazy","C. A nap-top","medium","Pun Riddles","It is asleep in your lap.","The dozing laptop is a nap-top, fully charged on naps.","published"
"43","What did the digital clock say to its grandfather?","Look, no hands","You are second to none","Time flies with you","You tick differently","A. Look, no hands","medium","Pun Riddles","A smug little flex about anatomy.","The digital clock bragged about having no hands at all.","published"
"44","What do you call a cow that just became a mother?","De-calf-inated","A milk dud","A mother moo-er","A dairy fresh parent","A. De-calf-inated","hard","Pun Riddles","She just lost a calf from her belly.","A cow after calving is de-calf-inated, medically accurate.","published"
"45","Why did the pianist keep banging his head on the keys?","He wanted a flat","He was playing by ear","He lost the note","The sheet music fell","B. He was playing by ear","hard","Pun Riddles","His method is his anatomy.","The pianist played by ear, painfully and literally.","published"
"46","What do you call a knight who surrenders before every joust?","Sir Away","Sir Cowardly","Sir Fraidalot","Sir Render","D. Sir Render","hard","Pun Riddles","His title is a white flag.","The capitulating knight is Sir Render, first of his name.","published"
"47","What did the green grape say to the gasping purple grape?","Grape minds think alike","Stay in the bunch","You wine too much","Breathe, breathe","D. Breathe, breathe","hard","Pun Riddles","The purple one was squeezed.","The green grape performed urgent CPR: breathe, breathe.","published"
"48","What do you call a bear with no ears?","An earless wonder","A B","A bear-ly there","A brrr","B. A B","hard","Pun Riddles","Take the word apart, letter by letter.","Remove the ears from bear and a B is all that remains.","published"
"49","Why did the gardener quit his job at the salad farm?","He turnedip the offers","The lettuce paid less","His celery wasn't enough","He felt the beet","C. His celery wasn't enough","hard","Pun Riddles","The pay was a vegetable.","He resigned because his celery simply was not enough.","published"
"50","What did one wall say to the other wall?","I will meet you at the corner","You crack me up","Load-bearing, as always","Paint you later","A. I will meet you at the corner","hard","Pun Riddles","Their friendship has a natural meeting point.","The two walls arranged to meet at the corner, as walls do.","published"
"51","What do you call a fish with a great singing voice?","A tuna Turner","A crooning cod","A bass soloist","A salmon balladeer","A. A tuna Turner","easy","Pun Riddles","Think of a rock and roll legend.","The singing fish is a tuna Turner, simply the best.","published"
"52","Why did the man bring a pencil to bed?","To sketch his dreams","To draw the curtains","To write home early","To shade his eyes","B. To draw the curtains","easy","Pun Riddles","The curtains were his canvas.","He drew the curtains every night, one sketch at a time.","published"
"53","What do you call a frog that parks illegally?","A toad","A croaked meter","A clamped hopper","A jumper without a ticket","A. A toad","easy","Pun Riddles","One word, and it is mildly insulting.","The illegally parked frog is, quite simply, a toad.","published"
"54","What did the duck say when she bought lipstick?","Put it on my bill","Bill me later","A perfect shade of pond","Waterproof, I hope","A. Put it on my bill","easy","Pun Riddles","The checkout request is bird-themed.","The duck told the cashier to put it on her bill.","published"
"55","Why did the music teacher need a ladder?","To climb the scales","To reach the high notes","To raise the roof","To hang the charts","B. To reach the high notes","easy","Pun Riddles","Some notes live very high up.","The high notes demanded equipment, hence the ladder.","published"
"56","What do you call a monkey sitting in a cherry tree?","A stem swinger","A cherry picker","A bunched primate","A treetop teaser","B. A cherry picker","easy","Pun Riddles","Think of the tall orchard machine.","The cherry-harvesting monkey is a cherry picker.","published"
"57","What did the big chimney say to the little chimney?","You are too young to smoke","Rise above it","Same flue, different draft","Smoke you later","A. You are too young to smoke","easy","Pun Riddles","A very grown-up lecture.","The elder chimney scolded the little one about smoking, of course.","published"
"58","What is a snake's favorite dance?","The rattle-rola","The mamba","The sssalsa","The conga strictor","B. The mamba","easy","Pun Riddles","One dance shares a name with a serpent.","The snake rules the dance floor with the deadly mamba.","published"
"59","What do you call a rabbit with fleas?","A scratch hare","Bugs Bunny","An itchy hopper","A flea circus leader","B. Bugs Bunny","easy","Pun Riddles","Think of the most famous cartoon rabbit.","A flea-ridden bunny is, inevitably, Bugs Bunny.","published"
"60","Why did the golfer bring spare socks to the tournament?","For his long handicap","In case he got a hole in one","For the rainy back nine","To match his clubs","B. In case he got a hole in one","medium","Pun Riddles","It is about a certain famous score.","Every golfer knows a hole in one ruins one sock.","published"
"61","What do you call a line of rabbits hopping backwards?","A hop-recession","A reverse warren","A receding hare-line","A back-track burrow","C. A receding hare-line","medium","Pun Riddles","A barber would recognize it instantly.","Backward-hopping bunnies form a receding hare-line.","published"
"62","What do you call a factory that only makes average products?","A satis-factory","A passable plant","A decent depot","An okay outlet","A. A satis-factory","medium","Pun Riddles","The word hides in plain sight.","A plant producing satisfactory goods is a satis-factory.","published"
"63","What is a cat's favorite color?","Tabby gray","Meow-ve","Purr-ple","Whisker white","C. Purr-ple","medium","Pun Riddles","The cat approves of this shade.","Every cat's favorite color is purr-ple, without question.","published"
"64","Why did the phone wear glasses?","It misread its apps","It lost all its contacts","It had blurry bars","It failed its eye test","B. It lost all its contacts","medium","Pun Riddles","The trouble is in its address book.","The nearsighted phone had lost all of its contacts.","published"
"65","What do you call a snowman having a heated argument?","A meltdown","An icy glare-off","A cold war","A slush squabble","A. A meltdown","medium","Pun Riddles","Warm feelings end badly for snowmen.","When a snowman loses his temper, it is a total meltdown.","published"
"66","Why did the stadium cool down so fast after the match?","The roof opened up","The players went home","All the fans left","Rain was rolling in","C. All the fans left","medium","Pun Riddles","Think about where the breeze came from.","The heat left with the fans, every single one.","published"
"67","Where does a witch park her broom overnight?","In the broom closet","In the flying lot","In the spell-ing bay","In the hex-cellent garage","A. In the broom closet","hard","Pun Riddles","It sounds like a hiding place for cleaning gear.","The witch parks her broom neatly in the broom closet.","published"
"68","What did the winning celery shout after the big race?","Celery-brate good times","It beat the romaine","A pea-sant victory","The stalk market surged","D. The stalk market surged","hard","Pun Riddles","Victory, in vegetable finance.","The triumphant celery surged on the stalk market.","published"
"69","What did the shark say after eating a clownfish?","Something smelled fishy","It tasted funny","Catch of the comedy","A funny aftertaste","B. It tasted funny","hard","Pun Riddles","The punchline is about flavor and comedy.","The shark swam off muttering that the clownfish tasted funny.","published"
"70","What did the stamp say to the envelope?","We make a great pair","I am stuck on you","Sealed with a kiss","Address me gently","B. I am stuck on you","hard","Pun Riddles","One of them simply cannot let go.","The stamp confessed, forever stuck on the envelope.","published"
"71","What do you call an owl with a great sense of humor?","A wise-cracker","A night comic","A hoot-enanny","A feathered comedian","A. A wise-cracker","medium","Pun Riddles","Its jokes are wise beyond its years.","The joking owl is a wise-cracker after dark.","published"
"72","What did the scarf say to the hat in the closet?","You go on a-head, I will hang around","Wrap season is over","We are knotted together","Fringe opinions aside","A. You go on a-head, I will hang around","hard","Pun Riddles","One of them is literally ahead.","The scarf told the hat to go on a-head while it hung around.","published"
"73","What do you call the politest fruit in the bowl?","A berry well-mannered","A civil pear","An apple of manners","A courte-melon","B. A civil pear","medium","Pun Riddles","It has excellent pear-formance.","The politest fruit in the bowl is a civil pear.","published"
"74","Why did the student eat his homework?","It was well done","He skipped lunch","The teacher said it was a piece of cake","The math tasted like numbers","C. The teacher said it was a piece of cake","hard","Pun Riddles","The assignment was deliciously simple.","The teacher called it a piece of cake, so he ate it.","published"
"75","What is a cat's favorite breakfast cereal?","Purr-ridge","Mice Krispies","Whisker waffles","Tuna toast","B. Mice Krispies","medium","Pun Riddles","Snap, crackle, squeak.","The cat's cereal of choice is Mice Krispies.","published"
"76","Why did the barber win the marathon?","He brushed past everyone","He knew all the clips","He took a short cut","He had a close shave with defeat","C. He took a short cut","medium","Pun Riddles","His profession knows every shortcut.","The barber won by taking a short cut, trimmed to perfection.","published"
"77","What do you call a horse that lives right next door?","A neigh-bor","A hay-borhood watch","A stable friend","A pony parcel","A. A neigh-bor","easy","Pun Riddles","Say it with a whinny.","The horse over the fence is your neigh-bor.","published"
"78","What do you call a cow jumping on a trampoline?","A milkshake","A jumping dairy","A bounce of cream","A mooing spring","A. A milkshake","medium","Pun Riddles","Jump until everything blends.","A bouncing cow soon becomes a milkshake.","published"
"79","What did the traffic light say to the impatient car?","Red-y or not, here I come","Don't look, I am changing","Catch me if you can","Stop staring","B. Don't look, I am changing","medium","Pun Riddles","The light values its privacy.","The shy light begged the car not to watch it change.","published"
"80","Why did the skeleton skip the party entirely?","He lacked the nerve","He was bone tired","He had no body to go with","His heart was not in it","C. He had no body to go with","medium","Pun Riddles","His plus-one was missing, structurally.","The skeleton stayed home because he had no body to go with.","published"
"81","Why did the banana visit the doctor?","It wasn't peeling well","It had a bad appeal","It was slipping away","It found itself in a split","A. It wasn't peeling well","medium","Pun Riddles","The symptom is on the outside.","The ailing banana simply was not peeling well.","published"
"82","What kind of key opens a banana?","A donkey","A monkey","A tur-key","A spare key","B. A monkey","medium","Pun Riddles","It swings through trees.","The monkey is the only key that opens a banana.","published"
"83","What is a ghost's favorite dessert?","Boo-berry pie","Ghoul-ash","I scream","Terror-misu","C. I scream","medium","Pun Riddles","Its order comes with shivers.","The haunted dessert of choice is, of course, I scream.","published"
"84","What do you call a snowman's big celebration?","A snowball","An ice breaker","A frost fest","A chill out","A. A snowball","medium","Pun Riddles","The party rolls through the yard.","The snowman's party is one giant snowball.","published"
"85","Why do cows have hooves instead of feet?","Because they lactose","Evolution chose hooves","For grip in the meadow","Sensible farm design","A. Because they lactose","medium","Pun Riddles","The reason is a dairy allergy.","Cows have hooves because they lactose, and feet would be a mistake.","published"
"86","What do you call a very fast fungus?","A speedy spore","A mush-vroom","A quick quorn","A racing morel","B. A mush-vroom","medium","Pun Riddles","Start its engine and listen.","The racing mushroom is a mush-vroom.","published"
"87","What is a tornado's favorite board game?","Rolling thunder","Twister","Whirl of fortune","Loop the loop","B. Twister","medium","Pun Riddles","It already plays it professionally.","The tornado's game night is always Twister.","published"
"88","What did the horse say after it tripped in front of everyone?","Help, I have fallen and I cannot giddy-up","Neigh bother at all","My mane is in pain","Hoof-hearted behavior","A. Help, I have fallen and I cannot giddy-up","medium","Pun Riddles","Classic TV rescue line, horse edition.","The fallen horse cried that it could not giddy-up.","published"
"89","What is an astronaut's favorite part of a computer?","The rocket port","The star-t button","The space bar","The moon-itor","C. The space bar","medium","Pun Riddles","It is the longest key of all.","Astronauts love the space bar; it is their whole workplace.","published"
"90","What do you call a lazy kangaroo?","A dozing roo","A pouch potato","A couch jumper","A slack-a-roo","B. A pouch potato","medium","Pun Riddles","It never leaves the sofa pouch.","The idle kangaroo is a pouch potato.","published"
"91","What kind of shoes do spies wear?","Covert clogs","Trench boots","Sneakers","Discreet flats","C. Sneakers","medium","Pun Riddles","Their footwear does the sneaking.","Spies are famous for their sneakers.","published"
"92","What did the baby corn say to the mama corn?","Aw, shucks","You are a-maize-ing","Where is pop corn","Corn-gratulations","A. Aw, shucks","medium","Pun Riddles","The humble reply is a classic.","The mama corn blushed and said aw, shucks.","published"
"93","What do you call a snowman who has been around a very long time?","A melt-imental","Water","Ancient slush","A grandfather frost","B. Water","medium","Pun Riddles","Spring answers this one.","A really old snowman is just water, historically speaking.","published"
"94","What do you call a chicken staring at a bowl of lettuce?","Chicken caesar salad","A romaine watcher","A puzzled hen","A poultry gaze","A. Chicken caesar salad","hard","Pun Riddles","It sees the salad, and lunch is named.","The hen that sees salad becomes chicken caesar salad.","published"
"95","What did the big flower say to the little flower?","Hey bud","Grow up already","Pollen your leg","Petal to the metal","A. Hey bud","medium","Pun Riddles","A friendly greeting between sprouts.","The big flower waved and said hey bud to the little one.","published"
"96","Why did the morning coffee taste like mud?","The mug was dirty","It was brewed outdoors","Because it was fresh ground","It missed the filter","C. Because it was fresh ground","medium","Pun Riddles","The beans tell the truth.","The coffee tasted like mud because it was fresh ground.","published"
"97","What do you get from a pampered, spoiled cow?","Spoiled milk","A moo-dy heifer","Udder luxury","Cream of the crop","A. Spoiled milk","medium","Pun Riddles","Overindulgence has a dairy result.","A pampered cow produces nothing but spoiled milk.","published"
"98","What do you call a sleepy plank of wood?","A dozing door","A lumber nap","A bored board","A flat-out plank","C. A bored board","hard","Pun Riddles","It has lost interest in being wood.","The uninspired plank is a bored board.","published"
"99","What do you call a dinosaur with terrible eyesight?","A blurry-saurus","A squint-asaurus","A rex spectacle","A do-you-think-he-saw-us","D. A do-you-think-he-saw-us","hard","Pun Riddles","Say his name slowly, then duck.","The nearsighted giant is a do-you-think-he-saw-us.","published"
"100","What do you call a witch spending the day at the seaside?","A broom-surfer","A tide hex","A sand-witch","A spell-tan","C. A sand-witch","medium","Pun Riddles","Lunch and a spell, all in one.","The beach-bound witch becomes a sand-witch.","published"
"101","What has four wheels and flies?","A garbage truck","A taxi in rush hour","A zoo delivery van","A flying car","A. A garbage truck","easy","Silly Riddles","It visits every curb, and it has wings.","A garbage truck has four wheels and plenty of flies.","published"
"102","How many books can you put into an empty backpack?","Two, side by side","One, after that it is not empty","None at all","As many as will fit","B. One, after that it is not empty","easy","Silly Riddles","Watch the word very closely.","One book ends the emptiness, so only one can go into an empty bag.","published"
"103","If you drop a white hat into the Red Sea, what does it become?","Wet","Soaked","Red","Lost","A. Wet","easy","Silly Riddles","The sea changes its location, not its nature.","A dropped hat simply becomes wet, wherever it lands.","published"
"104","What two things can you never eat for breakfast?","Lunch and dinner","Toast and tea","Cereal and milk","Eggs and bacon","A. Lunch and dinner","easy","Silly Riddles","They come much later in the day.","Breakfast cannot be lunch and dinner; those meals have their own slots.","published"
"105","Where do fish keep their money?","In a sandbank","In a riverbank","Under the coral","Inside their scales","B. In a riverbank","easy","Silly Riddles","The best financial institution has water.","Fish bank at the riverbank, naturally.","published"
"106","What is a computer's favorite snack?","Cookie cache","Computer chips","Microchips","Data crackers","B. Computer chips","easy","Silly Riddles","It is already full of them.","A computer snacks on computer chips, byte after byte.","published"
"107","Which animal absolutely needs a wig?","A bald eagle","A freshly sheared sheep","A lion in summer","A molting cat","A. A bald eagle","easy","Silly Riddles","Its name says it all.","The bald eagle is the one bird that could use a wig.","published"
"108","What do you call a fly with no wings?","A grounded gnat","A walk","A crawler","A lost flyer","B. A walk","easy","Silly Riddles","Downgrade its name by one letter.","A wingless fly is simply a walk.","published"
"109","What has ears but cannot hear a single thing?","A teacup","A bedtime book","A cornfield","An old shoe","C. A cornfield","medium","Silly Riddles","Walk through it at harvest time.","Every stalk in a cornfield grows an ear that hears nothing.","published"
"110","What kind of tree fits easily in your hand?","A tiny fir","A palm tree","A bonsai","A pocket oak","B. A palm tree","medium","Silly Riddles","You are carrying one around right now.","A palm tree fits in your hand because it grows there.","published"
"111","How do you make a tissue dance?","Play it a ballad","Put a little boogie in it","Fold it a partner","Give it dancing shoes","B. Put a little boogie in it","easy","Silly Riddles","One word does double duty here.","A boogie in the tissue gets it dancing every time.","published"
"112","What did one plate say to the other plate at dinner?","Dinner is on me","Compliments of the chef","You look dishy","Stop copying my table manners","A. Dinner is on me","easy","Silly Riddles","One of them is paying.","The generous plate announced that dinner was on it.","published"
"113","What goes through towns and over hills but never moves?","The road","A rumor","The morning mail","The horizon","A. The road","medium","Silly Riddles","Cars do the moving on its behalf.","The road travels everywhere while never moving an inch.","published"
"114","Why did the boy bury his flashlight in the garden?","Because the lights were out","It stopped shining","To grow a light bulb","He lost the switch","A. Because the lights were out","easy","Silly Riddles","Think of a power cut, garden edition.","He buried it because the lights were out.","published"
"115","What do you get when you cross a snowman with a vampire?","A chill that bites","Frostbite","Cold shoulders","Ice cold veins","B. Frostbite","medium","Silly Riddles","The result bites, and it is cold.","A snowman plus a vampire equals frostbite.","published"
"116","Why do fish live in salt water?","Pepper makes them sneeze","The tide told them to","They dislike fresh air","It keeps them fresh","A. Pepper makes them sneeze","medium","Silly Riddles","Consider the alternative seasoning.","Fish choose salt water because pepper makes them sneeze.","published"
"117","Why can't your nose be twelve inches long?","Noses stop at ten","Because then it would be a foot","It would smell terrible","It would shadow your face","B. Because then it would be a foot","medium","Silly Riddles","Twelve inches have another name.","Twelve inches make a foot, so the nose refuses.","published"
"118","What time is it when an elephant sits on your garden fence?","Lunchtime, unfortunately","Time to fix the fence","The elephant's bath time","Time to run","B. Time to fix the fence","easy","Silly Riddles","The carpenter is the urgent matter.","With an elephant seated on it, it is time to fix the fence.","published"
"119","Why do bees have such sticky hair?","They never use shampoo","Because they use honeycombs","It is the hive style","Honey is their hair gel","B. Because they use honeycombs","easy","Silly Riddles","Their favorite styling product is breakfast.","Bees use honeycombs, which explains every sticky hairdo.","published"
"120","What falls in winter but never gets hurt?","Snow","The temperature","Old leaves","Your motivation","A. Snow","easy","Silly Riddles","Look up during a flurry.","Snow falls all winter and never feels a thing.","published"
"121","What has a bottom at the very top?","Your legs","A bottle upside down","A steep hill","An upside-down cake","A. Your legs","medium","Silly Riddles","You are sitting on the answer.","Your legs have a bottom at the top; sit and confirm.","published"
"122","What do you call a boomerang that refuses to come back?","A lost cause","A one-way flight","A stick","A broken promise","C. A stick","medium","Silly Riddles","Once it stops returning, it demotes itself.","A boomerang that quits returning is just a stick.","published"
"123","Which room does a ghost never need in its house?","A ballroom","The living room","A spare room","The attic","B. The living room","medium","Silly Riddles","Its residents are none of them living.","Ghosts have no use for the living room.","published"
"124","What did one glove say to the other glove in the drawer?","We make a handy pair","I have got you covered","High five later","Stop being so handy","A. We make a handy pair","medium","Silly Riddles","Their partnership is at your fingertips.","The gloves agreed they make a handy pair.","published"
"125","What did the light bulb say to the light switch?","You turn me on","Watt a pair we make","You brighten my day","Any bright ideas","A. You turn me on","medium","Silly Riddles","The switch is irresistible.","The bulb confessed that the switch turns it on.","published"
"126","What did the beach say as the tide rolled in?","Long time no sea","Water you doing here","Shore looks different","Sand you later","A. Long time no sea","easy","Silly Riddles","An old sailor's greeting, beach edition.","The beach greeted the tide with a long time no sea.","published"
"127","What music do mummies listen to most?","Tomb tunes","Wrap music","Grave-yard rock","Ancient beats","B. Wrap music","easy","Silly Riddles","Think of their favorite outfit.","Mummies are devoted fans of wrap music.","published"
"128","What do planets read at breakfast?","Comet books","Moon magazines","Star charts","Space comics","A. Comet books","easy","Silly Riddles","Their favorite reading material flies by nightly.","Planets read comet books, cover to cosmic cover.","published"
"129","What did the paper say to the pencil?","Write on!","Note taken","You look sharp","Pen me in","A. Write on!","easy","Silly Riddles","It is the world's smallest pep talk.","The paper cheered the pencil on: write on!","published"
"130","What is the smartest insect in the world?","A counting cricket","A spelling bee","A bookworm","A quiz beetle","B. A spelling bee","easy","Silly Riddles","It never misses a word.","The spelling bee is the undisputed genius of the insect world.","published"
"131","Which insect is wonderful with money?","An account-ant","A budget beetle","A money moth","A cash cricket","A. An account-ant","easy","Silly Riddles","Its job title is in its name.","The account-ant keeps every colony's books balanced.","published"
"132","What do you call the biggest ant in the world?","An eleph-ant","A giant-ant","A mega-ant","A super-ant","A. An eleph-ant","easy","Silly Riddles","It is enormous and gray.","The biggest ant of all is an eleph-ant.","published"
"133","If two is company and three is a crowd, what are four and five?","A queue","A party","Nine","A double crowd","C. Nine","medium","Silly Riddles","Try adding them instead of counting them.","Four and five are simply nine.","published"
"134","What is black and white and read all over?","A zebra in sunglasses","A newspaper","A penguin at sunset","A chessboard","B. A newspaper","easy","Silly Riddles","Say the middle word out loud.","The newspaper is black, white, and read all over.","published"
