# Category: Logic & Deduction
"#","question","optionA","optionB","optionC","optionD","answer","level","subject","hint","explanation","status"
"12","Felix is younger than Elena.  Elena is younger than Anna.  Anna is younger than David. Who is the oldest?","David","Felix","Anna","Elena","A. David","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from younger to greatest: Felix < Elena < Anna < David. So David is the oldest.","published"
"13","Ben says: Grace always lies. Grace says: Ben always lies. Exactly one of them is a liar by nature. Who tells the truth?","","","","","Ben","expert","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Grace, making Ben the truth-teller.","published"
"14","Jonas is younger than Elena. Ben is younger than Jonas. Felix is between Jonas and Elena in age. Who is the oldest?","","","","","Elena","expert","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Ben < Jonas < Felix < Elena (with Felix in the middle). So Elena is oldest.","published"
"15","Henry does not live in the red house or the green house. Clara lives in the green house. Where does Henry live?","the red house","the blue house","the green house","Next to Clara","B. the blue house","medium","Logic Puzzles","Eliminate the impossible houses.","Henry cannot live in the red house or the green house, so Henry lives in the blue house.","published"
"16","Felix is younger than David. Ben is younger than Felix. Henry is between Felix and David in age. Who is the oldest?","","","","","David","expert","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Ben < Felix < Henry < David (with Henry in the middle). So David is oldest.","published"
"17","Isla does not live in the red house or the green house. Clara lives in the green house. Where does Isla live?","the green house","Next to Clara","the blue house","the red house","C. the blue house","medium","Logic Puzzles","Eliminate the impossible houses.","Isla cannot live in the red house or the green house, so Isla lives in the blue house.","published"
"18","Henry is younger than Anna. Grace is younger than Henry. Isla is between Henry and Anna in age. Who is the oldest?","","","","","Anna","expert","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Grace < Henry < Isla < Anna (with Isla in the middle). So Anna is oldest.","published"
"19","Isla does not live in the red house or the green house. Elena lives in the green house. Where does Isla live?","the blue house","Next to Elena","the green house","the red house","A. the blue house","medium","Logic Puzzles","Eliminate the impossible houses.","Isla cannot live in the red house or the green house, so Isla lives in the blue house.","published"
"20","Isla says: Ben always lies. Ben says: Isla always lies. Exactly one of them is a liar by nature. Who tells the truth?","","","","","Isla","expert","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Ben, making Isla the truth-teller.","published"
"21","Jonas says: Anna always lies. Anna says: Jonas always lies. Exactly one of them is a liar by nature. Who tells the truth?","","","","","Jonas","expert","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Anna, making Jonas the truth-teller.","published"
"22","Clara does not live in the blue house or the green house. Isla lives in the green house. Where does Clara live?","Next to Isla","the red house","the green house","the blue house","B. the red house","medium","Logic Puzzles","Eliminate the impossible houses.","Clara cannot live in the blue house or the green house, so Clara lives in the red house.","published"
"23","Elena is shorter than Jonas. Clara is shorter than Elena. Henry is between Elena and Jonas in height. Who is the tallest?","","","","","Jonas","expert","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Clara < Elena < Henry < Jonas (with Henry in the middle). So Jonas is tallest.","published"
"24","Clara says: Felix always lies. Felix says: Clara always lies. Exactly one of them is a liar by nature. Who tells the truth?","","","","","Clara","expert","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Felix, making Clara the truth-teller.","published"
"25","Grace does not live in the blue house or the red house. Clara lives in the red house. Where does Grace live?","Next to Clara","the blue house","the green house","the red house","C. the green house","medium","Logic Puzzles","Eliminate the impossible houses.","Grace cannot live in the blue house or the red house, so Grace lives in the green house.","published"
"26","Ben does not live in the green house or the red house. Jonas lives in the red house. Where does Ben live?","the blue house","Next to Jonas","the green house","the red house","A. the blue house","medium","Logic Puzzles","Eliminate the impossible houses.","Ben cannot live in the green house or the red house, so Ben lives in the blue house.","published"
"27","Clara says: Grace always lies. Grace says: Clara always lies. Exactly one of them is a liar by nature. Who tells the truth?","","","","","Clara","expert","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Grace, making Clara the truth-teller.","published"
"28","Henry is younger than Jonas. Ben is younger than Henry. Grace is between Henry and Jonas in age. Who is the oldest?","","","","","Jonas","expert","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Ben < Henry < Grace < Jonas (with Grace in the middle). So Jonas is oldest.","published"
"29","Anna says: Ben always lies. Ben says: Anna always lies. Exactly one of them is a liar by nature. Who tells the truth?","","","","","Anna","expert","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Ben, making Anna the truth-teller.","published"
"30","Grace is shorter than David. Henry is shorter than Grace. Jonas is between Grace and David in height. Who is the tallest?","","","","","David","expert","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Henry < Grace < Jonas < David (with Jonas in the middle). So David is tallest.","published"
"31","Isla is slower than Felix.  Felix is slower than Anna.  Anna is slower than Elena. Who is the fastest?","Anna","Elena","Felix","Isla","B. Elena","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from slower to greatest: Isla < Felix < Anna < Elena. So Elena is the fastest.","published"
"32","Grace says: David always lies. David says: Grace always lies. Exactly one of them is a liar by nature. Who tells the truth?","","","","","Grace","expert","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be David, making Grace the truth-teller.","published"
"33","Isla is younger than Grace.  Grace is younger than Clara.  Clara is younger than Felix. Who is the oldest?","Felix","Grace","Isla","Clara","A. Felix","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from younger to greatest: Isla < Grace < Clara < Felix. So Felix is the oldest.","published"
"34","Isla says: David always lies. David says: Isla always lies. Exactly one of them is a liar by nature. Who tells the truth?","","","","","Isla","expert","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be David, making Isla the truth-teller.","published"
"35","Anna does not live in the red house or the green house. David lives in the green house. Where does Anna live?","the green house","the blue house","the red house","Next to David","B. the blue house","medium","Logic Puzzles","Eliminate the impossible houses.","Anna cannot live in the red house or the green house, so Anna lives in the blue house.","published"
"36","Isla is shorter than Jonas.  Jonas is shorter than Grace.  Grace is shorter than Felix. Who is the tallest?","Isla","Felix","Jonas","Grace","B. Felix","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from shorter to greatest: Isla < Jonas < Grace < Felix. So Felix is the tallest.","published"
"37","Henry says: Clara always lies. Clara says: Henry always lies. Exactly one of them is a liar by nature. Who tells the truth?","","","","","Henry","expert","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Clara, making Henry the truth-teller.","published"
"38","Henry does not live in the red house or the blue house. Anna lives in the blue house. Where does Henry live?","Next to Anna","the red house","the green house","the blue house","C. the green house","medium","Logic Puzzles","Eliminate the impossible houses.","Henry cannot live in the red house or the blue house, so Henry lives in the green house.","published"
"39","Anna does not live in the red house or the blue house. Elena lives in the blue house. Where does Anna live?","the green house","the red house","Next to Elena","the blue house","A. the green house","medium","Logic Puzzles","Eliminate the impossible houses.","Anna cannot live in the red house or the blue house, so Anna lives in the green house.","published"
"40","David is younger than Elena.  Elena is younger than Isla.  Isla is younger than Felix. Who is the oldest?","Felix","David","Isla","Elena","A. Felix","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from younger to greatest: David < Elena < Isla < Felix. So Felix is the oldest.","published"
"41","Henry says: Anna always lies. Anna says: Henry always lies. Exactly one of them is a liar by nature. Who tells the truth?","","","","","Henry","expert","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Anna, making Henry the truth-teller.","published"
"42","Jonas does not live in the red house or the green house. David lives in the green house. Where does Jonas live?","the green house","the blue house","the red house","Next to David","B. the blue house","medium","Logic Puzzles","Eliminate the impossible houses.","Jonas cannot live in the red house or the green house, so Jonas lives in the blue house.","published"
"43","Felix is shorter than Clara.  Clara is shorter than Grace.  Grace is shorter than Jonas. Who is the tallest?","Grace","Felix","Jonas","Clara","C. Jonas","medium","Logic Puzzles","Line the comparisons up in a chain.","Ordering from shorter to greatest: Felix < Clara < Grace < Jonas. So Jonas is the tallest.","published"
"44","Anna says: Henry always lies. Henry says: Anna always lies. Exactly one of them is a liar by nature. Who tells the truth?","","","","","Anna","expert","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Henry, making Anna the truth-teller.","published"
"45","Clara does not live in the blue house or the red house. Grace lives in the red house. Where does Clara live?","the green house","Next to Grace","the blue house","the red house","A. the green house","medium","Logic Puzzles","Eliminate the impossible houses.","Clara cannot live in the blue house or the red house, so Clara lives in the green house.","published"
"46","Jonas is shorter than David.  David is shorter than Henry.  Henry is shorter than Elena. Who is the tallest?","Jonas","Elena","Henry","David","B. Elena","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from shorter to greatest: Jonas < David < Henry < Elena. So Elena is the tallest.","published"
"47","Anna is shorter than Ben.  Ben is shorter than Elena.  Elena is shorter than Clara. Who is the tallest?","Clara","Elena","Anna","Ben","A. Clara","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from shorter to greatest: Anna < Ben < Elena < Clara. So Clara is the tallest.","published"
"48","Clara says: Ben always lies. Ben says: Clara always lies. Exactly one of them is a liar by nature. Who tells the truth?","","","","","Clara","expert","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Ben, making Clara the truth-teller.","published"
"49","Elena is slower than Ben. Henry is slower than Elena. Clara is between Elena and Ben in speed. Who is the fastest?","","","","","Ben","expert","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Henry < Elena < Clara < Ben (with Clara in the middle). So Ben is fastest.","published"
"50","Jonas is slower than Grace. Anna is slower than Jonas. Elena is between Jonas and Grace in speed. Who is the fastest?","","","","","Grace","expert","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Anna < Jonas < Elena < Grace (with Elena in the middle). So Grace is fastest.","published"
"51","Anna says: Jonas always lies. Jonas says: Anna always lies. Exactly one of them is a liar by nature. Who tells the truth?","Anna","Jonas","Both tell the truth","Both lie","A. Anna","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Jonas, making Anna the truth-teller.","published"
"52","Anna says: Elena always lies. Elena says: Anna always lies. Exactly one of them is a liar by nature. Who tells the truth?","Elena","Anna","Both lie","Both tell the truth","B. Anna","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Elena, making Anna the truth-teller.","published"
"53","Isla does not live in the green house or the red house. Grace lives in the red house. Where does Isla live?","the red house","the blue house","the green house","Next to Grace","B. the blue house","medium","Logic Puzzles","Eliminate the impossible houses.","Isla cannot live in the green house or the red house, so Isla lives in the blue house.","published"
"54","Henry says: Felix always lies. Felix says: Henry always lies. Exactly one of them is a liar by nature. Who tells the truth?","Felix","Both lie","Henry","Both tell the truth","C. Henry","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Felix, making Henry the truth-teller.","published"
"55","Ben is slower than Grace.  Grace is slower than Felix.  Felix is slower than David. Who is the fastest?","Felix","David","Grace","Ben","B. David","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from slower to greatest: Ben < Grace < Felix < David. So David is the fastest.","published"
"56","Anna is shorter than Felix. Isla is shorter than Anna. Elena is between Anna and Felix in height. Who is the tallest?","Elena","Isla","Anna","Felix","D. Felix","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Isla < Anna < Elena < Felix (with Elena in the middle). So Felix is tallest.","published"
"57","Jonas does not live in the red house or the green house. Grace lives in the green house. Where does Jonas live?","the green house","Next to Grace","the blue house","the red house","C. the blue house","medium","Logic Puzzles","Eliminate the impossible houses.","Jonas cannot live in the red house or the green house, so Jonas lives in the blue house.","published"
"58","Henry is shorter than Ben. Elena is shorter than Henry. Anna is between Henry and Ben in height. Who is the tallest?","Ben","Henry","Anna","Elena","A. Ben","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Elena < Henry < Anna < Ben (with Anna in the middle). So Ben is tallest.","published"
"59","Henry is shorter than Felix. Isla is shorter than Henry. Jonas is between Henry and Felix in height. Who is the tallest?","Henry","Felix","Isla","Jonas","B. Felix","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Isla < Henry < Jonas < Felix (with Jonas in the middle). So Felix is tallest.","published"
"60","Jonas says: David always lies. David says: Jonas always lies. Exactly one of them is a liar by nature. Who tells the truth?","Both tell the truth","David","Jonas","Both lie","C. Jonas","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be David, making Jonas the truth-teller.","published"
"61","Clara is younger than Felix. Jonas is younger than Clara. Anna is between Clara and Felix in age. Who is the oldest?","Clara","Anna","Jonas","Felix","D. Felix","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Jonas < Clara < Anna < Felix (with Anna in the middle). So Felix is oldest.","published"
"62","David says: Clara always lies. Clara says: David always lies. Exactly one of them is a liar by nature. Who tells the truth?","David","Clara","Both tell the truth","Both lie","A. David","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Clara, making David the truth-teller.","published"
"63","Henry does not live in the green house or the red house. Elena lives in the red house. Where does Henry live?","the blue house","the red house","the green house","Next to Elena","A. the blue house","medium","Logic Puzzles","Eliminate the impossible houses.","Henry cannot live in the green house or the red house, so Henry lives in the blue house.","published"
"64","Felix is slower than Henry.  Henry is slower than Elena.  Elena is slower than Isla. Who is the fastest?","Isla","Henry","Felix","Elena","A. Isla","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from slower to greatest: Felix < Henry < Elena < Isla. So Isla is the fastest.","published"
"65","Elena says: Jonas always lies. Jonas says: Elena always lies. Exactly one of them is a liar by nature. Who tells the truth?","Both lie","Elena","Jonas","Both tell the truth","B. Elena","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Jonas, making Elena the truth-teller.","published"
"66","Isla does not live in the green house or the blue house. Anna lives in the blue house. Where does Isla live?","Next to Anna","the red house","the blue house","the green house","B. the red house","medium","Logic Puzzles","Eliminate the impossible houses.","Isla cannot live in the green house or the blue house, so Isla lives in the red house.","published"
"67","David does not live in the blue house or the red house. Isla lives in the red house. Where does David live?","the red house","the blue house","the green house","Next to Isla","C. the green house","medium","Logic Puzzles","Eliminate the impossible houses.","David cannot live in the blue house or the red house, so David lives in the green house.","published"
"68","Jonas is younger than Elena.  Elena is younger than David.  David is younger than Henry. Who is the oldest?","Elena","Henry","Jonas","David","B. Henry","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from younger to greatest: Jonas < Elena < David < Henry. So Henry is the oldest.","published"
"69","David is younger than Henry. Grace is younger than David. Jonas is between David and Henry in age. Who is the oldest?","Jonas","Grace","Henry","David","C. Henry","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Grace < David < Jonas < Henry (with Jonas in the middle). So Henry is oldest.","published"
"70","Jonas does not live in the green house or the red house. Isla lives in the red house. Where does Jonas live?","the blue house","the green house","Next to Isla","the red house","A. the blue house","medium","Logic Puzzles","Eliminate the impossible houses.","Jonas cannot live in the green house or the red house, so Jonas lives in the blue house.","published"
"71","Felix is shorter than David. Jonas is shorter than Felix. Henry is between Felix and David in height. Who is the tallest?","Henry","Jonas","Felix","David","D. David","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Jonas < Felix < Henry < David (with Henry in the middle). So David is tallest.","published"
"72","Clara says: Isla always lies. Isla says: Clara always lies. Exactly one of them is a liar by nature. Who tells the truth?","Clara","Isla","Both tell the truth","Both lie","A. Clara","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Isla, making Clara the truth-teller.","published"
"73","Elena is shorter than Henry. Clara is shorter than Elena. David is between Elena and Henry in height. Who is the tallest?","David","Henry","Elena","Clara","B. Henry","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Clara < Elena < David < Henry (with David in the middle). So Henry is tallest.","published"
"74","Henry is younger than David. Clara is younger than Henry. Anna is between Henry and David in age. Who is the oldest?","Anna","Henry","David","Clara","C. David","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Clara < Henry < Anna < David (with Anna in the middle). So David is oldest.","published"
"75","Ben does not live in the blue house or the green house. Felix lives in the green house. Where does Ben live?","Next to Felix","the red house","the blue house","the green house","B. the red house","medium","Logic Puzzles","Eliminate the impossible houses.","Ben cannot live in the blue house or the green house, so Ben lives in the red house.","published"
"76","Grace is shorter than Clara. Ben is shorter than Grace. Isla is between Grace and Clara in height. Who is the tallest?","Ben","Grace","Isla","Clara","D. Clara","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Ben < Grace < Isla < Clara (with Isla in the middle). So Clara is tallest.","published"
"77","Isla says: Anna always lies. Anna says: Isla always lies. Exactly one of them is a liar by nature. Who tells the truth?","Isla","Both tell the truth","Anna","Both lie","A. Isla","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Anna, making Isla the truth-teller.","published"
"78","Grace says: Felix always lies. Felix says: Grace always lies. Exactly one of them is a liar by nature. Who tells the truth?","Both lie","Grace","Both tell the truth","Felix","B. Grace","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Felix, making Grace the truth-teller.","published"
"79","Henry is younger than Anna. Isla is younger than Henry. Grace is between Henry and Anna in age. Who is the oldest?","Grace","Isla","Anna","Henry","C. Anna","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Isla < Henry < Grace < Anna (with Grace in the middle). So Anna is oldest.","published"
"80","Clara is slower than Felix.  Felix is slower than Jonas.  Jonas is slower than Grace. Who is the fastest?","Grace","Felix","Jonas","Clara","A. Grace","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from slower to greatest: Clara < Felix < Jonas < Grace. So Grace is the fastest.","published"
"81","Henry is younger than Anna. Ben is younger than Henry. David is between Henry and Anna in age. Who is the oldest?","Henry","Ben","David","Anna","D. Anna","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Ben < Henry < David < Anna (with David in the middle). So Anna is oldest.","published"
"82","Ben is slower than Clara. Anna is slower than Ben. David is between Ben and Clara in speed. Who is the fastest?","Clara","Anna","David","Ben","A. Clara","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Anna < Ben < David < Clara (with David in the middle). So Clara is fastest.","published"
"83","Isla is slower than Jonas. Elena is slower than Isla. Felix is between Isla and Jonas in speed. Who is the fastest?","Felix","Jonas","Elena","Isla","B. Jonas","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Elena < Isla < Felix < Jonas (with Felix in the middle). So Jonas is fastest.","published"
"84","Isla says: Elena always lies. Elena says: Isla always lies. Exactly one of them is a liar by nature. Who tells the truth?","Both tell the truth","Both lie","Isla","Elena","C. Isla","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Elena, making Isla the truth-teller.","published"
"85","David is younger than Grace. Anna is younger than David. Henry is between David and Grace in age. Who is the oldest?","David","Henry","Anna","Grace","D. Grace","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Anna < David < Henry < Grace (with Henry in the middle). So Grace is oldest.","published"
"86","David does not live in the red house or the green house. Felix lives in the green house. Where does David live?","the green house","Next to Felix","the blue house","the red house","C. the blue house","medium","Logic Puzzles","Eliminate the impossible houses.","David cannot live in the red house or the green house, so David lives in the blue house.","published"
"87","Clara does not live in the green house or the blue house. Anna lives in the blue house. Where does Clara live?","the red house","Next to Anna","the green house","the blue house","A. the red house","medium","Logic Puzzles","Eliminate the impossible houses.","Clara cannot live in the green house or the blue house, so Clara lives in the red house.","published"
"88","Felix is slower than David. Grace is slower than Felix. Isla is between Felix and David in speed. Who is the fastest?","David","Grace","Felix","Isla","A. David","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Grace < Felix < Isla < David (with Isla in the middle). So David is fastest.","published"
"89","Clara says: David always lies. David says: Clara always lies. Exactly one of them is a liar by nature. Who tells the truth?","Both lie","Clara","Both tell the truth","David","B. Clara","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be David, making Clara the truth-teller.","published"
"90","Grace is slower than Elena.  Elena is slower than Isla.  Isla is slower than Jonas. Who is the fastest?","Grace","Jonas","Isla","Elena","B. Jonas","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from slower to greatest: Grace < Elena < Isla < Jonas. So Jonas is the fastest.","published"
"91","Elena says: Isla always lies. Isla says: Elena always lies. Exactly one of them is a liar by nature. Who tells the truth?","Both lie","Isla","Elena","Both tell the truth","C. Elena","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Isla, making Elena the truth-teller.","published"
"92","Ben is younger than Anna. Elena is younger than Ben. Jonas is between Ben and Anna in age. Who is the oldest?","Ben","Elena","Jonas","Anna","D. Anna","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Elena < Ben < Jonas < Anna (with Jonas in the middle). So Anna is oldest.","published"
"93","Ben is slower than Isla. Henry is slower than Ben. David is between Ben and Isla in speed. Who is the fastest?","Isla","Ben","David","Henry","A. Isla","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Henry < Ben < David < Isla (with David in the middle). So Isla is fastest.","published"
"94","Henry is slower than Grace.  Grace is slower than Isla.  Isla is slower than Felix. Who is the fastest?","Felix","Grace","Henry","Isla","A. Felix","easy","Logic Puzzles","Line the comparisons up in a chain.","Ordering from slower to greatest: Henry < Grace < Isla < Felix. So Felix is the fastest.","published"
"95","Grace is shorter than Anna. Elena is shorter than Grace. Isla is between Grace and Anna in height. Who is the tallest?","Elena","Anna","Isla","Grace","B. Anna","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Elena < Grace < Isla < Anna (with Isla in the middle). So Anna is tallest.","published"
"96","Anna says: Grace always lies. Grace says: Anna always lies. Exactly one of them is a liar by nature. Who tells the truth?","Grace","Both lie","Anna","Both tell the truth","C. Anna","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Grace, making Anna the truth-teller.","published"
"97","Anna says: Clara always lies. Clara says: Anna always lies. Exactly one of them is a liar by nature. Who tells the truth?","Clara","Both lie","Both tell the truth","Anna","D. Anna","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Clara, making Anna the truth-teller.","published"
"98","Felix says: Jonas always lies. Jonas says: Felix always lies. Exactly one of them is a liar by nature. Who tells the truth?","Felix","Both lie","Both tell the truth","Jonas","A. Felix","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Jonas, making Felix the truth-teller.","published"
"99","Anna is shorter than Jonas. Clara is shorter than Anna. Grace is between Anna and Jonas in height. Who is the tallest?","Grace","Jonas","Clara","Anna","B. Jonas","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: Clara < Anna < Grace < Jonas (with Grace in the middle). So Jonas is tallest.","published"
"100","Isla says: Felix always lies. Felix says: Isla always lies. Exactly one of them is a liar by nature. Who tells the truth?","Both tell the truth","Felix","Isla","Both lie","C. Isla","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Felix, making Isla the truth-teller.","published"
"101","Ben does not live in the blue house or the red house. David lives in the red house. Where does Ben live?","the blue house","the green house","the red house","Next to David","B. the green house","medium","Logic Puzzles","Eliminate the impossible houses.","Ben cannot live in the blue house or the red house, so Ben lives in the green house.","published"
"102","Ben is slower than Jonas. David is slower than Ben. Henry is between Ben and Jonas in speed. Who is the fastest?","Ben","David","Henry","Jonas","D. Jonas","hard","Logic Puzzles","Sketch the order, then slot in the middle one.","From the clues: David < Ben < Henry < Jonas (with Henry in the middle). So Jonas is fastest.","published"
"103","Henry says: Isla always lies. Isla says: Henry always lies. Exactly one of them is a liar by nature. Who tells the truth?","Henry","Both lie","Isla","Both tell the truth","A. Henry","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Isla, making Henry the truth-teller.","published"
"104","Anna is shorter than Felix.  Felix is shorter than David.  David is shorter than Grace. Who is the tallest?","Felix","Anna","Grace","David","C. Grace","medium","Logic Puzzles","Line the comparisons up in a chain.","Ordering from shorter to greatest: Anna < Felix < David < Grace. So Grace is the tallest.","published"
"105","David says: Henry always lies. Henry says: David always lies. Exactly one of them is a liar by nature. Who tells the truth?","Both lie","David","Both tell the truth","Henry","B. David","hard","Logic Puzzles","Assume one lies and test both cases.","They contradict each other, so exactly one lies — and it must be Henry, making David the truth-teller.","published"
