# Category: Everyday Objects

#,question,optionA,optionB,optionC,optionD,answer,level,subject,hint,explanation,status
"11","Two clues and one name: I fold flat against the wall. Also: Hot irons slide across my cover. Can you name me?","an ironing board","a rack","a shelf","a table","A. an ironing board","medium","Household Items","Wrinkles fear my heat.","Ironing boards hold clothes flat while irons press them.","published"
"12","Guess who: i fold flat against the wall, and hot irons slide across my cover. Who or what am I?","a rack","an ironing board","a table","a shelf","B. an ironing board","easy","Household Items","Wrinkles fear my heat.","Ironing boards hold clothes flat while irons press them.","published"
"13","I am not saying my name yet: Bakers trust my markings, and I hold exact amounts. What am I?","a measuring cup","a bowl","a spoon","a mug","A. a measuring cup","easy","Household Items","Level off the top.","A measuring cup measures flour and liquids for recipes.","published"
"14","Riddle me this: bakers trust my markings — and i hold exact amounts. What am I?","a measuring cup","a spoon","a mug","a bowl","A. a measuring cup","medium","Household Items","Level off the top.","A measuring cup measures flour and liquids for recipes.","published"
"15","Two clues and one name: Bakers trust my markings. Also: I hold exact amounts. Can you name me?","a measuring cup","a mug","a spoon","a bowl","A. a measuring cup","medium","Household Items","Level off the top.","A measuring cup measures flour and liquids for recipes.","published"
"16","Guess who: bakers trust my markings, and i hold exact amounts. Who or what am I?","a bowl","a measuring cup","a spoon","a mug","B. a measuring cup","medium","Household Items","Level off the top.","A measuring cup measures flour and liquids for recipes.","published"
"17","I am not saying my name yet: Wet umbrellas rest inside me, and I live beside the front door. What am I?","a bin","an umbrella stand","a coat rack","a bucket","B. an umbrella stand","medium","Household Items","Dripping guests park here.","An umbrella stand holds wet umbrellas by the door.","published"
"18","Riddle me this: wet umbrellas rest inside me — and i live beside the front door. What am I?","an umbrella stand","a coat rack","a bin","a bucket","A. an umbrella stand","easy","Household Items","Dripping guests park here.","An umbrella stand holds wet umbrellas by the door.","published"
"19","Two clues and one name: Wet umbrellas rest inside me. Also: I live beside the front door. Can you name me?","an umbrella stand","a bin","a bucket","a coat rack","A. an umbrella stand","easy","Household Items","Dripping guests park here.","An umbrella stand holds wet umbrellas by the door.","published"
"20","Guess who: wet umbrellas rest inside me, and i live beside the front door. Who or what am I?","an umbrella stand","a bucket","a bin","a coat rack","A. an umbrella stand","easy","Household Items","Dripping guests park here.","An umbrella stand holds wet umbrellas by the door.","published"
"21","I am not saying my name yet: Hammers and screwdrivers sleep in me, and I clank when carried. What am I?","a shelf","a backpack","a toolbox","a kitchen drawer","C. a toolbox","hard","Household Items","Fix-it things live here.","A toolbox stores hammers, screws, and repair tools.","published"
"22","Riddle me this: hammers and screwdrivers sleep in me — and i clank when carried. What am I?","a toolbox","a shelf","a kitchen drawer","a backpack","A. a toolbox","medium","Household Items","Fix-it things live here.","A toolbox stores hammers, screws, and repair tools.","published"
"23","Two clues and one name: Hammers and screwdrivers sleep in me. Also: I clank when carried. Can you name me?","a toolbox","a shelf","a kitchen drawer","a backpack","A. a toolbox","easy","Household Items","Fix-it things live here.","A toolbox stores hammers, screws, and repair tools.","published"
"24","Guess who: hammers and screwdrivers sleep in me, and i clank when carried. Who or what am I?","a toolbox","a kitchen drawer","a backpack","a shelf","A. a toolbox","medium","Household Items","Fix-it things live here.","A toolbox stores hammers, screws, and repair tools.","published"
"25","I am not saying my name yet: I sparkle on grass at dawn, and I vanish when the sun arrives. What am I?","a dew drop","a puddle","a raindrop","a frost patch","A. a dew drop","easy","Nature & Weather","The night leaves little jewels.","Dew forms overnight on grass and shines until the sun dries it.","published"
"26","Riddle me this: i sparkle on grass at dawn — and i vanish when the sun arrives. What am I?","a raindrop","a dew drop","a puddle","a frost patch","B. a dew drop","medium","Nature & Weather","The night leaves little jewels.","Dew forms overnight on grass and shines until the sun dries it.","published"
"27","Two clues and one name: I sparkle on grass at dawn. Also: I vanish when the sun arrives. Can you name me?","a dew drop","a puddle","a raindrop","a frost patch","A. a dew drop","easy","Nature & Weather","The night leaves little jewels.","Dew forms overnight on grass and shines until the sun dries it.","published"
"28","Guess who: i sparkle on grass at dawn, and i vanish when the sun arrives. Who or what am I?","a dew drop","a frost patch","a puddle","a raindrop","A. a dew drop","easy","Nature & Weather","The night leaves little jewels.","Dew forms overnight on grass and shines until the sun dries it.","published"
"29","I am not saying my name yet: I run to the sea without legs, and Fish travel inside me. What am I?","a river","a road","a lake","a stream","A. a river","easy","Nature & Weather","Always moving, never arriving.","Rivers flow constantly toward the ocean.","published"
"30","Riddle me this: i run to the sea without legs — and fish travel inside me. What am I?","a river","a stream","a road","a lake","A. a river","hard","Nature & Weather","Always moving, never arriving.","Rivers flow constantly toward the ocean.","published"
"31","Two clues and one name: I run to the sea without legs. Also: Fish travel inside me. Can you name me?","a river","a road","a lake","a stream","A. a river","medium","Nature & Weather","Always moving, never arriving.","Rivers flow constantly toward the ocean.","published"
"32","Guess who: i run to the sea without legs, and fish travel inside me. Who or what am I?","a river","a road","a lake","a stream","A. a river","easy","Nature & Weather","Always moving, never arriving.","Rivers flow constantly toward the ocean.","published"
"33","I am not saying my name yet: I rise on fire-warmed air, and I drift where the wind allows. What am I?","a blimp","a hot air balloon","a parachute","a kite","B. a hot air balloon","easy","Nature & Weather","Look up at the colorful giant.","Hot air balloons float by heating the air inside.","published"
"34","Riddle me this: i rise on fire-warmed air — and i drift where the wind allows. What am I?","a hot air balloon","a kite","a blimp","a parachute","A. a hot air balloon","easy","Nature & Weather","Look up at the colorful giant.","Hot air balloons float by heating the air inside.","published"
"35","Two clues and one name: I rise on fire-warmed air. Also: I drift where the wind allows. Can you name me?","a hot air balloon","a parachute","a blimp","a kite","A. a hot air balloon","easy","Nature & Weather","Look up at the colorful giant.","Hot air balloons float by heating the air inside.","published"
"36","Guess who: i rise on fire-warmed air, and i drift where the wind allows. Who or what am I?","a kite","a hot air balloon","a parachute","a blimp","B. a hot air balloon","easy","Nature & Weather","Look up at the colorful giant.","Hot air balloons float by heating the air inside.","published"
"37","I am not saying my name yet: Wet shirts dance on my line, and Sunshine dries what I hold. What am I?","a curtain rod","a clothesline","a dryer","a fence","B. a clothesline","easy","Household Items","Pegs and a breeze do the rest.","Clotheslines hold wet laundry so the sun can dry it.","published"
"38","Riddle me this: wet shirts dance on my line — and sunshine dries what I hold. What am I?","a dryer","a clothesline","a curtain rod","a fence","B. a clothesline","easy","Household Items","Pegs and a breeze do the rest.","Clotheslines hold wet laundry so the sun can dry it.","published"
"39","Two clues and one name: Wet shirts dance on my line. Also: Sunshine dries what I hold. Can you name me?","a clothesline","a fence","a curtain rod","a dryer","A. a clothesline","medium","Household Items","Pegs and a breeze do the rest.","Clotheslines hold wet laundry so the sun can dry it.","published"
"40","Guess who: wet shirts dance on my line, and sunshine dries what I hold. Who or what am I?","a clothesline","a fence","a curtain rod","a dryer","A. a clothesline","hard","Household Items","Pegs and a breeze do the rest.","Clotheslines hold wet laundry so the sun can dry it.","published"
"41","I am not saying my name yet: I am small, rubber, and firm, and I keep the door from slamming. What am I?","a wedge","a door stopper","a lock","a hook","B. a door stopper","medium","Household Items","Doors lean on me politely.","Door stoppers wedge doors open so they cannot slam.","published"
"42","Riddle me this: i am small, rubber, and firm — and i keep the door from slamming. What am I?","a hook","a door stopper","a wedge","a lock","B. a door stopper","easy","Household Items","Doors lean on me politely.","Door stoppers wedge doors open so they cannot slam.","published"
"43","Two clues and one name: I am small, rubber, and firm. Also: I keep the door from slamming. Can you name me?","a door stopper","a wedge","a hook","a lock","A. a door stopper","medium","Household Items","Doors lean on me politely.","Door stoppers wedge doors open so they cannot slam.","published"
"44","Guess who: i am small, rubber, and firm, and i keep the door from slamming. Who or what am I?","a lock","a door stopper","a wedge","a hook","B. a door stopper","easy","Household Items","Doors lean on me politely.","Door stoppers wedge doors open so they cannot slam.","published"
"45","I am not saying my name yet: I unlock metal dinners, and My wheel bites the tin lid. What am I?","a can opener","a screwdriver","a key","a knife","A. a can opener","medium","Food & Kitchen","Dinner in a tin, opened safely.","Can openers cut tin lids open safely.","published"
"46","Riddle me this: i unlock metal dinners — and my wheel bites the tin lid. What am I?","a can opener","a knife","a screwdriver","a key","A. a can opener","medium","Food & Kitchen","Dinner in a tin, opened safely.","Can openers cut tin lids open safely.","published"
"47","Two clues and one name: I unlock metal dinners. Also: My wheel bites the tin lid. Can you name me?","a can opener","a key","a screwdriver","a knife","A. a can opener","medium","Food & Kitchen","Dinner in a tin, opened safely.","Can openers cut tin lids open safely.","published"
"48","Guess who: i unlock metal dinners, and my wheel bites the tin lid. Who or what am I?","a knife","a can opener","a key","a screwdriver","B. a can opener","easy","Food & Kitchen","Dinner in a tin, opened safely.","Can openers cut tin lids open safely.","published"
"49","I am not saying my name yet: Fruit lives inside my glass, and Spread me on morning toast. What am I?","a jam jar","a pickle jar","a honey pot","a bottle","A. a jam jar","easy","Food & Kitchen","Sweet, sticky, spreadable.","Jam jars preserve sweet crushed fruit for toast.","published"
"50","Riddle me this: fruit lives inside my glass — and spread me on morning toast. What am I?","a jam jar","a pickle jar","a bottle","a honey pot","A. a jam jar","medium","Food & Kitchen","Sweet, sticky, spreadable.","Jam jars preserve sweet crushed fruit for toast.","published"
"51","Two clues and one name: Fruit lives inside my glass. Also: Spread me on morning toast. Can you name me?","a pickle jar","a honey pot","a jam jar","a bottle","C. a jam jar","hard","Food & Kitchen","Sweet, sticky, spreadable.","Jam jars preserve sweet crushed fruit for toast.","published"
"52","Guess who: fruit lives inside my glass, and spread me on morning toast. Who or what am I?","a bottle","a jam jar","a honey pot","a pickle jar","B. a jam jar","easy","Food & Kitchen","Sweet, sticky, spreadable.","Jam jars preserve sweet crushed fruit for toast.","published"
"53","I am not saying my name yet: Tiny white crystals live in me, and Shake me over dinner. What am I?","a salt cellar","a pepper mill","a bowl","a jar","A. a salt cellar","medium","Food & Kitchen","Season with a sprinkle.","Salt cellars keep table salt ready for pinching.","published"
"54","Riddle me this: tiny white crystals live in me — and shake me over dinner. What am I?","a salt cellar","a pepper mill","a jar","a bowl","A. a salt cellar","easy","Food & Kitchen","Season with a sprinkle.","Salt cellars keep table salt ready for pinching.","published"
"55","Two clues and one name: Tiny white crystals live in me. Also: Shake me over dinner. Can you name me?","a salt cellar","a bowl","a pepper mill","a jar","A. a salt cellar","easy","Food & Kitchen","Season with a sprinkle.","Salt cellars keep table salt ready for pinching.","published"
"56","Guess who: tiny white crystals live in me, and shake me over dinner. Who or what am I?","a salt cellar","a jar","a pepper mill","a bowl","A. a salt cellar","medium","Food & Kitchen","Season with a sprinkle.","Salt cellars keep table salt ready for pinching.","published"
"57","I am not saying my name yet: I float and change shape all day, and I carry rain until I am heavy. What am I?","a cloud","a balloon","a fog bank","a pillow","A. a cloud","easy","Nature & Weather","Fluffy, gray, or white.","Clouds drift overhead, changing shape and releasing rain.","published"
"58","Riddle me this: i float and change shape all day — and i carry rain until I am heavy. What am I?","a cloud","a pillow","a fog bank","a balloon","A. a cloud","hard","Nature & Weather","Fluffy, gray, or white.","Clouds drift overhead, changing shape and releasing rain.","published"
"59","Two clues and one name: I float and change shape all day. Also: I carry rain until I am heavy. Can you name me?","a balloon","a cloud","a pillow","a fog bank","B. a cloud","hard","Nature & Weather","Fluffy, gray, or white.","Clouds drift overhead, changing shape and releasing rain.","published"
"60","Guess who: i float and change shape all day, and i carry rain until I am heavy. Who or what am I?","a cloud","a fog bank","a pillow","a balloon","A. a cloud","easy","Nature & Weather","Fluffy, gray, or white.","Clouds drift overhead, changing shape and releasing rain.","published"
"61","I am not saying my name yet: I sing a short song when pressed, and Visitors use me instead of knocking. What am I?","a doorbell","a horn","a chime","a phone","A. a doorbell","medium","Household Items","Ding-dong means company.","A doorbell rings inside the house when visitors press it.","published"
"62","Riddle me this: i sing a short song when pressed — and visitors use me instead of knocking. What am I?","a phone","a chime","a doorbell","a horn","C. a doorbell","hard","Household Items","Ding-dong means company.","A doorbell rings inside the house when visitors press it.","published"
"63","Two clues and one name: I sing a short song when pressed. Also: Visitors use me instead of knocking. Can you name me?","a horn","a doorbell","a chime","a phone","B. a doorbell","medium","Household Items","Ding-dong means company.","A doorbell rings inside the house when visitors press it.","published"
"64","Guess who: i sing a short song when pressed, and visitors use me instead of knocking. Who or what am I?","a doorbell","a chime","a horn","a phone","A. a doorbell","easy","Household Items","Ding-dong means company.","A doorbell rings inside the house when visitors press it.","published"
"65","I am not saying my name yet: Bananas and apples rest inside me, and I sit in the middle of the table. What am I?","a shelf","a fruit bowl","a basket","a fridge","B. a fruit bowl","easy","Food & Kitchen","The healthy snack station.","Fruit bowls keep fresh fruit handy on the table.","published"
"66","Riddle me this: bananas and apples rest inside me — and i sit in the middle of the table. What am I?","a fridge","a shelf","a fruit bowl","a basket","C. a fruit bowl","hard","Food & Kitchen","The healthy snack station.","Fruit bowls keep fresh fruit handy on the table.","published"
"67","Two clues and one name: Bananas and apples rest inside me. Also: I sit in the middle of the table. Can you name me?","a basket","a fridge","a fruit bowl","a shelf","C. a fruit bowl","hard","Food & Kitchen","The healthy snack station.","Fruit bowls keep fresh fruit handy on the table.","published"
"68","Guess who: bananas and apples rest inside me, and i sit in the middle of the table. Who or what am I?","a fruit bowl","a shelf","a basket","a fridge","A. a fruit bowl","medium","Food & Kitchen","The healthy snack station.","Fruit bowls keep fresh fruit handy on the table.","published"
"69","I am not saying my name yet: I am tall, gray, and rumbling, and Lightning escapes my belly. What am I?","a thundercloud","a fog","a breeze","a rainbow","A. a thundercloud","medium","Nature & Weather","The storm's headquarters.","Thunderclouds store rain and lightning until storms break.","published"
"70","Riddle me this: i am tall, gray, and rumbling — and lightning escapes my belly. What am I?","a thundercloud","a rainbow","a breeze","a fog","A. a thundercloud","medium","Nature & Weather","The storm's headquarters.","Thunderclouds store rain and lightning until storms break.","published"
"71","Two clues and one name: I am tall, gray, and rumbling. Also: Lightning escapes my belly. Can you name me?","a fog","a rainbow","a thundercloud","a breeze","C. a thundercloud","hard","Nature & Weather","The storm's headquarters.","Thunderclouds store rain and lightning until storms break.","published"
"72","Guess who: i am tall, gray, and rumbling, and lightning escapes my belly. Who or what am I?","a breeze","a thundercloud","a fog","a rainbow","B. a thundercloud","easy","Nature & Weather","The storm's headquarters.","Thunderclouds store rain and lightning until storms break.","published"
"73","I am not saying my name yet: I am wind in a hurry, and I snatch hats and papers. What am I?","a gust of wind","a breeze","a storm","a whisper","A. a gust of wind","easy","Nature & Weather","Hold on to your hat.","A gust is a sudden burst of moving air.","published"
"74","Riddle me this: i am wind in a hurry — and i snatch hats and papers. What am I?","a gust of wind","a storm","a whisper","a breeze","A. a gust of wind","easy","Nature & Weather","Hold on to your hat.","A gust is a sudden burst of moving air.","published"
"75","Two clues and one name: I am wind in a hurry. Also: I snatch hats and papers. Can you name me?","a gust of wind","a whisper","a storm","a breeze","A. a gust of wind","hard","Nature & Weather","Hold on to your hat.","A gust is a sudden burst of moving air.","published"
"76","Guess who: i am wind in a hurry, and i snatch hats and papers. Who or what am I?","a gust of wind","a storm","a whisper","a breeze","A. a gust of wind","easy","Nature & Weather","Hold on to your hat.","A gust is a sudden burst of moving air.","published"
"77","I am not saying my name yet: Tiny jars of flavor line my shelves, and Cinnamon and cumin sleep here. What am I?","a drawer","a spice rack","a box","a cupboard","B. a spice rack","medium","Food & Kitchen","Little jars, big aromas.","Spice racks organize jars of seasoning.","published"
"78","Riddle me this: tiny jars of flavor line my shelves — and cinnamon and cumin sleep here. What am I?","a spice rack","a cupboard","a box","a drawer","A. a spice rack","medium","Food & Kitchen","Little jars, big aromas.","Spice racks organize jars of seasoning.","published"
"79","Two clues and one name: Tiny jars of flavor line my shelves. Also: Cinnamon and cumin sleep here. Can you name me?","a spice rack","a box","a cupboard","a drawer","A. a spice rack","medium","Food & Kitchen","Little jars, big aromas.","Spice racks organize jars of seasoning.","published"
"80","Guess who: tiny jars of flavor line my shelves, and cinnamon and cumin sleep here. Who or what am I?","a box","a spice rack","a drawer","a cupboard","B. a spice rack","easy","Food & Kitchen","Little jars, big aromas.","Spice racks organize jars of seasoning.","published"
"81","I am not saying my name yet: I sizzle breakfast every morning, and Eggs slide across my flat face. What am I?","a frying pan","a pot","a wok","a tray","A. a frying pan","easy","Food & Kitchen","Hot surface, happy breakfast.","Frying pans sizzle eggs and bacon over the flame.","published"
"82","Riddle me this: i sizzle breakfast every morning — and eggs slide across my flat face. What am I?","a tray","a pot","a frying pan","a wok","C. a frying pan","hard","Food & Kitchen","Hot surface, happy breakfast.","Frying pans sizzle eggs and bacon over the flame.","published"
"83","Two clues and one name: I sizzle breakfast every morning. Also: Eggs slide across my flat face. Can you name me?","a wok","a tray","a frying pan","a pot","C. a frying pan","hard","Food & Kitchen","Hot surface, happy breakfast.","Frying pans sizzle eggs and bacon over the flame.","published"
"84","Guess who: i sizzle breakfast every morning, and eggs slide across my flat face. Who or what am I?","a frying pan","a tray","a pot","a wok","A. a frying pan","easy","Food & Kitchen","Hot surface, happy breakfast.","Frying pans sizzle eggs and bacon over the flame.","published"
"85","I am not saying my name yet: I twirl to the ground in autumn, and I was green all summer. What am I?","a falling leaf","a snowflake","a feather","a petal","A. a falling leaf","medium","Nature & Weather","Autumn's slow spinner.","Fallen leaves let trees rest through the cold months.","published"
"86","Riddle me this: i twirl to the ground in autumn — and i was green all summer. What am I?","a falling leaf","a petal","a snowflake","a feather","A. a falling leaf","easy","Nature & Weather","Autumn's slow spinner.","Fallen leaves let trees rest through the cold months.","published"
"87","Two clues and one name: I twirl to the ground in autumn. Also: I was green all summer. Can you name me?","a petal","a falling leaf","a feather","a snowflake","B. a falling leaf","medium","Nature & Weather","Autumn's slow spinner.","Fallen leaves let trees rest through the cold months.","published"
"88","Guess who: i twirl to the ground in autumn, and i was green all summer. Who or what am I?","a falling leaf","a feather","a snowflake","a petal","A. a falling leaf","medium","Nature & Weather","Autumn's slow spinner.","Fallen leaves let trees rest through the cold months.","published"
"89","I am not saying my name yet: I eat crumbs with a loud hum, and I glide across carpets. What am I?","a vacuum","a mop","a duster","a broom","A. a vacuum","medium","Household Items","Loud suction, clean floors.","Vacuums suck dust from floors with motor power.","published"
"90","Riddle me this: i eat crumbs with a loud hum — and i glide across carpets. What am I?","a duster","a vacuum","a mop","a broom","B. a vacuum","easy","Household Items","Loud suction, clean floors.","Vacuums suck dust from floors with motor power.","published"
"91","Two clues and one name: I eat crumbs with a loud hum. Also: I glide across carpets. Can you name me?","a broom","a vacuum","a duster","a mop","B. a vacuum","easy","Household Items","Loud suction, clean floors.","Vacuums suck dust from floors with motor power.","published"
"92","Guess who: i eat crumbs with a loud hum, and i glide across carpets. Who or what am I?","a duster","a vacuum","a mop","a broom","B. a vacuum","medium","Household Items","Loud suction, clean floors.","Vacuums suck dust from floors with motor power.","published"
"93","I am not saying my name yet: I dust flour off counters, and Small bristles, small sweeps. What am I?","a whisk broom","a brush","a towel","a sponge","A. a whisk broom","easy","Food & Kitchen","The baker's little sweeper.","Whisk brooms brush flour from benches and pastry.","published"
"94","Riddle me this: i dust flour off counters — and small bristles, small sweeps. What am I?","a towel","a whisk broom","a brush","a sponge","B. a whisk broom","easy","Food & Kitchen","The baker's little sweeper.","Whisk brooms brush flour from benches and pastry.","published"
"95","Two clues and one name: I dust flour off counters. Also: Small bristles, small sweeps. Can you name me?","a whisk broom","a sponge","a towel","a brush","A. a whisk broom","easy","Food & Kitchen","The baker's little sweeper.","Whisk brooms brush flour from benches and pastry.","published"
"96","Guess who: i dust flour off counters, and small bristles, small sweeps. Who or what am I?","a sponge","a whisk broom","a towel","a brush","B. a whisk broom","medium","Food & Kitchen","The baker's little sweeper.","Whisk brooms brush flour from benches and pastry.","published"
"97","I am not saying my name yet: I smooth wrinkles with heat, and I slide across shirts. What am I?","an iron","a brush","a dryer","a steamer","A. an iron","easy","Household Items","Steam and press, no creases.","An iron presses clothes flat with heated smooth plates.","published"
"98","Riddle me this: i smooth wrinkles with heat — and i slide across shirts. What am I?","an iron","a dryer","a brush","a steamer","A. an iron","easy","Household Items","Steam and press, no creases.","An iron presses clothes flat with heated smooth plates.","published"
"99","Two clues and one name: I smooth wrinkles with heat. Also: I slide across shirts. Can you name me?","an iron","a steamer","a brush","a dryer","A. an iron","medium","Household Items","Steam and press, no creases.","An iron presses clothes flat with heated smooth plates.","published"
"100","Guess who: i smooth wrinkles with heat, and i slide across shirts. Who or what am I?","an iron","a steamer","a dryer","a brush","A. an iron","medium","Household Items","Steam and press, no creases.","An iron presses clothes flat with heated smooth plates.","published"
"101","I am not saying my name yet: I ease heels into shoes, and I am smooth and slightly curved. What am I?","a shoe horn","a spoon? eh","a clip","a brush","A. a shoe horn","easy","Household Items","Slide the heel, no crushing.","Shoe horns guide heels into shoes without bending them.","published"
"102","Riddle me this: i ease heels into shoes — and i am smooth and slightly curved. What am I?","a brush","a shoe horn","a clip","a spoon? eh","B. a shoe horn","medium","Household Items","Slide the heel, no crushing.","Shoe horns guide heels into shoes without bending them.","published"
"103","Two clues and one name: I ease heels into shoes. Also: I am smooth and slightly curved. Can you name me?","a shoe horn","a clip","a brush","a spoon? eh","A. a shoe horn","medium","Household Items","Slide the heel, no crushing.","Shoe horns guide heels into shoes without bending them.","published"
"104","Guess who: i ease heels into shoes, and i am smooth and slightly curved. Who or what am I?","a shoe horn","a clip","a spoon? eh","a brush","A. a shoe horn","hard","Household Items","Slide the heel, no crushing.","Shoe horns guide heels into shoes without bending them.","published"
"105","I am not saying my name yet: I hum warm through winter rooms, and I have fins and a valve. What am I?","a radiator","a heater","an oven","a fire","A. a radiator","medium","Household Items","Warmth rises from my ribs.","Radiators pump hot water through fins to warm rooms.","published"
"106","Riddle me this: i hum warm through winter rooms — and i have fins and a valve. What am I?","a radiator","a heater","a fire","an oven","A. a radiator","medium","Household Items","Warmth rises from my ribs.","Radiators pump hot water through fins to warm rooms.","published"
"107","Two clues and one name: I hum warm through winter rooms. Also: I have fins and a valve. Can you name me?","a fire","a radiator","an oven","a heater","B. a radiator","medium","Household Items","Warmth rises from my ribs.","Radiators pump hot water through fins to warm rooms.","published"
"108","Guess who: i hum warm through winter rooms, and i have fins and a valve. Who or what am I?","a heater","a radiator","an oven","a fire","B. a radiator","easy","Household Items","Warmth rises from my ribs.","Radiators pump hot water through fins to warm rooms.","published"
"109","I am not saying my name yet: I sweep corners clean, and I have bristles and a long handle. What am I?","a rake","a broom","a brush","a mop","B. a broom","medium","Household Items","Follow the crumbs.","A broom sweeps dust and crumbs with its bristles.","published"
"110","Riddle me this: i sweep corners clean — and i have bristles and a long handle. What am I?","a brush","a rake","a broom","a mop","C. a broom","hard","Household Items","Follow the crumbs.","A broom sweeps dust and crumbs with its bristles.","published"
"111","Two clues and one name: I sweep corners clean. Also: I have bristles and a long handle. Can you name me?","a broom","a mop","a rake","a brush","A. a broom","medium","Household Items","Follow the crumbs.","A broom sweeps dust and crumbs with its bristles.","published"
"112","Guess who: i sweep corners clean, and i have bristles and a long handle. Who or what am I?","a rake","a broom","a mop","a brush","B. a broom","easy","Household Items","Follow the crumbs.","A broom sweeps dust and crumbs with its bristles.","published"
"113","I am not saying my name yet: I hold something golden and sweet, and Bees made everything inside me. What am I?","a honey jar","a jam jar","a sugar bowl","a syrup bottle","A. a honey jar","medium","Food & Kitchen","Golden, sticky, from the hive.","Honey jars store the sweet syrup bees make.","published"
"114","Riddle me this: i hold something golden and sweet — and bees made everything inside me. What am I?","a honey jar","a jam jar","a syrup bottle","a sugar bowl","A. a honey jar","medium","Food & Kitchen","Golden, sticky, from the hive.","Honey jars store the sweet syrup bees make.","published"
"115","Two clues and one name: I hold something golden and sweet. Also: Bees made everything inside me. Can you name me?","a honey jar","a jam jar","a sugar bowl","a syrup bottle","A. a honey jar","easy","Food & Kitchen","Golden, sticky, from the hive.","Honey jars store the sweet syrup bees make.","published"
"116","Guess who: i hold something golden and sweet, and bees made everything inside me. Who or what am I?","a syrup bottle","a honey jar","a sugar bowl","a jam jar","B. a honey jar","easy","Food & Kitchen","Golden, sticky, from the hive.","Honey jars store the sweet syrup bees make.","published"
"117","I am not saying my name yet: I spin like a tiny helicopter, and I twirl down from tall trees. What am I?","a maple seed","an acorn","a pinecone","a leaf","A. a maple seed","easy","Nature & Weather","Nature's propeller.","Maple seeds whirl as they fall, flying far from the tree.","published"
"118","Riddle me this: i spin like a tiny helicopter — and i twirl down from tall trees. What am I?","a leaf","a maple seed","a pinecone","an acorn","B. a maple seed","medium","Nature & Weather","Nature's propeller.","Maple seeds whirl as they fall, flying far from the tree.","published"
"119","Two clues and one name: I spin like a tiny helicopter. Also: I twirl down from tall trees. Can you name me?","a pinecone","a maple seed","a leaf","an acorn","B. a maple seed","medium","Nature & Weather","Nature's propeller.","Maple seeds whirl as they fall, flying far from the tree.","published"
"120","Guess who: i spin like a tiny helicopter, and i twirl down from tall trees. Who or what am I?","a pinecone","a maple seed","a leaf","an acorn","B. a maple seed","easy","Nature & Weather","Nature's propeller.","Maple seeds whirl as they fall, flying far from the tree.","published"
"121","I am not saying my name yet: I pinch wet clothes onto the line, and I am springy and small. What am I?","a hook","a laundry peg","a pin","a clip","B. a laundry peg","medium","Household Items","Squeeze me open, clip me shut.","Pegs grip laundry to lines so wind cannot steal it.","published"
"122","Riddle me this: i pinch wet clothes onto the line — and i am springy and small. What am I?","a hook","a laundry peg","a pin","a clip","B. a laundry peg","medium","Household Items","Squeeze me open, clip me shut.","Pegs grip laundry to lines so wind cannot steal it.","published"
