# Category: Trick Questions

"#","question","optionA","optionB","optionC","optionD","answer","level","subject","hint","explanation","status"
"127","A baker packs 54 bagels equally into 9 baskets. How many bagels per basket?","7","6","45","9","B. 6","easy","Common-Sense Traps","Divide the total by the baskets.","54 divided by 9 is 6.","published"
"128","A baker packs 8 bagels equally into 4 baskets. How many bagels per basket?","2","4","5","3","A. 2","easy","Common-Sense Traps","Divide the total by the baskets.","8 divided by 4 is 2.","published"
"129","A baker packs 9 muffins equally into 3 baskets. How many muffins per basket?","17","3","4","6","B. 3","easy","Common-Sense Traps","Divide the total by the baskets.","9 divided by 3 is 3.","published"
"130","A baker packs 32 marbles equally into 8 baskets. How many marbles per basket?","24","4","8","5","B. 4","easy","Common-Sense Traps","Divide the total by the baskets.","32 divided by 8 is 4.","published"
"131","A baker packs 15 buns equally into 3 baskets. How many buns per basket?","5","6","12","3","A. 5","easy","Common-Sense Traps","Divide the total by the baskets.","15 divided by 3 is 5.","published"
"132","A baker packs 25 oranges equally into 5 baskets. How many oranges per basket?","5","6","8","20","A. 5","easy","Common-Sense Traps","Divide the total by the baskets.","25 divided by 5 is 5.","published"
"133","A baker packs 48 muffins equally into 8 baskets. How many muffins per basket?","7","6","40","8","B. 6","easy","Common-Sense Traps","Divide the total by the baskets.","48 divided by 8 is 6.","published"
"134","A baker packs 21 oranges equally into 7 baskets. How many oranges per basket?","14","3","4","7","B. 3","easy","Common-Sense Traps","Divide the total by the baskets.","21 divided by 7 is 3.","published"
"135","A baker packs 48 oranges equally into 8 baskets. How many oranges per basket?","6","40","7","8","A. 6","easy","Common-Sense Traps","Divide the total by the baskets.","48 divided by 8 is 6.","published"
"136","A baker packs 28 marbles equally into 7 baskets. How many marbles per basket?","21","4","7","5","B. 4","easy","Common-Sense Traps","Divide the total by the baskets.","28 divided by 7 is 4.","published"
"137","A baker packs 14 crayons equally into 7 baskets. How many crayons per basket?","2","5","7","3","A. 2","easy","Common-Sense Traps","Divide the total by the baskets.","14 divided by 7 is 2.","published"
"138","A baker packs 24 buns equally into 6 baskets. How many buns per basket?","4","5","6","18","A. 4","easy","Common-Sense Traps","Divide the total by the baskets.","24 divided by 6 is 4.","published"
"139","A baker packs 12 cookies equally into 3 baskets. How many cookies per basket?","9","4","3","5","B. 4","easy","Common-Sense Traps","Divide the total by the baskets.","12 divided by 3 is 4.","published"
"140","A baker packs 30 oranges equally into 6 baskets. How many oranges per basket?","5","6","8","24","A. 5","easy","Common-Sense Traps","Divide the total by the baskets.","30 divided by 6 is 5.","published"
"141","A baker packs 36 apples equally into 9 baskets. How many apples per basket?","4","27","5","9","A. 4","easy","Common-Sense Traps","Divide the total by the baskets.","36 divided by 9 is 4.","published"
"142","A baker packs 10 apples equally into 5 baskets. How many apples per basket?","5","2","3","16","B. 2","easy","Common-Sense Traps","Divide the total by the baskets.","10 divided by 5 is 2.","published"
"143","A baker packs 12 bagels equally into 4 baskets. How many bagels per basket?","8","3","6","4","B. 3","easy","Common-Sense Traps","Divide the total by the baskets.","12 divided by 4 is 3.","published"
"144","A baker packs 21 buns equally into 7 baskets. How many buns per basket?","3","4","14","7","A. 3","easy","Common-Sense Traps","Divide the total by the baskets.","21 divided by 7 is 3.","published"
"145","A baker packs 8 oranges equally into 4 baskets. How many oranges per basket?","2","4","5","3","A. 2","easy","Common-Sense Traps","Divide the total by the baskets.","8 divided by 4 is 2.","published"
"146","A baker packs 36 crayons equally into 6 baskets. How many crayons per basket?","7","6","30","9","B. 6","easy","Common-Sense Traps","Divide the total by the baskets.","36 divided by 6 is 6.","published"
"147","A baker packs 8 marbles equally into 4 baskets. How many marbles per basket?","2","3","5","4","A. 2","easy","Common-Sense Traps","Divide the total by the baskets.","8 divided by 4 is 2.","published"
"148","A baker packs 15 apples equally into 5 baskets. How many apples per basket?","3","5","10","4","A. 3","easy","Common-Sense Traps","Divide the total by the baskets.","15 divided by 5 is 3.","published"
"149","A baker packs 30 bagels equally into 6 baskets. How many bagels per basket?","6","5","8","24","B. 5","easy","Common-Sense Traps","Divide the total by the baskets.","30 divided by 6 is 5.","published"
"150","A baker packs 12 muffins equally into 6 baskets. How many muffins per basket?","3","2","5","6","B. 2","easy","Common-Sense Traps","Divide the total by the baskets.","12 divided by 6 is 2.","published"
"151","A baker packs 14 muffins equally into 7 baskets. How many muffins per basket?","2","7","5","3","A. 2","easy","Common-Sense Traps","Divide the total by the baskets.","14 divided by 7 is 2.","published"
"152","A baker packs 30 apples equally into 6 baskets. How many apples per basket?","5","24","6","8","A. 5","easy","Common-Sense Traps","Divide the total by the baskets.","30 divided by 6 is 5.","published"
"153","A baker packs 10 buns equally into 5 baskets. How many buns per basket?","5","2","16","3","B. 2","easy","Common-Sense Traps","Divide the total by the baskets.","10 divided by 5 is 2.","published"
"154","A baker packs 21 marbles equally into 7 baskets. How many marbles per basket?","3","4","7","14","A. 3","easy","Common-Sense Traps","Divide the total by the baskets.","21 divided by 7 is 3.","published"
"155","A baker packs 48 marbles equally into 8 baskets. How many marbles per basket?","7","6","8","40","B. 6","easy","Common-Sense Traps","Divide the total by the baskets.","48 divided by 8 is 6.","published"
"156","A baker packs 15 muffins equally into 5 baskets. How many muffins per basket?","3","10","5","4","A. 3","easy","Common-Sense Traps","Divide the total by the baskets.","15 divided by 5 is 3.","published"
"157","Half of the 28 cupcakes on the tray are chocolate. How many are chocolate?","28","14","16","7","B. 14","easy","Common-Sense Traps","Half means divide by two.","28 divided by 2 is 14 chocolate cupcakes.","published"
"158","Half of the 16 cupcakes on the tray are chocolate. How many are chocolate?","4","8","16","10","B. 8","easy","Common-Sense Traps","Half means divide by two.","16 divided by 2 is 8 chocolate cupcakes.","published"
"159","Half of the 12 cupcakes on the tray are chocolate. How many are chocolate?","6","3","12","8","A. 6","easy","Common-Sense Traps","Half means divide by two.","12 divided by 2 is 6 chocolate cupcakes.","published"
"160","Half of the 20 cupcakes on the tray are chocolate. How many are chocolate?","12","10","5","20","B. 10","easy","Common-Sense Traps","Half means divide by two.","20 divided by 2 is 10 chocolate cupcakes.","published"
"161","Half of the 24 cupcakes on the tray are chocolate. How many are chocolate?","14","12","24","6","B. 12","easy","Common-Sense Traps","Half means divide by two.","24 divided by 2 is 12 chocolate cupcakes.","published"
"162","Half of the 36 cupcakes on the tray are chocolate. How many are chocolate?","18","20","9","36","A. 18","easy","Common-Sense Traps","Half means divide by two.","36 divided by 2 is 18 chocolate cupcakes.","published"
"163","True or false: do bulls charge at the color red?","No: bulls are red-green colorblind and react to movement","Yes, red enrages them","Only in sunlight","Only bright red","A. No: bulls are red-green colorblind and react to movement","medium","Common-Sense Traps","The cape's color does not matter.","Bulls react to the moving cape, not its color.","published"
"164","True or false: do goldfish really have a three-second memory?","No: they can remember for months","Only in small bowls","Yes, exactly three seconds","Only at night","A. No: they can remember for months","medium","Common-Sense Traps","Their memory beats the myth.","Goldfish learn routines and remember them for months.","published"
"165","True or false: is there no gravity in space?","There is microgravity everywhere astronauts go","Gravity flips in orbit","No gravity at all beyond the Moon","Gravity exists only on Earth","A. There is microgravity everywhere astronauts go","medium","Common-Sense Traps","Think about what keeps the station circling.","Orbiting stations are in free fall; gravity is only slightly weaker.","published"
"166","True or false: does shaving make hair grow back thicker?","No: it feels coarser but grows the same","Only on the face","Yes, always","Only in winter","A. No: it feels coarser but grows the same","medium","Common-Sense Traps","The tip changes, not the follicle.","Shaving blunts the tip; thickness and growth stay the same.","published"
"167","True or false: do we swallow eight spiders a year in our sleep?","No: that is an urban legend","Yes, exactly eight","Only if windows are open","Only in summer","A. No: that is an urban legend","medium","Common-Sense Traps","Spiders avoid sleeping giants.","The spider statistic was invented to show how myths spread.","published"
"168","True or false: does sugar make children hyperactive?","Only chocolate","Yes, always","No: studies find no link","Only at parties","C. No: studies find no link","medium","Common-Sense Traps","The excitement was doing the work.","Controlled studies show no hyperactivity link to sugar.","published"
