id	origLen	newLen	proposedQuestion	notes
6b205397-c358-47c1-86bd-52cdeda28508	392	212	A recipe book vanished at the school fete. Pearl was baking bread, Silas reading, Nora watering plants — only one lied. The oven is cold, the flowerbeds freshly watered, the librarian knows who read. Who took it?	Same deduction: the cold oven proves nobody baked, so the baking alibi is the lie (answer: Pearl). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
920e4564-c8fe-41e0-8c22-ddbce5e929c2	391	213	A lucky fishing rod vanished at the manor kitchen. Nora was watering plants, Felix baking bread, Oscar reading — only one lied. The reading room was closed all evening, the flowerbeds freshly watered. Who took it?	Same deduction: the reading room was closed all evening, so the reading-room alibi is the lie (answer: Oscar). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
b517a6a9-59ba-4511-9909-7d325f1497d2	391	202	A prize-winning pie vanished at the library annex. Ruby was watering plants, Oscar baking bread, Nora reading — only one lied. The flowerbeds are bone dry, and the librarian knows who read. Who took it?	Same deduction: the bone-dry flowerbeds prove nobody watered, so the watering alibi is the lie (answer: Ruby). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
b23944c3-4c63-46e4-8463-273e9eaabb5c	390	212	A prize-winning pie vanished at the village fair. Pearl was watering plants, Oscar baking bread, Hugo reading — only one lied. The reading room was closed all evening, the flowerbeds freshly watered. Who took it?	Same deduction: the reading room was closed all evening, so the reading-room alibi is the lie (answer: Hugo). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
8a9424ea-12a8-4301-b8d6-5103430f39c7	389	200	A prize-winning pie vanished at the harbor cafe. Hugo was baking bread, Nora reading, Pearl watering plants — only one lied. The flowerbeds are bone dry, and the librarian knows who read. Who took it?	Same deduction: the bone-dry flowerbeds prove nobody watered, so the watering alibi is the lie (answer: Pearl). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
b36836e9-772d-448d-8664-2fe795a57524	387	202	An antique violin vanished at the manor kitchen. Silas was watering plants, Pearl baking bread, Felix reading — only one lied. The flowerbeds are bone dry, and the librarian knows who read. Who took it?	Same deduction: the bone-dry flowerbeds prove nobody watered, so the watering alibi is the lie (answer: Silas). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
bf67bd8c-47ab-48e3-99e9-e8de1c3a9767	387	209	A lucky fishing rod vanished at the harbor cafe. Hugo was baking bread, Ivy reading, Silas watering plants — only one lied. The reading room was closed all evening, the flowerbeds freshly watered. Who took it?	Same deduction: the reading room was closed all evening, so the reading-room alibi is the lie (answer: Ivy). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
43f5d8b0-72eb-4d45-b71e-7e8f5f436f7b	387	209	A lucky fishing rod vanished at the school fete. Oscar was baking bread, Hugo reading, Ivy watering plants — only one lied. The reading room was closed all evening, the flowerbeds freshly watered. Who took it?	Same deduction: the reading room was closed all evening, so the reading-room alibi is the lie (answer: Hugo). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
16f9ffee-c9d9-433f-bad0-c2329ae137a6	387	209	A lucky fishing rod vanished at the school fete. Ruby was baking bread, Ivy reading, Felix watering plants — only one lied. The reading room was closed all evening, the flowerbeds freshly watered. Who took it?	Same deduction: the reading room was closed all evening, so the reading-room alibi is the lie (answer: Ivy). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
c33927ce-8ac9-4091-8871-0ad70f22605c	385	200	An antique violin vanished at the garden shed. Pearl was reading, Silas watering plants, Oscar baking bread — only one lied. The flowerbeds are bone dry, and the librarian knows who read. Who took it?	Same deduction: the bone-dry flowerbeds prove nobody watered, so the watering alibi is the lie (answer: Silas). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
9f49acaf-88b1-4411-aa12-491fde1c38f5	383	209	An antique violin vanished at the village fair. Oscar was reading, Hugo watering plants, Nora baking bread — only one lied. The reading room was closed all evening, the flowerbeds freshly watered. Who took it?	Same deduction: the reading room was closed all evening, so the reading-room alibi is the lie (answer: Oscar). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
8db91efe-8793-48f7-b18d-c6ee65aea7bf	383	198	A silver locket vanished at the manor kitchen. Nora was baking bread, Pearl reading, Hugo watering plants — only one lied. The flowerbeds are bone dry, and the librarian knows who read. Who took it?	Same deduction: the bone-dry flowerbeds prove nobody watered, so the watering alibi is the lie (answer: Hugo). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
ddf65d31-9352-4dfa-8a08-218833e775ea	383	198	A silver locket vanished at the school fete. Oscar was baking bread, Felix reading, Silas watering plants — only one lied. The flowerbeds are bone dry, and the librarian knows who read. Who took it?	Same deduction: the bone-dry flowerbeds prove nobody watered, so the watering alibi is the lie (answer: Silas). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
5e2270db-f35d-442a-a5e5-fbe14b2807df	383	209	A silver locket vanished at the library annex. Ruby was watering plants, Felix baking bread, Pearl reading — only one lied. The reading room was closed all evening, the flowerbeds freshly watered. Who took it?	Same deduction: the reading room was closed all evening, so the reading-room alibi is the lie (answer: Pearl). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
e162a263-de8a-4766-9cb4-dc8be0c4f1e1	383	198	A silver locket vanished at the village fair. Hugo was reading, Silas watering plants, Pearl baking bread — only one lied. The flowerbeds are bone dry, and the librarian knows who read. Who took it?	Same deduction: the bone-dry flowerbeds prove nobody watered, so the watering alibi is the lie (answer: Silas). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
6846f852-5a43-4c85-bc15-81863caf1b09	382	208	A garden trophy vanished at the manor kitchen. Nora was watering plants, Ruby baking bread, Felix reading — only one lied. The reading room was closed all evening, the flowerbeds freshly watered. Who took it?	Same deduction: the reading room was closed all evening, so the reading-room alibi is the lie (answer: Felix). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
233225c6-b8f9-4bcc-b0bf-e55f09ea2271	382	197	A garden trophy vanished at the school fete. Nora was watering plants, Felix baking bread, Silas reading — only one lied. The flowerbeds are bone dry, and the librarian knows who read. Who took it?	Same deduction: the bone-dry flowerbeds prove nobody watered, so the watering alibi is the lie (answer: Nora). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
9bb06874-6e5d-47ee-856d-9c905fb2a1b9	381	196	A silver locket vanished at the harbor cafe. Ruby was reading, Nora watering plants, Oscar baking bread — only one lied. The flowerbeds are bone dry, and the librarian knows who read. Who took it?	Same deduction: the bone-dry flowerbeds prove nobody watered, so the watering alibi is the lie (answer: Nora). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
40ee610e-5bfa-4d14-ab40-a8cec459a94b	380	206	A silver locket vanished at the garden shed. Oscar was reading, Ivy watering plants, Felix baking bread — only one lied. The reading room was closed all evening, the flowerbeds freshly watered. Who took it?	Same deduction: the reading room was closed all evening, so the reading-room alibi is the lie (answer: Oscar). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
9d771360-c05f-4cd6-abb5-ffbf748d4245	378	195	A recipe book vanished at the manor kitchen. Ruby was reading, Hugo watering plants, Nora baking bread — only one lied. The flowerbeds are bone dry, and the librarian knows who read. Who took it?	Same deduction: the bone-dry flowerbeds prove nobody watered, so the watering alibi is the lie (answer: Hugo). Dropped the bread-smell clue (redundant: "only one lied" already closes the case). Tightened phrasing; every option stays plausible; "only one lied" kept as the uniqueness lock.
b580f153-0df0-4983-9c50-b360a9397bee	306	211	A golden pocket watch vanished from the garden shed. Pearl jogged past the pond, shoes matching its mud; Hugo dozed in plain sight. Silas's bakery receipt was dated last week. Only one lied — who took the watch?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Silas's alibi" (clearing Silas), yet the stored answer is Silas and the DB explanation blames Pearl instead. Rewrite flips the receipt into a stale last-week fake alibi so Silas is deducibly the thief: Pearl is cleared by pond-mud shoes, Hugo's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the garden shed".
0b9621c0-0454-4d31-bad4-91900bad08d3	305	210	A lucky fishing rod vanished from the library annex. Pearl jogged past the pond, shoes matching its mud; Silas dozed in plain sight. Felix's bakery receipt was dated last week. Only one lied — who took the rod?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Felix's alibi" (clearing Felix), yet the stored answer is Felix and the DB explanation blames Pearl instead. Rewrite flips the receipt into a stale last-week fake alibi so Felix is deducibly the thief: Pearl is cleared by pond-mud shoes, Silas's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the library annex".
d15a26b1-a29f-46b8-86d1-8db414fd808e	304	209	A garden trophy vanished from the manor kitchen. Oscar jogged past the pond, shoes matching its mud; Pearl dozed in plain sight. Felix's bakery receipt was dated last week. Only one lied — who took the trophy?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Felix's alibi" (clearing Felix), yet the stored answer is Felix and the DB explanation blames Oscar instead. Rewrite flips the receipt into a stale last-week fake alibi so Felix is deducibly the thief: Oscar is cleared by pond-mud shoes, Pearl's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the manor kitchen".
36756d80-5a56-41cd-9048-e412a466b468	304	211	A golden pocket watch vanished from the village fair. Ivy jogged past the pond, shoes matching its mud; Oscar dozed in plain sight. Felix's bakery receipt was dated last week. Only one lied — who took the watch?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Felix's alibi" (clearing Felix), yet the stored answer is Felix and the DB explanation blames Ivy instead. Rewrite flips the receipt into a stale last-week fake alibi so Felix is deducibly the thief: Ivy is cleared by pond-mud shoes, Oscar's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the village fair".
6ef1e7a9-f095-4fcb-a7a0-5f6f1869c3b1	304	210	A golden pocket watch vanished from the garden shed. Silas jogged past the pond, shoes matching its mud; Ruby dozed in plain sight. Hugo's bakery receipt was dated last week. Only one lied — who took the watch?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Hugo's alibi" (clearing Hugo), yet the stored answer is Hugo and the DB explanation blames Silas instead. Rewrite flips the receipt into a stale last-week fake alibi so Hugo is deducibly the thief: Silas is cleared by pond-mud shoes, Ruby's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the garden shed".
84b23d83-7c83-4306-bfb9-5f6d37c90d21	303	208	A prize-winning pie vanished from the school fete. Silas jogged past the pond, shoes matching its mud; Felix dozed in plain sight. Oscar's bakery receipt was dated last week. Only one lied — who took the pie?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Oscar's alibi" (clearing Oscar), yet the stored answer is Oscar and the DB explanation blames Silas instead. Rewrite flips the receipt into a stale last-week fake alibi so Oscar is deducibly the thief: Silas is cleared by pond-mud shoes, Felix's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the school fete".
8f3f5be4-f215-4f2f-908e-d044afa8ac8d	303	209	An antique violin vanished from the harbor cafe. Oscar jogged past the pond, shoes matching its mud; Silas dozed in plain sight. Pearl's bakery receipt was dated last week. Only one lied — who took the violin?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Pearl's alibi" (clearing Pearl), yet the stored answer is Pearl and the DB explanation blames Oscar instead. Rewrite flips the receipt into a stale last-week fake alibi so Pearl is deducibly the thief: Oscar is cleared by pond-mud shoes, Silas's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the harbor cafe".
8b2cb37e-b7c0-4f72-a369-24086c3a2639	303	208	A silver locket vanished from the manor kitchen. Silas jogged past the pond, shoes matching its mud; Ruby dozed in plain sight. Oscar's bakery receipt was dated last week. Only one lied — who took the locket?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Oscar's alibi" (clearing Oscar), yet the stored answer is Oscar and the DB explanation blames Silas instead. Rewrite flips the receipt into a stale last-week fake alibi so Oscar is deducibly the thief: Silas is cleared by pond-mud shoes, Ruby's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the manor kitchen".
8864194c-f9e2-4f8f-a37e-810f9a3080e3	302	208	A garden trophy vanished from the library annex. Silas jogged past the pond, shoes matching its mud; Felix dozed in plain sight. Hugo's bakery receipt was dated last week. Only one lied — who took the trophy?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Hugo's alibi" (clearing Hugo), yet the stored answer is Hugo and the DB explanation blames Silas instead. Rewrite flips the receipt into a stale last-week fake alibi so Hugo is deducibly the thief: Silas is cleared by pond-mud shoes, Felix's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the library annex".
8c9911d0-7e18-4572-8260-8075f8168da4	301	209	A golden pocket watch vanished from the school fete. Ivy jogged past the pond, shoes matching its mud; Oscar dozed in plain sight. Hugo's bakery receipt was dated last week. Only one lied — who took the watch?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Hugo's alibi" (clearing Hugo), yet the stored answer is Hugo and the DB explanation blames Ivy instead. Rewrite flips the receipt into a stale last-week fake alibi so Hugo is deducibly the thief: Ivy is cleared by pond-mud shoes, Oscar's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the school fete".
855ce021-dc4d-4247-bcce-c7956b675c74	301	207	A garden trophy vanished from the village fair. Hugo jogged past the pond, shoes matching its mud; Oscar dozed in plain sight. Felix's bakery receipt was dated last week. Only one lied — who took the trophy?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Felix's alibi" (clearing Felix), yet the stored answer is Felix and the DB explanation blames Hugo instead. Rewrite flips the receipt into a stale last-week fake alibi so Felix is deducibly the thief: Hugo is cleared by pond-mud shoes, Oscar's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the village fair".
a85a4c14-d81a-4578-98a4-eebb01ed82a3	301	207	A lucky fishing rod vanished from the village fair. Nora jogged past the pond, shoes matching its mud; Ruby dozed in plain sight. Silas's bakery receipt was dated last week. Only one lied — who took the rod?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Silas's alibi" (clearing Silas), yet the stored answer is Silas and the DB explanation blames Nora instead. Rewrite flips the receipt into a stale last-week fake alibi so Silas is deducibly the thief: Nora is cleared by pond-mud shoes, Ruby's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the village fair".
2817a602-ea53-4c78-beb7-4e6182df5a5a	301	207	A lucky fishing rod vanished from the garden shed. Nora jogged past the pond, shoes matching its mud; Silas dozed in plain sight. Felix's bakery receipt was dated last week. Only one lied — who took the rod?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Felix's alibi" (clearing Felix), yet the stored answer is Felix and the DB explanation blames Nora instead. Rewrite flips the receipt into a stale last-week fake alibi so Felix is deducibly the thief: Nora is cleared by pond-mud shoes, Silas's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the garden shed".
a04cfc45-d780-4bfd-9fcb-42d388194377	301	206	A silver locket vanished from the harbor cafe. Oscar jogged past the pond, shoes matching its mud; Nora dozed in plain sight. Silas's bakery receipt was dated last week. Only one lied — who took the locket?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Silas's alibi" (clearing Silas), yet the stored answer is Silas and the DB explanation blames Oscar instead. Rewrite flips the receipt into a stale last-week fake alibi so Silas is deducibly the thief: Oscar is cleared by pond-mud shoes, Nora's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the harbor cafe".
0f8d536f-4ee6-4b62-b1aa-62581c976534	301	208	A prize-winning pie vanished from the manor kitchen. Ivy jogged past the pond, shoes matching its mud; Silas dozed in plain sight. Pearl's bakery receipt was dated last week. Only one lied — who took the pie?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Pearl's alibi" (clearing Pearl), yet the stored answer is Pearl and the DB explanation blames Ivy instead. Rewrite flips the receipt into a stale last-week fake alibi so Pearl is deducibly the thief: Ivy is cleared by pond-mud shoes, Silas's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the manor kitchen".
2613b846-500a-425c-a363-7fc5c21c9505	301	208	A prize-winning pie vanished from the library annex. Hugo jogged past the pond, shoes matching its mud; Oscar dozed in plain sight. Nora's bakery receipt was dated last week. Only one lied — who took the pie?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Nora's alibi" (clearing Nora), yet the stored answer is Nora and the DB explanation blames Hugo instead. Rewrite flips the receipt into a stale last-week fake alibi so Nora is deducibly the thief: Hugo is cleared by pond-mud shoes, Oscar's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the library annex".
89bc267c-55b9-4035-ad8a-8247e7411d01	299	205	A garden trophy vanished from the harbor cafe. Oscar jogged past the pond, shoes matching its mud; Ruby dozed in plain sight. Hugo's bakery receipt was dated last week. Only one lied — who took the trophy?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Hugo's alibi" (clearing Hugo), yet the stored answer is Hugo and the DB explanation blames Oscar instead. Rewrite flips the receipt into a stale last-week fake alibi so Hugo is deducibly the thief: Oscar is cleared by pond-mud shoes, Ruby's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the harbor cafe".
9810acf1-b38e-4cc0-9419-c2b0ae608b3a	299	207	An antique violin vanished from the school fete. Pearl jogged past the pond, shoes matching its mud; Silas dozed in plain sight. Ivy's bakery receipt was dated last week. Only one lied — who took the violin?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Ivy's alibi" (clearing Ivy), yet the stored answer is Ivy and the DB explanation blames Pearl instead. Rewrite flips the receipt into a stale last-week fake alibi so Ivy is deducibly the thief: Pearl is cleared by pond-mud shoes, Silas's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the school fete".
7ca25a01-1f48-4f63-86ac-86f6ff3cb319	299	206	A lucky fishing rod vanished from the school fete. Ruby jogged past the pond, shoes matching its mud; Pearl dozed in plain sight. Nora's bakery receipt was dated last week. Only one lied — who took the rod?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Nora's alibi" (clearing Nora), yet the stored answer is Nora and the DB explanation blames Ruby instead. Rewrite flips the receipt into a stale last-week fake alibi so Nora is deducibly the thief: Ruby is cleared by pond-mud shoes, Pearl's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the school fete".
5b942f2b-3365-472a-9735-92b74490064e	299	205	A prize-winning pie vanished from the harbor cafe. Oscar jogged past the pond, shoes matching its mud; Ivy dozed in plain sight. Nora's bakery receipt was dated last week. Only one lied — who took the pie?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Nora's alibi" (clearing Nora), yet the stored answer is Nora and the DB explanation blames Oscar instead. Rewrite flips the receipt into a stale last-week fake alibi so Nora is deducibly the thief: Oscar is cleared by pond-mud shoes, Ivy's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the harbor cafe".
06305ff5-bf03-43e2-ba09-ba33f71d718b	299	204	A recipe book vanished from the village fair. Pearl jogged past the pond, shoes matching its mud; Oscar dozed in plain sight. Felix's bakery receipt was dated last week. Only one lied — who took the book?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Felix's alibi" (clearing Felix), yet the stored answer is Felix and the DB explanation blames Pearl instead. Rewrite flips the receipt into a stale last-week fake alibi so Felix is deducibly the thief: Pearl is cleared by pond-mud shoes, Oscar's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the village fair".
00686c3e-a5ee-4fac-b1ee-2cee68029648	299	208	An antique violin vanished from the manor kitchen. Ivy jogged past the pond, shoes matching its mud; Felix dozed in plain sight. Ruby's bakery receipt was dated last week. Only one lied — who took the violin?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Ruby's alibi" (clearing Ruby), yet the stored answer is Ruby and the DB explanation blames Ivy instead. Rewrite flips the receipt into a stale last-week fake alibi so Ruby is deducibly the thief: Ivy is cleared by pond-mud shoes, Felix's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the manor kitchen".
e7a2dde4-a8d2-43d5-bdac-a7a1045d3f15	298	205	A silver locket vanished from the village fair. Pearl jogged past the pond, shoes matching its mud; Ruby dozed in plain sight. Ivy's bakery receipt was dated last week. Only one lied — who took the locket?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Ivy's alibi" (clearing Ivy), yet the stored answer is Ivy and the DB explanation blames Pearl instead. Rewrite flips the receipt into a stale last-week fake alibi so Ivy is deducibly the thief: Pearl is cleared by pond-mud shoes, Ruby's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the village fair".
2c468e3b-113c-4423-a3ad-32c9946aa1ca	298	203	A rare stamp vanished from the manor kitchen. Pearl jogged past the pond, shoes matching its mud; Ivy dozed in plain sight. Oscar's bakery receipt was dated last week. Only one lied — who took the stamp?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Oscar's alibi" (clearing Oscar), yet the stored answer is Oscar and the DB explanation blames Pearl instead. Rewrite flips the receipt into a stale last-week fake alibi so Oscar is deducibly the thief: Pearl is cleared by pond-mud shoes, Ivy's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the manor kitchen".
eaebbbc8-c408-4046-a0b1-988a00c17dbb	298	206	A garden trophy vanished from the library annex. Nora jogged past the pond, shoes matching its mud; Felix dozed in plain sight. Ivy's bakery receipt was dated last week. Only one lied — who took the trophy?	CAUTION - source was self-contradictory: it said "the bakery receipt proves Ivy's alibi" (clearing Ivy), yet the stored answer is Ivy and the DB explanation blames Nora instead. Rewrite flips the receipt into a stale last-week fake alibi so Ivy is deducibly the thief: Nora is cleared by pond-mud shoes, Felix's nap is made verifiable (in plain sight). Owner: confirm the answer key; the DB explanation needs rewriting to match. Scene kept as "the library annex".
