# Subject: Art & Culture
ID,Question,Option A,Option B,Option C,Option D,Correct Answer,Level,Chapter
51,Who designed the Sydney Opera House?,Jørn Utzon,Frank Lloyd Wright,,,A,medium,Architecture
52,Who wrote 'Pride and Prejudice'?,Jane Austen,Emily Brontë,,,A,medium,Literature
53,What country is the tango from?,Argentina,Spain,,,A,medium,Dance
54,What material is Michelangelo's David made of?,Marble,Bronze,,,A,medium,Sculpture
55,Who directed 'Citizen Kane'?,Orson Welles,Alfred Hitchcock,,,A,medium,Cinema
56,What is the longest-running Broadway show?,The Phantom of the Opera,Cats,,,A,medium,Theater
57,Where is the Cannes Film Festival held?,France,Italy,,,A,medium,Festivals
58,What century was Machu Picchu built?,15th century,14th century,,,A,medium,World Heritage
59,Which artist painted 'The Birth of Venus'?,Sandro Botticelli,Leonardo da Vinci,Raphael,,A,hard,Painting
60,Which composer wrote 'The Four Seasons'?,Antonio Vivaldi,Johann Sebastian Bach,Georg Handel,,A,hard,Music
61,Who designed the dome of St. Peter's Basilica?,Michelangelo,Bramante,Bernini,,A,hard,Architecture
62,Who wrote 'One Hundred Years of Solitude'?,Gabriel García Márquez,Jorge Luis Borges,Pablo Neruda,,A,hard,Literature
63,What is the classical Indian dance from Kerala?,Kathakali,Bharatanatyam,Odissi,,A,hard,Dance
64,Who sculpted 'The Kiss'?,Auguste Rodin,Constantin Brâncuși,Antonio Canova,,A,hard,Sculpture
65,Who won the first Best Director Oscar?,Frank Borzage,Charlie Chaplin,D.W. Griffith,,A,hard,Cinema
66,Who wrote 'A Streetcar Named Desire'?,Tennessee Williams,Arthur Miller,Eugene O,,A,hard,Theater
67,Where is the Hermitage Museum located?,St. Petersburg,Moscow,Kiev,,A,hard,Museums
68,What is the art of decorating eggs called?,Pysanky,Decoupage,Batik,,A,hard,Crafts
69,Which movement did Georges Seurat pioneer?,Pointillism,Impressionism,Post-Impressionism,Divisionism,A,expert,Painting
70,How many piano concertos did Rachmaninoff compose?,4,5,3,6,A,expert,Music
71,Who designed the Guggenheim Museum in Bilbao?,Frank Gehry,Zaha Hadid,Norman Foster,Renzo Piano,A,expert,Architecture
72,Who wrote 'The Brothers Karamazov'?,Fyodor Dostoevsky,Leo Tolstoy,Anton Chekhov,Nikolai Gogol,A,expert,Literature
73,Who choreographed 'The Rite of Spring'?,Vaslav Nijinsky,George Balanchine,Martha Graham,Merce Cunningham,A,expert,Dance
74,Who created the 'Bird in Space' series?,Constantin Brâncuși,Henry Moore,Alberto Giacometti,Barbara Hepworth,A,expert,Sculpture
75,Who directed 'The Seventh Seal'?,Ingmar Bergman,Federico Fellini,Akira Kurosawa,Andrei Tarkovsky,A,expert,Cinema
76,Who wrote 'Waiting for Godot'?,Samuel Beckett,Harold Pinter,Tom Stoppard,Eugène Ionesco,A,expert,Theater
77,What year was Petra designated a UNESCO site?,1985,1982,1988,1990,A,expert,World Heritage
78,What is the Persian art of knotted pile carpets?,Persian rug weaving,Kilim,Suzani,Ikat,A,expert,Crafts
79,What was the original title of Picasso's 'Les Demoiselles d'Avignon'?,Le Bordel d,,,,A,extreme,Painting
80,What is the name of Berg's unfinished opera?,Lulu,,,,A,extreme,Music
81,What architectural style did Louis Sullivan pioneer?,Chicago School or Early Skyscraper,,,,A,extreme,Architecture
82,What is James Joyce's final work?,Finnegans Wake,,,,A,extreme,Literature
83,What is the traditional Indonesian court dance?,Bedhaya,,,,A,extreme,Dance
84,What material did Louise Bourgeois use for 'Maman'?,Bronze and stainless steel,,,,A,extreme,Sculpture
85,What was the first film to use deep focus cinematography?,Citizen Kane,,,,A,extreme,Cinema
86,What is Bertolt Brecht's epic theater technique called?,Verfremdungseffekt or Alienation effect,,,,A,extreme,Theater
87,What year did the Edinburgh Fringe Festival begin?,1947,,,,A,extreme,Festivals
88,What is the Japanese art of gold repair called?,Kintsugi or Kintsukuroi,,,,A,extreme,Crafts
89,Frida Kahlo was a Mexican artist.,False,True,,,B,easy,Painting
90,The Beatles were from Liverpool.,True,False,,,A,easy,Music
91,The Eiffel Tower is in Paris.,False,True,,,B,easy,Architecture
92,J.K. Rowling wrote the Harry Potter series.,True,False,,,A,easy,Literature
93,Flamenco is from Spain.,False,True,,,B,easy,Dance
94,The Statue of Liberty was a gift from France.,True,False,,,A,easy,Sculpture
95,Hollywood is in California.,True,False,,,B,easy,Cinema
96,Broadway is in New York City.,False,True,,,B,easy,Theater
97,Opera originated in Italy.,True,False,,,A,easy,Music
98,The Sistine Chapel ceiling was painted by Michelangelo.,False,True,,,B,easy,Painting
99,Who painted 'Girl with a Pearl Earring'?,Johannes Vermeer,Rembrandt,,,A,medium,Painting
100,What instrument did Louis Armstrong play?,Trumpet,Saxophone,,,A,medium,Music
101,What style is the Alhambra palace?,Moorish,Gothic,,,A,medium,Architecture
102,Who wrote 'To Kill a Mockingbird'?,Harper Lee,Truman Capote,,,A,medium,Literature
103,What dance style did Fred Astaire popularize?,Tap dancing,Jazz,,,A,medium,Dance
104,What is Michelangelo's Pietà made of?,Carrara marble,Limestone,,,A,medium,Sculpture
105,Who directed 'The Godfather'?,Francis Ford Coppola,Martin Scorsese,,,A,medium,Cinema
106,What is the oldest theater in London?,Theatre Royal Drury Lane,The Old Vic,,,A,medium,Theater
107,Where is the Prado Museum?,Madrid,Barcelona,,,A,medium,Museums
108,Where is La Tomatina festival celebrated?,Spain,Italy,,,A,medium,Festivals
109,Which artist founded the Cubist movement?,Pablo Picasso,Georges Braque,Juan Gris,,A,hard,Painting
110,Which composer wrote 'The Planets'?,Gustav Holst,Edward Elgar,Ralph Vaughan Williams,,A,hard,Music
111,Who designed the Fallingwater house?,Frank Lloyd Wright,Le Corbusier,Mies van der Rohe,,A,hard,Architecture
112,Who wrote 'Beloved'?,Toni Morrison,Alice Walker,Maya Angelou,,A,hard,Literature
113,What is the national dance of Brazil?,Samba,Bossa Nova,Capoeira,,A,hard,Dance
114,Who created 'The Age of Bronze'?,Auguste Rodin,Camille Claudel,Antoine Bourdelle,,A,hard,Sculpture
115,Who directed 'Rashomon'?,Akira Kurosawa,Yasujirō Ozu,Kenji Mizoguchi,,A,hard,Cinema
116,Who wrote 'The Importance of Being Earnest'?,Oscar Wilde,George Bernard Shaw,Noël Coward,,A,hard,Theater
117,Where is Angkor Wat located?,Cambodia,Thailand,Vietnam,,A,hard,World Heritage
118,What is the art of Japanese flower arrangement?,Ikebana,Bonsai,Origami,,A,hard,Crafts
119,Which artist painted 'The Garden of Earthly Delights'?,Hieronymus Bosch,Pieter Bruegel,Jan van Eyck,Rogier van der Weyden,A,expert,Painting
120,How many symphonies did Mahler complete?,9,10,8,11,A,expert,Music
121,Who designed the Barcelona Pavilion?,Mies van der Rohe,Antoni Gaudí,Le Corbusier,Walter Gropius,A,expert,Architecture
122,Who wrote 'Mrs Dalloway'?,Virginia Woolf,Katherine Mansfield,Vita Sackville-West,E.M. Forster,A,expert,Literature
123,Who founded the Ballets Russes?,Sergei Diaghilev,George Balanchine,Michel Fokine,Vaslav Nijinsky,A,expert,Dance
124,Who sculpted 'L'Homme qui marche'?,Alberto Giacometti,Henry Moore,Barbara Hepworth,Jean Arp,A,expert,Sculpture
125,Who directed 'Bicycle Thieves'?,Vittorio De Sica,Roberto Rossellini,Luchino Visconti,Federico Fellini,A,expert,Cinema
126,Who wrote 'Long Day's Journey into Night'?,Eugene O,",
                    ",",
                    ",",
                    ",A,expert,Theater
127,What year did the Guggenheim in New York open?,1959,1956,1962,1965,A,expert,Museums
128,What is the Turkish art of marbled paper?,Ebru,Batik,Ikat,Shibori,A,expert,Crafts
129,What pigment did Yves Klein patent?,International Klein Blue or IKB,,,,A,extreme,Painting
130,What is Schoenberg's twelve-tone technique called?,Serialism or Dodecaphony,,,,A,extreme,Music
131,What is Le Corbusier's real name?,Charles-Édouard Jeanneret,,,,A,extreme,Architecture
132,What is Proust's seven-volume novel called?,In Search of Lost Time or Remembrance of Things Past,,,,A,extreme,Literature
133,What is Martha Graham's dance technique principle?,Contraction and release,,,,A,extreme,Dance
134,What movement did Naum Gabo co-found?,Constructivism,,,,A,extreme,Sculpture
135,What is Eisenstein's montage theory called?,Intellectual montage or montage of attractions,,,,A,extreme,Cinema
136,What is Stanislavski's acting system foundation?,Emotional memory or affective memory,,,,A,extreme,Theater
137,What is the oldest UNESCO World Heritage site?,Galápagos Islands,,,,A,extreme,World Heritage
138,What is the Venetian masquerade ball called?,Carnevale di Venezia or Venice Carnival,,,,A,extreme,Festivals
139,Jazz originated in New Orleans.,True,False,,,A,easy,Music
140,The Great Wall of China is visible from space.,False,True,,,A,easy,Architecture
141,Impressionism began in France.,False,True,,,B,easy,Painting
142,The Odyssey was written by Homer.,True,False,,,A,easy,Literature
143,Hip-hop dance originated in New York.,False,True,,,B,easy,Dance
144,The Oscars are awarded annually.,True,False,,,A,easy,Cinema
145,The Sphinx is in Egypt.,True,False,,,B,easy,Sculpture
146,Kabuki is a Japanese theater form.,False,True,,,B,easy,Theater
147,Rock and roll began in the 1950s.,True,False,,,A,easy,Music
148,Surrealism explored the unconscious mind.,False,True,,,B,easy,Painting
149,Who composed 'The Nutcracker'?,Tchaikovsky,Stravinsky,,,A,medium,Music
150,What style is Notre-Dame Cathedral?,Gothic,Romanesque,,,A,medium,Architecture
151,Who painted 'American Gothic'?,Grant Wood,Edward Hopper,,,A,medium,Painting
152,Who wrote 'The Great Gatsby'?,F. Scott Fitzgerald,Ernest Hemingway,,,A,medium,Literature
153,What is the Cuban dance with African roots?,Rumba,Mambo,,,A,medium,Dance
154,Who directed 'Psycho'?,Alfred Hitchcock,Billy Wilder,,,A,medium,Cinema
155,What is the Terracotta Army made of?,Clay,Stone,,,A,medium,Sculpture
156,What theater hosts the Tony Awards?,Broadway,West End,,,A,medium,Theater
157,Where is the British Museum?,London,Edinburgh,,,A,medium,Museums
158,What is the art of making decorative knots?,Macramé,Crochet,,,A,medium,Crafts
159,Which composer wrote 'Rhapsody in Blue'?,George Gershwin,Aaron Copland,Leonard Bernstein,,A,hard,Music
160,Who designed the Sagrada Família?,Antoni Gaudí,Santiago Calatrava,Rafael Moneo,,A,hard,Architecture
161,Which artist created the 'Campbell's Soup Cans'?,Andy Warhol,Roy Lichtenstein,Jasper Johns,,A,hard,Painting
162,Who wrote 'Invisible Man'?,Ralph Ellison,James Baldwin,Richard Wright,,A,hard,Literature
163,What is the traditional Hawaiian dance?,Hula,Kahiko,Auana,,A,hard,Dance
164,Who directed 'Spirited Away'?,Hayao Miyazaki,Isao Takahata,Mamoru Hosoda,,A,hard,Cinema
165,Who created 'The Burghers of Calais'?,Auguste Rodin,Aristide Maillol,Camille Claudel,,A,hard,Sculpture
166,Who wrote 'The Cherry Orchard'?,Anton Chekhov,Maxim Gorky,Ivan Turgenev,,A,hard,Theater
167,Where is the ancient city of Pompeii?,Italy,Greece,Turkey,,A,hard,World Heritage
168,What is Brazil's famous carnival city?,Rio de Janeiro,São Paulo,Salvador,,A,hard,Festivals
169,Which composer pioneered musique concrète?,Pierre Schaeffer,Karlheinz Stockhausen,Edgar Varèse,John Cage,A,expert,Music
170,Who designed Villa Savoye?,Le Corbusier,Mies van der Rohe,Walter Gropius,Philip Johnson,A,expert,Architecture
171,Which artist founded Orphism?,Robert Delaunay,Sonia Delaunay,Francis Picabia,Fernand Léger,A,expert,Painting
172,Who wrote 'The Sound and the Fury'?,William Faulkner,Thomas Wolfe,John Steinbeck,Sinclair Lewis,A,expert,Literature
173,Who choreographed 'Appalachian Spring'?,Martha Graham,Doris Humphrey,Katherine Dunham,Pearl Primus,A,expert,Dance
174,Who directed 'Persona'?,Ingmar Bergman,Lars von Trier,Carl Theodor Dreyer,Roy Andersson,A,expert,Cinema
175,Who created 'Fountain' (the urinal)?,Marcel Duchamp,Man Ray,Francis Picabia,Hans Arp,A,expert,Sculpture
176,Who wrote 'The Iceman Cometh'?,Eugene O,",
                    ",",
                    ",",
                    ",A,expert,Theater
177,What year did the Met Museum open?,1870,1865,1875,1880,A,expert,Museums
178,What is the Welsh art of love spoons called?,Welsh love spoons,Caru,Llwyau Caru,Cymraeg,C,expert,Crafts
179,What is Messiaen's compositional technique using bird songs?,Ornithological transcription,,,,A,extreme,Music
180,What is Kahn's concept of served and servant spaces?,Served and servant spaces,,,,A,extreme,Architecture
181,What is the technique of dripping paint called?,Action painting or drip painting,,,,A,extreme,Painting
182,What is Joyce's stream of consciousness technique called?,Interior monologue,,,,A,extreme,Literature
183,What is Cunningham's use of chance operations called?,Chance procedures or aleatory choreography,,,,A,extreme,Dance
184,What is Godard's jump cut technique called in French?,Saut de l,,,,A,extreme,Cinema
185,What is Calder's mobile sculpture technique?,Kinetic sculpture,,,,A,extreme,Sculpture
186,What is Artaud's theater of cruelty concept?,Theatre of Cruelty or Théâtre de la Cruauté,,,,A,extreme,Theater
187,What UNESCO program protects intangible heritage?,Intangible Cultural Heritage,,,,A,extreme,World Heritage
188,What is the Korean art of inlay called?,Najeonchilgi or mother-of-pearl inlay,,,,A,extreme,Crafts
189,Charles Dickens was a British author.,False,True,,,B,easy,Literature
190,Silent films had no sound.,True,False,,,A,easy,Cinema
191,A symphony orchestra has different instruments.,False,True,,,B,easy,Music
192,Castles were built for defense.,True,False,,,A,easy,Architecture
193,Watercolors use water as a medium.,False,True,,,B,easy,Painting
194,Waltz is a ballroom dance.,True,False,,,A,easy,Dance
195,Pantomime uses no words.,False,True,,,B,easy,Theater
196,Bronze is used for casting sculptures.,True,False,,,A,easy,Sculpture
197,Museums preserve cultural artifacts.,False,True,,,B,easy,Museums
198,Elvis Presley was called the King of Rock.,True,False,,,A,easy,Music
199,Who wrote 'Moby-Dick'?,Herman Melville,Nathaniel Hawthorne,,,A,medium,Literature
200,What was the first full-length animated film?,Snow White,Fantasia,,,A,medium,Cinema
201,Who wrote 'Für Elise'?,Beethoven,Mozart,,,A,medium,Music
202,What is the tallest building type?,Skyscraper,Tower,,,A,medium,Architecture
203,Who painted 'The Last Supper'?,Leonardo da Vinci,Michelangelo,,,A,medium,Painting
204,What is the Russian folk dance?,Troika,Polka,,,A,medium,Dance
205,What is the Greek theater mask called?,Persona,Thespis,,,A,medium,Theater
206,What is Rodin's most famous sculpture?,The Thinker,The Kiss,,,A,medium,Sculpture
207,Where is Oktoberfest celebrated?,Munich,Berlin,,,A,medium,Festivals
208,What is the art of glassmaking?,Glassblowing,Glazing,,,A,medium,Crafts
209,Who wrote 'Ulysses'?,James Joyce,Samuel Beckett,Oscar Wilde,,A,hard,Literature
210,Who directed 'Vertigo'?,Alfred Hitchcock,Billy Wilder,John Ford,,A,hard,Cinema
211,Which composer wrote 'Boléro'?,Maurice Ravel,Claude Debussy,Erik Satie,,A,hard,Music
212,Who designed the Chrysler Building?,William Van Alen,Raymond Hood,Cass Gilbert,,A,hard,Architecture
213,Which artist painted 'The Persistence of Memory'?,Salvador Dalí,René Magritte,Max Ernst,,A,hard,Painting
214,What is the Spanish gypsy dance?,Flamenco,Paso Doble,Sevillanas,,A,hard,Dance
215,Who wrote 'The Glass Menagerie'?,Tennessee Williams,Arthur Miller,William Inge,,A,hard,Theater
216,Who created 'The Sphere Within Sphere'?,Arnaldo Pomodoro,Henry Moore,Anish Kapoor,,A,hard,Sculpture
217,Where is the Acropolis located?,Athens,Rome,Cairo,,A,hard,World Heritage
218,Where is the Uffizi Gallery?,Florence,Venice,Rome,,A,hard,Museums
219,Who wrote 'The Trial'?,Franz Kafka,Hermann Hesse,Thomas Mann,Robert Musil,A,expert,Literature
220,Who directed 'La Dolce Vita'?,Federico Fellini,Luchino Visconti,Michelangelo Antonioni,Pier Paolo Pasolini,A,expert,Cinema
221,Which composer wrote 'The Firebird'?,Igor Stravinsky,Sergei Prokofiev,Dmitri Shostakovich,Aram Khachaturian,A,expert,Music
222,Who designed the Einstein Tower?,Erich Mendelsohn,Bruno Taut,Hans Poelzig,Peter Behrens,A,expert,Architecture
223,Which artist painted 'The Treachery of Images'?,René Magritte,Salvador Dalí,Paul Delvaux,Yves Tanguy,A,expert,Painting
224,Who choreographed 'Apollo'?,George Balanchine,Frederick Ashton,Kenneth MacMillan,Jerome Robbins,A,expert,Dance
225,Who wrote 'The Bald Soprano'?,Eugène Ionesco,Samuel Beckett,Jean Genet,Fernando Arrabal,A,expert,Theater
226,Who created 'Endless Column'?,Constantin Brâncuși,Jean Arp,Naum Gabo,Antoine Pevsner,A,expert,Sculpture
227,What year did MoMA open in New York?,1929,1932,1926,1935,A,expert,Museums
228,What is the Scandinavian art of rosemaling?,Decorative painting,Wood carving,Textile weaving,Glassblowing,A,expert,Crafts
229,What is Borges' concept of infinite library?,Library of Babel,,,,A,extreme,Literature
230,What is Tarkovsky's philosophical concept of time in film?,Sculpting in time,,,,A,extreme,Cinema
231,What is Cage's silent composition called?,4,,,,A,extreme,Music
232,What is Wright's organic architecture principle?,Form follows function,,,,A,extreme,Architecture
233,What is Rothko's color field painting technique?,Color field painting,,,,A,extreme,Painting
234,What is Pina Bausch's dance theater style called?,Tanztheater,,,,A,extreme,Dance
235,What is Grotowski's poor theater concept?,Poor Theatre or Theatre of 13 Rows,,,,A,extreme,Theater
236,What is Christo's large-scale wrapping called?,Environmental art or wrapping,,,,A,extreme,Sculpture
237,What is UNESCO's convention year for World Heritage?,1972,,,,A,extreme,World Heritage
238,What is the Venice Biennale's architecture event called?,Venice Architecture Biennale or La Biennale di Venezia,,,,A,extreme,Festivals
239,Sunflowers are often associated with van Gogh.,False,True,,,A,easy,Painting
240,Drums are percussion instruments.,True,False,,,B,easy,Music
241,The Colosseum is in Rome.,False,True,,,A,easy,Architecture
242,Ernest Hemingway wrote 'The Old Man and the Sea'.,True,False,,,B,easy,Literature
243,Salsa originated in Cuba.,False,True,,,B,easy,Dance
244,The Venus de Milo is missing both arms.,True,False,,,A,easy,Sculpture
245,'The Lion King' is a Disney animated film.,False,True,,,B,easy,Cinema
246,The audience sits in the auditorium.,True,False,,,A,easy,Theater
247,The Gateway of India is in Mumbai.,True,False,,,A,easy,Monuments
248,The Rolling Stones are a rock band.,False,True,,,B,easy,Music
249,Who painted 'Guernica'?,Pablo Picasso,Joan Miró,,,A,medium,Painting
250,What instrument has 47 strings?,Piano,Harp,,,B,medium,Music
251,What gate is a symbol of Berlin?,Brandenburg Gate,Ishtar Gate,,,A,medium,Architecture
252,Which art movement did Wassily Kandinsky pioneer?,Abstract Expressionism,Der Blaue Reiter,Suprematism,Constructivism,B,expert,Painting
253,How many Goldberg Variations did Bach write?,30,24,48,32,A,expert,Music
254,Who designed the city of Chandigarh?,Le Corbusier,Louis Kahn,Frank Lloyd Wright,Mies van der Rohe,A,expert,Architecture
255,What is painting with pigments suspended in water?,Watercolor or Aquarelle,,,,A,extreme,Painting
256,What is the term for gradually slowing down?,Ritardando or Rallentando,,,,A,extreme,Music
257,What is the ornamental band on a building's exterior?,Frieze,,,,A,extreme,Architecture
258,What is a contradiction that reveals truth?,Paradox,,,,A,extreme,Literature
259,What is the French term for a high kick in ballet?,Grand battement,,,,A,extreme,Dance
260,What is sculpture in the round viewable from all sides?,Freestanding or Sculpture in the round,,,,A,extreme,Sculpture
261,What editing technique shows simultaneous actions?,Cross-cutting or Parallel editing,,,,A,extreme,Cinema
262,What is traditional Vietnamese water puppet theater?,Múa rối nước,,,,A,extreme,Theater
263,What is the famous Spanish tomato-throwing festival?,La Tomatina,,,,A,extreme,Festivals
264,What is decorative stitching on the edge of fabric?,Edging or Border work,,,,A,extreme,Crafts
265,Claude Monet was an Impressionist painter.,True,False,,,A,easy,Painting
266,Electric guitars need amplifiers.,True,False,,,B,easy,Music
267,Westminster Abbey is in London.,False,True,,,A,easy,Architecture
268,'Charlotte's Web' is about a spider.,True,False,,,B,easy,Literature
269,Breakdancing is part of hip-hop culture.,False,True,,,B,easy,Dance
270,The Liberty Bell is in Philadelphia.,True,False,,,A,easy,Sculpture
271,'Harry Potter' films are based on books.,True,False,,,B,easy,Cinema
272,Comedy makes people laugh.,False,True,,,A,easy,Theater
273,The Sydney Harbour Bridge is steel.,True,False,,,A,easy,Monuments
274,David Bowie was a British rock star.,False,True,,,B,easy,Music
275,Which artist is famous for painting sunflowers?,Claude Monet,Vincent van Gogh,Salvador Dalí,,B,hard,Painting
276,How many symphonies did Beethoven compose?,9,12,7,,A,hard,Music
277,What is the architectural style of the Taj Mahal?,Mughal,Persian,Ottoman,,A,hard,Architecture
278,In which year was 'The Starry Night' painted?,1885,1889,1892,1880,B,expert,Painting
279,What is the musical term for 'very fast'?,Presto,Allegro,Vivace,Largo,A,expert,Music
280,Who designed the Sydney Opera House?,Frank Lloyd Wright,Le Corbusier,Jørn Utzon,I.M. Pei,C,expert,Architecture
281,Who won the first Nobel Prize in Literature?,Sully Prudhomme,Rabindranath Tagore,Rudyard Kipling,W.B. Yeats,A,expert,Literature
282,Which dance form originated in Cuba?,Samba,Rumba,Mambo,Salsa,C,expert,Dance
283,What artistic period is 'The Thinker' from?,Renaissance,Baroque,Modern,Classical,C,expert,Sculpture
284,Which film won the first Academy Award for Best Picture?,Wings,The Jazz Singer,Sunrise,The Circus,A,expert,Cinema
285,What is the oldest surviving play?,Oedipus Rex,Medea,The Persians,Antigone,C,expert,Theater
286,How many years did it take to build the Colosseum?,8 years,15 years,12 years,20 years,A,expert,World Heritage
287,What year was the British Museum founded?,1753,1801,1725,1789,A,expert,Museums
288,Name the painting technique where pigments are mixed with egg yolk,Tempera or Egg tempera,,,,A,extreme,Painting
289,"What is the Italian term for a piece played with smooth, connected notes?",Legato,,,,A,extreme,Music
290,What is the classical Greek architectural order with scroll-like ornaments?,Ionic or Ionic order,,,,A,extreme,Architecture
291,What poetic form has 14 lines and follows specific rhyme schemes?,Sonnet,,,,A,extreme,Literature
292,What is the lead female dancer in a ballet company called?,Prima ballerina,,,,A,extreme,Dance
293,What sculpting technique involves carving away material?,Subtractive or Carving,,,,A,extreme,Sculpture
294,What is the term for a single uninterrupted shot in filmmaking?,Long take or Sequence shot,,,,A,extreme,Cinema
295,What is the Japanese traditional theater form featuring masks and dance?,Noh or Noh theater,,,,A,extreme,Theater
296,What is the name of the masquerade festival in Venice?,Carnevale or Carnival of Venice,,,,A,extreme,Festivals
297,What is the Japanese art of paper folding called?,Origami,,,,A,extreme,Crafts
298,Frida Kahlo was a Mexican artist.,False,True,,,A,easy,Painting
299,A symphony orchestra has multiple instrument sections.,True,False,,,B,easy,Music
300,The Sphinx has a human head and lion body.,True,False,,,A,easy,Architecture
301,Lewis Carroll wrote 'Alice in Wonderland'.,False,True,,,B,easy,Literature
302,Kathak is an Indian classical dance.,True,False,,,B,easy,Dance
303,The Little Mermaid statue is in Copenhagen.,False,True,,,A,easy,Sculpture
304,'Star Wars' was released in 1977.,True,False,,,B,easy,Cinema
305,An intermission is a break during a performance.,False,True,,,A,easy,Theater
306,Mount Fuji is a sacred mountain in Japan.,True,False,,,A,easy,Monuments
307,Jimi Hendrix was a famous guitarist.,True,False,,,B,easy,Music
308,Which artist founded the Orphism art movement?,Robert Delaunay,Sonia Delaunay,František Kupka,Fernand Léger,A,expert,Painting
309,How many mazurkas did Chopin compose?,59,45,67,51,A,expert,Music
310,Who designed the Azadi Tower in Tehran?,Hossein Amanat,Kamran Diba,Nader Ardalan,Abdol-Aziz Farmanfarmaian,A,expert,Architecture
311,What is painting on wooden panels called?,Panel painting,,,,A,extreme,Painting
