# Subject: Animals
ID,Question,Option A,Option B,Option C,Option D,Correct Answer,Level,Chapter
73,How many suckers does an octopus have?,500,2,000,5,B,hard,Marine Life
74,How long does tail regeneration take in lizards?,1 week,2 months,1 year,,B,hard,Reptiles
75,What is a butterfly's average lifespan?,1 week,2-4 weeks,6 months,,B,hard,Insects
76,What is a cheetah's top speed?,50 mph,70 mph,90 mph,,B,hard,Mammals
77,How long can parrots live?,10 years,30 years,80 years,,C,hard,Birds
78,How long can sea turtles live?,30 years,50 years,100+ years,,C,hard,Marine Life
79,What percentage of frogs are endangered?,10%,30%,50%,,B,hard,Amphibians
80,What do most bats eat?,Blood,Insects and fruit,Fish,,B,hard,Mammals
81,What is a giraffe's blood pressure?,120/80,280/180,150/90,200/120,B,expert,Mammals
82,Why can owls rotate heads so far?,Flexible skull,No bones,Extra vertebrae,Magic,C,expert,Birds
83,How fast can octopuses change color?,1 second,0.3 seconds,5 seconds,10 seconds,B,expert,Marine Life
84,What cells enable tail regeneration?,Stem cells,Blood cells,Blastema cells,Nerve cells,C,expert,Reptiles
85,How do butterflies see?,Simple eyes,Compound eyes,No eyes,One eye,B,expert,Insects
86,What body feature helps cheetahs run fast?,Large lungs,Flexible spine,Long legs,All of these,D,expert,Mammals
87,Can parrots understand context?,No,Basic only,Yes,some can,C,expert,Birds
88,How do sea turtles find their birthplace?,Sight,Magnetic imprinting,Smell,Following others,B,expert,Marine Life
89,What disease threatens frogs globally?,Flu,Chytrid fungus,Cancer,,B,expert,Amphibians
90,How many pups do bats have per year?,1,2-3,5-10,20+,A,expert,Mammals
91,How long is a giraffe's tongue?,,,,,,extreme,Mammals
92,What frequency range can owls hear?,,,,,,extreme,Birds
93,How many neurons does an octopus have?,,,,,,extreme,Marine Life
94,How many times can a lizard regrow its tail?,,,,,,extreme,Reptiles
95,How many butterfly species exist?,,,,,,extreme,Insects
96,What is the cheetah's acceleration time to 60 mph?,,,,,,extreme,Mammals
97,What is the vocabulary record for a parrot?,,,,,,extreme,Birds
98,How deep can leatherback turtles dive?,,,,,,extreme,Marine Life
99,How many frog species exist worldwide?,,,,,,extreme,Amphibians
100,What is the echolocation frequency range of bats?,,,,,,extreme,Mammals
101,Are octopuses colorblind?,Yes,No,,,A,easy,Marine Life
102,Can snakes sense heat?,No,Yes,,,B,easy,Reptiles
103,How many eyes does a bee have?,2,5,,,A,easy,Insects
104,Do wolves hunt alone?,No,in packs,Yes,always,B,easy,Mammals
105,Which bird lays the largest egg relative to body size?,Ostrich,Kiwi,,,B,easy,Birds
106,What do seals primarily eat?,Plants,Fish,,,A,easy,Marine Life
107,Do frogs drink water?,No,absorb through skin,Yes,drink it,B,easy,Amphibians
108,Why do beavers build dams?,For shelter,For fun,,,A,easy,Mammals
109,Do all turtles lay eggs?,Yes,No,,,A,easy,Reptiles
110,Do eagles build nests on the ground?,No,Yes,,,B,easy,Birds
111,What color is octopus blood?,Red,Blue,,,B,medium,Marine Life
112,How do snakes detect heat?,Skin,Pit organs,,,B,medium,Reptiles
113,What do bees collect from flowers?,Nectar and pollen,Water,,,A,medium,Insects
114,What is a wolf pack structure?,Family unit,Random group,,,A,medium,Mammals
115,Can parrots see colors?,Yes,No,,,A,medium,Birds
116,Can seals sleep underwater?,No,Yes,,,B,medium,Marine Life
117,Can frogs live in saltwater?,Most can't,All can,,,A,medium,Amphibians
118,Do beaver teeth stop growing?,No,grow continuously,Yes,,A,medium,Mammals
119,Where do sea turtles lay eggs?,In water,On beaches,,,B,medium,Reptiles
120,How many eaglets usually survive?,All,Usually one,,,B,medium,Birds
121,How intelligent are octopuses?,Low,Average,Highly intelligent,,C,hard,Marine Life
122,What percentage of snakes are venomous?,10%,20%,50%,,B,hard,Reptiles
123,How many bees live in a hive?,1,000,20,000-80,B,hard,Insects
124,How far can a wolf howl be heard?,1 mile,6 miles,20 miles,,B,hard,Mammals
125,Which parrot species is most talkative?,Macaw,African Grey,Cockatoo,,B,hard,Birds
126,How long can seals hold their breath?,5 minutes,30 minutes,2 hours,,C,hard,Marine Life
127,How many times its body length can a frog jump?,5 times,20 times,50 times,,C,hard,Amphibians
128,How long is the longest beaver dam?,100 feet,850 feet,2,790 feet,C,hard,Mammals
129,How long can sea turtles hold their breath?,30 minutes,4-7 hours,12 hours,,B,hard,Reptiles
130,How long do eagle eggs take to hatch?,20 days,35 days,60 days,,B,hard,Birds
131,How many arms can an octopus regrow?,,One,Multiple,All,D,expert,Marine Life
132,How many snake species exist worldwide?,500,1,500,3,C,expert,Reptiles
133,How long can a queen bee live?,1 year,3 years,5 years,7 years,C,expert,Insects
134,What is a wolf's jaw pressure?,200 PSI,400 PSI,800 PSI,1,B,expert,Mammals
135,What is a parrot's brain-to-body ratio?,Similar to dogs,Similar to primates,Similar to fish,Largest of all birds,B,expert,Birds
136,How do seals regulate body temperature in cold water?,Shivering,Thick blubber,Metabolism,All of these,D,expert,Marine Life
137,What protects frogs from bacteria?,Thick skin,Antimicrobial peptides,Immune cells,Nothing,B,expert,Amphibians
138,How long can beavers stay underwater?,2 minutes,5 minutes,15 minutes,30 minutes,C,expert,Mammals
139,How do baby sea turtles know to go to the ocean?,Following mother,Light cues,Instinct and gravity,Random,C,expert,Reptiles
140,What percentage of an eagle's body is muscle?,20%,35%,50%,65%,C,expert,Birds
141,How many suckers does an octopus have per arm?,,,,,,extreme,Marine Life
142,What is the fastest snake strike speed?,,,,,,extreme,Reptiles
143,How many flowers must bees visit for 1 pound of honey?,,,,,,extreme,Insects
144,How much stronger is a wolf's sense of smell than humans?,,,,,,extreme,Mammals
145,What is the smallest parrot species?,,,,,,extreme,Birds
146,How much can an elephant seal weigh?,,,,,,extreme,Marine Life
147,What is the smallest frog in the world?,,,,,,extreme,Amphibians
148,How many trees can a beaver cut down per year?,,,,,,extreme,Mammals
149,How many sea turtle species exist?,,,,,,extreme,Reptiles
150,From what distance can an eagle spot a rabbit?,,,,,,extreme,Birds
151,Monkeys and apes are the same.,False,True,,,A,easy,Mammals
152,Ducks can sleep with one eye open.,True,False,,,B,easy,Birds
153,Clownfish can change gender.,False,True,,,A,easy,Marine Life
154,All turtles lay eggs on land.,True,False,,,B,easy,Reptiles
155,Queen ants can live for decades.,True,False,,,B,easy,Insects
156,Foxes are canines.,False,True,,,A,easy,Mammals
157,Eagles build nests on the ground.,False,True,,,B,easy,Birds
158,Crabs walk sideways.,True,False,,,A,easy,Marine Life
159,Geckos can walk on ceilings.,True,False,,,A,easy,Reptiles
160,Squirrels forget where they bury nuts.,True,False,,,A,easy,Mammals
161,What distinguishes apes from monkeys?,Size,No tail,,,B,medium,Mammals
162,Why do ducks sleep with one eye open?,Broken sleep,Watch for predators,,,B,medium,Birds
163,Do all male clownfish become female?,Yes,when dominant female dies,No,,A,medium,Marine Life
164,Why do turtles lay eggs on land?,Tradition,Need air to develop,,,B,medium,Reptiles
165,What do worker ants do?,Reproduce,All colony tasks,,,B,medium,Insects
166,How do foxes hunt?,Chasing,Pouncing,,,B,medium,Mammals
167,Where do eagles prefer to nest?,Ground,High places,,,B,medium,Birds
168,Why do crabs walk sideways?,Leg structure,Preference,,,A,medium,Marine Life
169,Can all lizard species drop tails?,No,only some,Yes,all,A,medium,Amphibians
170,How do squirrels find buried nuts?,Memory,Smell,,,B,medium,Mammals
171,How many ape species exist?,5,15,30,,A,hard,Mammals
172,What is this sleep pattern called?,Light sleep,Unihemispheric sleep,Napping,,B,hard,Birds
173,How long does gender change take in clownfish?,Instant,Few weeks,6 months,,B,hard,Marine Life
174,What determines turtle egg gender?,Genetics,Temperature,Location,,B,hard,Reptiles
175,How much can ants lift?,5x weight,20x weight,50x weight,,C,hard,Insects
176,What is a fox's top speed?,20 mph,30 mph,45 mph,,B,hard,Mammals
177,How heavy can an eagle nest become?,100 lbs,1,000 lbs,2,C,hard,Birds
178,How many eyes do crabs have?,2,6,8,,A,hard,Marine Life
179,How long does tail regrowth take?,1 week,2 months,1 year,,B,hard,Amphibians
180,What percent of nuts do squirrels find?,50%,75%,95%,,B,hard,Mammals
181,What percent DNA do humans share with chimpanzees?,80%,90%,98.8%,99.9%,C,expert,Mammals
182,Which brain hemisphere sleeps in ducks?,Both,Neither,Alternates,Left only,C,expert,Birds
183,What do clownfish and anemones share?,Competition,Mutualism,Predation,Nothing,B,expert,Marine Life
184,How many eggs does a sea turtle lay?,10-20,50-80,100-200,500+,C,expert,Reptiles
185,What is the total ant population on Earth?,1 billion,1 trillion,20 quadrillion,Unknown,C,expert,Insects
186,How do foxes use Earth's magnetic field?,Navigation,Hunting,Don't use it,Mating,B,expert,Mammals
187,What is the term for baby eagles?,Chicks,Eaglets,Fledglings,Hatchlings,B,expert,Birds
188,How many times do crabs molt in life?,Once,5-10 times,20+ times,Continuously,C,expert,Marine Life
189,What enables lizard tail regeneration?,Stem cells,Blastema cells,Magic,Diet,B,expert,Amphibians
190,How many hours do squirrels sleep daily?,8 hours,15 hours,20 hours,4 hours,B,expert,Mammals
191,How many bones does a monkey have?,,,,,,extreme,Mammals
192,How many duck species exist?,,,,,,extreme,Birds
193,How many anemone tentacles protect clownfish?,,,,,,extreme,Marine Life
194,How far can sea turtles migrate?,,,,,,extreme,Reptiles
195,What is the combined weight of all ants on Earth?,,,,,,extreme,Insects
196,How many teeth does a fox have?,,,,,,extreme,Mammals
197,How many feathers does an eagle have?,,,,,,extreme,Birds
198,How many eggs can a female crab produce?,,,,,,extreme,Marine Life
199,What is the longest lizard species?,,,,,,extreme,Amphibians
200,How fast do squirrel teeth grow per year?,,,,,,extreme,Mammals
201,Tigers and lions can interbreed.,True,False,,,A,easy,Mammals
202,Only male peacocks have colorful feathers.,False,True,,,B,easy,Birds
203,Whales are fish.,False,True,,,A,easy,Marine Life
204,Chameleons change color for camouflage only.,False,True,,,B,easy,Reptiles
205,Mosquitoes are attracted to body heat.,True,False,,,B,easy,Insects
206,Otters hold hands while sleeping.,True,False,,,A,easy,Mammals
207,Penguins can live in hot climates.,False,True,,,B,easy,Birds
208,Crabs have 10 legs.,True,False,,,A,easy,Marine Life
209,Box turtles can close their shells completely.,False,True,,,A,easy,Reptiles
210,Koalas are nocturnal.,False,True,,,B,easy,Mammals
211,Can tigers swim?,No,Yes,very well,,B,medium,Mammals
212,Why do male peacocks display feathers?,Warmth,Attract mates,,,B,medium,Birds
213,How do whales breathe?,Gills,Blowholes,,,B,medium,Marine Life
214,Why do chameleons change color?,Camouflage only,Communication and mood,,,B,medium,Reptiles
215,Which mosquitoes bite humans?,Males,Females,,,B,medium,Insects
216,What tools do otters use?,Sticks,Rocks,,,B,medium,Mammals
217,Where do Galapagos penguins live?,Antarctica,Equator,,,B,medium,Birds
218,Do crabs have homes?,No,Some do,,,B,medium,Marine Life
219,Is a turtle's shell part of its skeleton?,Yes,No,,,A,medium,Amphibians
220,What do koalas eat?,Bamboo,Eucalyptus,,,B,medium,Mammals
221,What is a tiger's bite force?,500 PSI,1,000 PSI,1,B,hard,Mammals
222,How many tail feathers does a peacock have?,50,150,200,,C,hard,Birds
223,How much does a blue whale's tongue weigh?,1 ton,3 tons,6 tons,,B,hard,Marine Life
224,How fast can chameleons change color?,1 minute,20 seconds,Instant,,B,hard,Reptiles
225,How many people do mosquitoes kill annually?,10,000,100,000,C,hard,Insects
226,How much do sea otters eat daily?,10% body weight,25% body weight,50% body weight,,B,hard,Mammals
227,How long do emperor penguins fast while incubating?,1 month,2 months,4 months,,C,hard,Birds
228,How strong is a coconut crab's claw?,50 lbs,300 lbs,700 lbs,,C,hard,Marine Life
229,How long can box turtles live?,20 years,50 years,100+ years,,C,hard,Amphibians
230,How many hours do koalas sleep daily?,8 hours,15 hours,22 hours,,C,hard,Mammals
231,How far can tigers swim?,1 mile,6 miles,15 miles,30 miles,C,expert,Mammals
232,How many eye-spots are on a peacock's train?,50,100,150-200,500,C,expert,Birds
233,How much does a blue whale's heart weigh?,100 lbs,400 lbs,1,000 lbs,B,expert,Marine Life
234,What cells allow color change?,Melanocytes,Chromatophores,Keratinocytes,Fibroblasts,B,expert,Reptiles
235,What diseases can mosquitoes transmit?,,1-2,10+,Only malaria,C,expert,Insects
236,How many hairs per square inch do sea otters have?,10,000,100,000,C,expert,Mammals
237,How many eggs do penguins typically lay?,1-2,5-10,20+,50+,A,expert,Birds
238,How many crab species exist?,500,1,500,6,C,expert,Marine Life
239,How many vertebrae are fused in a turtle's shell?,10,30,50,100,C,expert,Amphibians
240,What is unique about koala brains?,Very large,Very smooth,Two hemispheres,Most wrinkled,B,expert,Mammals
241,What is a tiger's top running speed?,,,,,,extreme,Mammals
242,How long can a peacock's train grow?,,,,,,extreme,Birds
243,What is the length of the longest blue whale recorded?,,,,,,extreme,Marine Life
244,How many degrees can a chameleon's eyes rotate?,,,,,,extreme,Reptiles
245,How fast can a mosquito beat its wings?,,,,,,extreme,Insects
246,How long can sea otters hold their breath?,,,,,,extreme,Mammals
247,How long can emperor penguins stay underwater?,,,,,,extreme,Birds
248,What is the leg span of the largest crab?,,,,,,extreme,Marine Life
249,What is the oldest recorded age of a box turtle?,,,,,,extreme,Amphibians
250,How many calories do koalas get from eucalyptus daily?,,,,,,extreme,Mammals
251,Kangaroos can box.,True,False,,,A,easy,Mammals
252,Flamingos are born pink.,False,True,,,B,easy,Birds
253,Squids have ink sacs.,True,False,,,A,easy,Marine Life
254,Snakes can sleep.,True,False,,,B,easy,Reptiles
255,Spiders are insects.,False,True,,,B,easy,Insects
256,Hedgehogs carry apples on their spines.,False,True,,,A,easy,Mammals
257,Songbirds learn their songs.,True,False,,,B,easy,Birds
258,Lobsters are naturally red.,False,True,,,A,easy,Marine Life
259,Komodo dragons are the largest lizards.,True,False,,,A,easy,Reptiles
260,Llamas are related to camels.,True,False,,,B,easy,Mammals
261,Why do male kangaroos box?,Sport,Dominance,,,B,medium,Mammals
262,What makes flamingos pink?,Genetics,Diet,,,B,medium,Birds
263,Why do squids release ink?,Defense,Communication,,,A,medium,Marine Life
264,Do snakes have eyelids?,No,Yes,,,A,medium,Reptiles
265,How many legs do spiders have?,6,8,,,B,medium,Insects
266,How do hedgehogs defend themselves?,Running,Curling into ball,,,B,medium,Mammals
267,How do birds learn songs?,Instinct,From parents,,,B,medium,Birds
268,What color are live lobsters?,Red,Brown-green,,,B,medium,Marine Life
269,How do Komodo dragons track prey?,Sight,Smell,,,B,medium,Amphibians
270,Do llamas spit?,Yes,No,,,A,medium,Mammals
271,How much can a kangaroo's kick force reach?,300 PSI,850 PSI,1,500 PSI,B,hard,Mammals
272,Why do flamingos stand on one leg?,Rest,Conserve body heat,Balance,,B,hard,Birds
273,How large is a giant squid's eye?,5 inches,10 inches,15 inches,,B,hard,Marine Life
274,What covers a snake's eye?,Nothing,Spectacle scale,Eyelid,,B,hard,Reptiles
275,How strong is spider silk?,Weak,Stronger than steel,Like cotton,,B,hard,Insects
276,How many quills does a hedgehog have?,1,000,5,000-7,B,hard,Mammals
277,What age do birds learn songs?,Birth,Youth,Adulthood,,B,hard,Birds
278,How long can lobsters live?,20 years,50 years,100+ years,,C,hard,Marine Life
279,Are Komodo dragons venomous?,No,Yes,Only males,,B,hard,Amphibians
280,How tall can llamas grow?,4 feet,6 feet,8 feet,,B,hard,Mammals
281,What DNA percentage do humans share with orangutans?,85%,96.9%,99%,75%,B,expert,Mammals
282,How many degrees can owls rotate heads?,180,270,360,90,B,expert,Birds
283,How many shark species exist?,50,500+,5,000,B,expert,Marine Life
284,How do lizards see UV light?,They can't,Fourth color receptor,Special lens,Through skin,B,expert,Reptiles
285,How loud can cricket chirps be?,20 dB,50 dB,90 dB,120 dB,C,expert,Insects
286,What is unique about raccoon paws?,Webbed,Four times more receptors than humans,Poisonous,Glow in dark,B,expert,Mammals
287,How do penguins choose mates?,Random,Pebble gifting,Fighting,Dancing,B,expert,Birds
288,How many color receptors do mantis shrimp have?,3,12,16,50,C,expert,Marine Life
289,How many teeth can crocodiles grow in lifetime?,100,1,000,4,C,expert,Amphibians
290,How many muscles control hedgehog quills?,50,500,5,000,B,expert,Mammals
291,What is an orangutan's arm span?,,,,,,extreme,Mammals
292,What is the smallest bird species?,,,,,,extreme,Birds
293,At what dilution can sharks detect blood?,,,,,,extreme,Marine Life
294,What is the fastest lizard species?,,,,,,extreme,Reptiles
295,How many times per second do cricket wings rub?,,,,,,extreme,Insects
296,How many neurons do raccoons have?,,,,,,extreme,Mammals
297,How many species of penguins exist?,,,,,,extreme,Birds
298,What is the mantis shrimp punch speed?,,,,,,extreme,Marine Life
299,How long can crocodiles hold their breath?,,,,,,extreme,Amphibians
300,How many quills does a hedgehog have?,,,,,,extreme,Mammals
301,Pandas eat bamboo.,True,False,,,A,easy,Mammals
302,Hummingbirds can fly backwards.,True,False,,,A,easy,Birds
303,Blue whales are the largest animals ever.,True,False,,,B,easy,Marine Life
304,Chameleons change color instantly.,False,True,,,A,easy,Reptiles
305,Only female mosquitoes bite.,True,False,,,B,easy,Insects
306,Kangaroos can't walk backwards.,True,False,,,B,easy,Mammals
307,Eagles have excellent eyesight.,True,False,,,A,easy,Birds
308,Squids have beaks.,True,False,,,B,easy,Marine Life
309,All turtles can swim.,False,True,,,A,easy,Reptiles
310,Beavers build dams.,True,False,,,A,easy,Mammals
311,How much bamboo do pandas eat daily?,5 lbs,26-84 lbs,,,B,medium,Mammals
312,Can hummingbirds hover in place?,No,Yes,,,B,medium,Birds
313,How do blue whales communicate?,Clicks,Songs,,,B,medium,Marine Life
314,How fast can chameleons change color?,Instant,20 seconds,,,B,medium,Reptiles
315,Why do female mosquitoes need blood?,Food,Egg production,,,B,medium,Insects
316,How do kangaroos move when not hopping?,Crawl,Walk using tail,,,B,medium,Mammals
317,How far can eagles see prey?,500 feet,2 miles,,,B,medium,Birds
318,How do squids escape predators?,Ink cloud,Speed only,,,A,medium,Marine Life
319,Do sea turtles return to birthplace?,Yes,No,,,A,medium,Amphibians
320,What do beavers use to build dams?,Rocks,Wood and mud,,,B,medium,Mammals
321,How strong are gorillas compared to humans?,Same,3x stronger,10x stronger,,C,hard,Mammals
322,How many feathers does a typical bird have?,100,1,000,25,C,hard,Birds
323,How long can elephant seals hold breath?,15 minutes,1 hour,2 hours,,C,hard,Marine Life
324,How many teeth can alligators have?,40,80,120,,B,hard,Reptiles
325,How many wings do mosquitoes have?,2,4,6,,A,hard,Insects
326,How powerful is wolf sense of smell?,10x humans,100x humans,1,000x humans,B,hard,Mammals
327,How long can flamingos stand on one leg?,Minutes,Hours,Days,,B,hard,Birds
328,How many tentacles does a squid have?,6,8,10,,C,hard,Marine Life
329,How long can pythons grow?,10 feet,20 feet,30+ feet,,C,hard,Reptiles
330,How far can a skunk spray?,5 feet,10 feet,15 feet,,B,hard,Mammals
331,What DNA percentage do humans share with gorillas?,85%,92%,98.3%,99.9%,C,expert,Mammals
332,What makes bird bones lightweight?,Small,Hollow with air sacs,Cartilage,Thin,B,expert,Birds
333,How deep can elephant seals dive?,500 feet,2,000 feet,5,C,expert,Marine Life
334,What determines alligator egg gender?,Genetics,Temperature,Location,Random,B,expert,Reptiles
335,What is total ant biomass on Earth?,Equal to all humans,Half of humans,Twice humans,10x humans,A,expert,Insects
336,How many hours do wolves sleep daily?,4 hours,8 hours,12 hours,16 hours,C,expert,Mammals
337,How long do flamingos mate for?,Season,Year,Life,Never pair,C,expert,Birds
338,What color is lobster blood?,Red,Blue,Green,Clear,B,expert,Marine Life
339,How much pressure can pythons squeeze?,30 PSI,60 PSI,90 PSI,120 PSI,C,expert,Reptiles
340,Can foxes use Earth's magnetic field?,No,For navigation,For hunting,Unknown,C,expert,Mammals
341,How much can a silverback gorilla lift?,,,,,,extreme,Mammals
342,What is a hummingbird's heart rate?,,,,,,extreme,Birds
343,How many hearts does an octopus have?,,,,,,extreme,Marine Life
344,What is an alligator's bite force?,,,,,,extreme,Reptiles
345,What is the estimated ant population?,,,,,,extreme,Insects
346,How many hours do wolves travel per day?,,,,,,extreme,Mammals
347,How tall can flamingos grow?,,,,,,extreme,Birds
348,What is the heaviest lobster caught?,,,,,,extreme,Marine Life
349,What is the longest python recorded?,,,,,,extreme,Reptiles
350,How many teeth do foxes have?,,,,,,extreme,Mammals
351,Rhinos have horns made of hair.,True,False,,,A,easy,Mammals
352,Parrots can mimic sounds.,True,False,,,B,easy,Birds
353,Pufferfish can inflate themselves.,True,False,,,A,easy,Marine Life
354,All lizards can regrow tails.,False,True,,,B,easy,Reptiles
355,Butterflies have four wings.,True,False,,,B,easy,Insects
356,Camels store fat in humps.,True,False,,,A,easy,Mammals
357,Owls can turn heads 270 degrees.,True,False,,,B,easy,Birds
358,Sharks have cartilage instead of bones.,True,False,,,A,easy,Marine Life
359,All snakes lay eggs.,False,True,,,A,easy,Reptiles
360,Skunks can spray accurately.,True,False,,,B,easy,Mammals
361,What are rhino horns made of?,Bone,Keratin,,,B,medium,Mammals
362,Can parrots understand meaning?,Some can,No,,,A,medium,Birds
363,How do pufferfish inflate?,Air,Water,,,B,medium,Marine Life
364,How many times can lizards regrow tails?,Once,Multiple times,,,B,medium,Reptiles
365,How many wings do butterflies have?,2,4,,,B,medium,Insects
366,How long can camels go without water?,1 week,2 months,,,B,medium,Mammals
367,When do owls hunt?,Day,Night,,,B,medium,Birds
368,Do pufferfish contain poison?,Yes,No,,,A,medium,Marine Life
369,Do some snakes give live birth?,Yes,No,,,A,medium,Amphibians
370,How accurate is skunk spray?,Very accurate up to 10 feet,Random,,,A,medium,Mammals
371,How fast can rhinos run?,20 mph,35 mph,50 mph,,B,hard,Mammals
372,How long can macaws live?,20 years,50 years,80 years,,B,hard,Birds
373,How deadly is pufferfish toxin?,Mild,1,200x cyanide,Like bee sting,B,hard,Marine Life
374,How long can lizards hold their breath?,10 minutes,30 minutes,1 hour,,B,hard,Reptiles
375,How many species of butterflies exist?,1,000,10,000,C,hard,Insects
376,What temperature can camels tolerate?,50°F,100°F,120°F,,C,hard,Mammals
377,What is unique about owl ears?,Very large,Asymmetrical placement,External,,B,hard,Birds
378,How many bones do sharks have?,0,100,300,,A,hard,Marine Life
379,What percentage of snakes give live birth?,10%,20%,50%,,B,hard,Amphibians
380,How many sprays can a skunk make?,1-2,5-6,Unlimited,,B,hard,Mammals
381,How many rhino species exist?,2,5,10,20,B,expert,Mammals
382,What is parrot intelligence compared to?,Dogs,5-year-old child,Cats,Fish,B,expert,Birds
383,What do pufferfish use their teeth for?,Crushing shells,Fighting,Display,Nothing,A,expert,Marine Life
384,How many chambers do snake hearts have?,2,3,4,5,B,expert,Reptiles
