# Subject: Art & Culture
ID,Question,Option A,Option B,Option C,Option D,Correct Answer,Level,Chapter
86,What is Bertolt Brecht's epic theater technique called?,Verfremdungseffekt or Alienation effect,,,,A,extreme,Chapter 2
87,What year did the Edinburgh Fringe Festival begin?,1947,,,,A,extreme,Chapter 2
88,What is the Japanese art of gold repair called?,Kintsugi or Kintsukuroi,,,,A,extreme,Chapter 2
89,Frida Kahlo was a Mexican artist.,False,True,,,B,easy,Chapter 3
90,The Beatles were from Liverpool.,True,False,,,A,easy,Chapter 3
91,The Eiffel Tower is in Paris.,False,True,,,B,easy,Chapter 3
92,J.K. Rowling wrote the Harry Potter series.,True,False,,,A,easy,Chapter 3
93,Flamenco is from Spain.,False,True,,,B,easy,Chapter 3
94,The Statue of Liberty was a gift from France.,True,False,,,A,easy,Chapter 3
95,Hollywood is in California.,True,False,,,B,easy,Chapter 3
96,Broadway is in New York City.,False,True,,,B,easy,Chapter 3
97,Opera originated in Italy.,True,False,,,A,easy,Chapter 3
98,The Sistine Chapel ceiling was painted by Michelangelo.,False,True,,,B,easy,Chapter 3
99,Who painted 'Girl with a Pearl Earring'?,Johannes Vermeer,Rembrandt,,,A,medium,Chapter 3
100,What instrument did Louis Armstrong play?,Trumpet,Saxophone,,,A,medium,Chapter 3
101,What style is the Alhambra palace?,Moorish,Gothic,,,A,medium,Chapter 3
102,Who wrote 'To Kill a Mockingbird'?,Harper Lee,Truman Capote,,,A,medium,Chapter 3
103,What dance style did Fred Astaire popularize?,Tap dancing,Jazz,,,A,medium,Chapter 3
104,What is Michelangelo's Pietà made of?,Carrara marble,Limestone,,,A,medium,Chapter 3
105,Who directed 'The Godfather'?,Francis Ford Coppola,Martin Scorsese,,,A,medium,Chapter 3
106,What is the oldest theater in London?,Theatre Royal Drury Lane,The Old Vic,,,A,medium,Chapter 3
107,Where is the Prado Museum?,Madrid,Barcelona,,,A,medium,Chapter 3
108,Where is La Tomatina festival celebrated?,Spain,Italy,,,A,medium,Chapter 3
109,Which artist founded the Cubist movement?,Pablo Picasso,Georges Braque,Juan Gris,,A,hard,Chapter 3
110,Which composer wrote 'The Planets'?,Gustav Holst,Edward Elgar,Ralph Vaughan Williams,,A,hard,Chapter 3
111,Who designed the Fallingwater house?,Frank Lloyd Wright,Le Corbusier,Mies van der Rohe,,A,hard,Chapter 3
112,Who wrote 'Beloved'?,Toni Morrison,Alice Walker,Maya Angelou,,A,hard,Chapter 3
113,What is the national dance of Brazil?,Samba,Bossa Nova,Capoeira,,A,hard,Chapter 3
114,Who created 'The Age of Bronze'?,Auguste Rodin,Camille Claudel,Antoine Bourdelle,,A,hard,Chapter 3
115,Who directed 'Rashomon'?,Akira Kurosawa,Yasujirō Ozu,Kenji Mizoguchi,,A,hard,Chapter 3
116,Who wrote 'The Importance of Being Earnest'?,Oscar Wilde,George Bernard Shaw,Noël Coward,,A,hard,Chapter 3
117,Where is Angkor Wat located?,Cambodia,Thailand,Vietnam,,A,hard,Chapter 3
118,What is the art of Japanese flower arrangement?,Ikebana,Bonsai,Origami,,A,hard,Chapter 3
119,Which artist painted 'The Garden of Earthly Delights'?,Hieronymus Bosch,Pieter Bruegel,Jan van Eyck,Rogier van der Weyden,A,expert,Chapter 3
120,How many symphonies did Mahler complete?,9,10,8,11,A,expert,Chapter 3
121,Who designed the Barcelona Pavilion?,Mies van der Rohe,Antoni Gaudí,Le Corbusier,Walter Gropius,A,expert,Chapter 3
122,Who wrote 'Mrs Dalloway'?,Virginia Woolf,Katherine Mansfield,Vita Sackville-West,E.M. Forster,A,expert,Chapter 3
123,Who founded the Ballets Russes?,Sergei Diaghilev,George Balanchine,Michel Fokine,Vaslav Nijinsky,A,expert,Chapter 3
124,Who sculpted 'L'Homme qui marche'?,Alberto Giacometti,Henry Moore,Barbara Hepworth,Jean Arp,A,expert,Chapter 3
125,Who directed 'Bicycle Thieves'?,Vittorio De Sica,Roberto Rossellini,Luchino Visconti,Federico Fellini,A,expert,Chapter 3
126,Who wrote 'Long Day's Journey into Night'?,Eugene O,",
                    ",",
                    ",",
                    ",A,expert,Chapter 3
127,What year did the Guggenheim in New York open?,1959,1956,1962,1965,A,expert,Chapter 3
128,What is the Turkish art of marbled paper?,Ebru,Batik,Ikat,Shibori,A,expert,Chapter 3
129,What pigment did Yves Klein patent?,International Klein Blue or IKB,,,,A,extreme,Chapter 3
130,What is Schoenberg's twelve-tone technique called?,Serialism or Dodecaphony,,,,A,extreme,Chapter 3
131,What is Le Corbusier's real name?,Charles-Édouard Jeanneret,,,,A,extreme,Chapter 3
132,What is Proust's seven-volume novel called?,In Search of Lost Time or Remembrance of Things Past,,,,A,extreme,Chapter 3
133,What is Martha Graham's dance technique principle?,Contraction and release,,,,A,extreme,Chapter 3
134,What movement did Naum Gabo co-found?,Constructivism,,,,A,extreme,Chapter 3
135,What is Eisenstein's montage theory called?,Intellectual montage or montage of attractions,,,,A,extreme,Chapter 3
136,What is Stanislavski's acting system foundation?,Emotional memory or affective memory,,,,A,extreme,Chapter 3
137,What is the oldest UNESCO World Heritage site?,Galápagos Islands,,,,A,extreme,Chapter 3
138,What is the Venetian masquerade ball called?,Carnevale di Venezia or Venice Carnival,,,,A,extreme,Chapter 3
139,Jazz originated in New Orleans.,True,False,,,A,easy,Chapter 4
140,The Great Wall of China is visible from space.,False,True,,,A,easy,Chapter 4
141,Impressionism began in France.,False,True,,,B,easy,Chapter 4
142,The Odyssey was written by Homer.,True,False,,,A,easy,Chapter 4
143,Hip-hop dance originated in New York.,False,True,,,B,easy,Chapter 4
144,The Oscars are awarded annually.,True,False,,,A,easy,Chapter 4
145,The Sphinx is in Egypt.,True,False,,,B,easy,Chapter 4
146,Kabuki is a Japanese theater form.,False,True,,,B,easy,Chapter 4
147,Rock and roll began in the 1950s.,True,False,,,A,easy,Chapter 4
148,Surrealism explored the unconscious mind.,False,True,,,B,easy,Chapter 4
149,Who composed 'The Nutcracker'?,Tchaikovsky,Stravinsky,,,A,medium,Chapter 4
150,What style is Notre-Dame Cathedral?,Gothic,Romanesque,,,A,medium,Chapter 4
151,Who painted 'American Gothic'?,Grant Wood,Edward Hopper,,,A,medium,Chapter 4
152,Who wrote 'The Great Gatsby'?,F. Scott Fitzgerald,Ernest Hemingway,,,A,medium,Chapter 4
153,What is the Cuban dance with African roots?,Rumba,Mambo,,,A,medium,Chapter 4
154,Who directed 'Psycho'?,Alfred Hitchcock,Billy Wilder,,,A,medium,Chapter 4
155,What is the Terracotta Army made of?,Clay,Stone,,,A,medium,Chapter 4
156,What theater hosts the Tony Awards?,Broadway,West End,,,A,medium,Chapter 4
157,Where is the British Museum?,London,Edinburgh,,,A,medium,Chapter 4
158,What is the art of making decorative knots?,Macramé,Crochet,,,A,medium,Chapter 4
159,Which composer wrote 'Rhapsody in Blue'?,George Gershwin,Aaron Copland,Leonard Bernstein,,A,hard,Chapter 4
160,Who designed the Sagrada Família?,Antoni Gaudí,Santiago Calatrava,Rafael Moneo,,A,hard,Chapter 4
161,Which artist created the 'Campbell's Soup Cans'?,Andy Warhol,Roy Lichtenstein,Jasper Johns,,A,hard,Chapter 4
162,Who wrote 'Invisible Man'?,Ralph Ellison,James Baldwin,Richard Wright,,A,hard,Chapter 4
163,What is the traditional Hawaiian dance?,Hula,Kahiko,Auana,,A,hard,Chapter 4
164,Who directed 'Spirited Away'?,Hayao Miyazaki,Isao Takahata,Mamoru Hosoda,,A,hard,Chapter 4
165,Who created 'The Burghers of Calais'?,Auguste Rodin,Aristide Maillol,Camille Claudel,,A,hard,Chapter 4
166,Who wrote 'The Cherry Orchard'?,Anton Chekhov,Maxim Gorky,Ivan Turgenev,,A,hard,Chapter 4
167,Where is the ancient city of Pompeii?,Italy,Greece,Turkey,,A,hard,Chapter 4
168,What is Brazil's famous carnival city?,Rio de Janeiro,São Paulo,Salvador,,A,hard,Chapter 4
169,Which composer pioneered musique concrète?,Pierre Schaeffer,Karlheinz Stockhausen,Edgar Varèse,John Cage,A,expert,Chapter 4
170,Who designed Villa Savoye?,Le Corbusier,Mies van der Rohe,Walter Gropius,Philip Johnson,A,expert,Chapter 4
171,Which artist founded Orphism?,Robert Delaunay,Sonia Delaunay,Francis Picabia,Fernand Léger,A,expert,Chapter 4
172,Who wrote 'The Sound and the Fury'?,William Faulkner,Thomas Wolfe,John Steinbeck,Sinclair Lewis,A,expert,Chapter 4
173,Who choreographed 'Appalachian Spring'?,Martha Graham,Doris Humphrey,Katherine Dunham,Pearl Primus,A,expert,Chapter 4
174,Who directed 'Persona'?,Ingmar Bergman,Lars von Trier,Carl Theodor Dreyer,Roy Andersson,A,expert,Chapter 4
175,Who created 'Fountain' (the urinal)?,Marcel Duchamp,Man Ray,Francis Picabia,Hans Arp,A,expert,Chapter 4
176,Who wrote 'The Iceman Cometh'?,Eugene O,",
                    ",",
                    ",",
                    ",A,expert,Chapter 4
177,What year did the Met Museum open?,1870,1865,1875,1880,A,expert,Chapter 4
178,What is the Welsh art of love spoons called?,Welsh love spoons,Caru,Llwyau Caru,Cymraeg,C,expert,Chapter 4
179,What is Messiaen's compositional technique using bird songs?,Ornithological transcription,,,,A,extreme,Chapter 4
180,What is Kahn's concept of served and servant spaces?,Served and servant spaces,,,,A,extreme,Chapter 4
181,What is the technique of dripping paint called?,Action painting or drip painting,,,,A,extreme,Chapter 4
182,What is Joyce's stream of consciousness technique called?,Interior monologue,,,,A,extreme,Chapter 4
183,What is Cunningham's use of chance operations called?,Chance procedures or aleatory choreography,,,,A,extreme,Chapter 4
184,What is Godard's jump cut technique called in French?,Saut de l,,,,A,extreme,Chapter 4
185,What is Calder's mobile sculpture technique?,Kinetic sculpture,,,,A,extreme,Chapter 4
186,What is Artaud's theater of cruelty concept?,Theatre of Cruelty or Théâtre de la Cruauté,,,,A,extreme,Chapter 4
187,What UNESCO program protects intangible heritage?,Intangible Cultural Heritage,,,,A,extreme,Chapter 4
188,What is the Korean art of inlay called?,Najeonchilgi or mother-of-pearl inlay,,,,A,extreme,Chapter 4
189,Charles Dickens was a British author.,False,True,,,B,easy,Chapter 5
190,Silent films had no sound.,True,False,,,A,easy,Chapter 5
191,A symphony orchestra has different instruments.,False,True,,,B,easy,Chapter 5
192,Castles were built for defense.,True,False,,,A,easy,Chapter 5
193,Watercolors use water as a medium.,False,True,,,B,easy,Chapter 5
194,Waltz is a ballroom dance.,True,False,,,A,easy,Chapter 5
195,Pantomime uses no words.,False,True,,,B,easy,Chapter 5
196,Bronze is used for casting sculptures.,True,False,,,A,easy,Chapter 5
197,Museums preserve cultural artifacts.,False,True,,,B,easy,Chapter 5
198,Elvis Presley was called the King of Rock.,True,False,,,A,easy,Chapter 5
199,Who wrote 'Moby-Dick'?,Herman Melville,Nathaniel Hawthorne,,,A,medium,Chapter 5
200,What was the first full-length animated film?,Snow White,Fantasia,,,A,medium,Chapter 5
201,Who wrote 'Für Elise'?,Beethoven,Mozart,,,A,medium,Chapter 5
202,What is the tallest building type?,Skyscraper,Tower,,,A,medium,Chapter 5
203,Who painted 'The Last Supper'?,Leonardo da Vinci,Michelangelo,,,A,medium,Chapter 5
204,What is the Russian folk dance?,Troika,Polka,,,A,medium,Chapter 5
205,What is the Greek theater mask called?,Persona,Thespis,,,A,medium,Chapter 5
206,What is Rodin's most famous sculpture?,The Thinker,The Kiss,,,A,medium,Chapter 5
207,Where is Oktoberfest celebrated?,Munich,Berlin,,,A,medium,Chapter 5
208,What is the art of glassmaking?,Glassblowing,Glazing,,,A,medium,Chapter 5
209,Who wrote 'Ulysses'?,James Joyce,Samuel Beckett,Oscar Wilde,,A,hard,Chapter 5
210,Who directed 'Vertigo'?,Alfred Hitchcock,Billy Wilder,John Ford,,A,hard,Chapter 5
211,Which composer wrote 'Boléro'?,Maurice Ravel,Claude Debussy,Erik Satie,,A,hard,Chapter 5
212,Who designed the Chrysler Building?,William Van Alen,Raymond Hood,Cass Gilbert,,A,hard,Chapter 5
213,Which artist painted 'The Persistence of Memory'?,Salvador Dalí,René Magritte,Max Ernst,,A,hard,Chapter 5
214,What is the Spanish gypsy dance?,Flamenco,Paso Doble,Sevillanas,,A,hard,Chapter 5
215,Who wrote 'The Glass Menagerie'?,Tennessee Williams,Arthur Miller,William Inge,,A,hard,Chapter 5
216,Who created 'The Sphere Within Sphere'?,Arnaldo Pomodoro,Henry Moore,Anish Kapoor,,A,hard,Chapter 5
217,Where is the Acropolis located?,Athens,Rome,Cairo,,A,hard,Chapter 5
218,Where is the Uffizi Gallery?,Florence,Venice,Rome,,A,hard,Chapter 5
219,Who wrote 'The Trial'?,Franz Kafka,Hermann Hesse,Thomas Mann,Robert Musil,A,expert,Chapter 5
220,Who directed 'La Dolce Vita'?,Federico Fellini,Luchino Visconti,Michelangelo Antonioni,Pier Paolo Pasolini,A,expert,Chapter 5
221,Which composer wrote 'The Firebird'?,Igor Stravinsky,Sergei Prokofiev,Dmitri Shostakovich,Aram Khachaturian,A,expert,Chapter 5
222,Who designed the Einstein Tower?,Erich Mendelsohn,Bruno Taut,Hans Poelzig,Peter Behrens,A,expert,Chapter 5
223,Which artist painted 'The Treachery of Images'?,René Magritte,Salvador Dalí,Paul Delvaux,Yves Tanguy,A,expert,Chapter 5
224,Who choreographed 'Apollo'?,George Balanchine,Frederick Ashton,Kenneth MacMillan,Jerome Robbins,A,expert,Chapter 5
225,Who wrote 'The Bald Soprano'?,Eugène Ionesco,Samuel Beckett,Jean Genet,Fernando Arrabal,A,expert,Chapter 5
226,Who created 'Endless Column'?,Constantin Brâncuși,Jean Arp,Naum Gabo,Antoine Pevsner,A,expert,Chapter 5
227,What year did MoMA open in New York?,1929,1932,1926,1935,A,expert,Chapter 5
228,What is the Scandinavian art of rosemaling?,Decorative painting,Wood carving,Textile weaving,Glassblowing,A,expert,Chapter 5
229,What is Borges' concept of infinite library?,Library of Babel,,,,A,extreme,Chapter 5
230,What is Tarkovsky's philosophical concept of time in film?,Sculpting in time,,,,A,extreme,Chapter 5
231,What is Cage's silent composition called?,4,,,,A,extreme,Chapter 5
232,What is Wright's organic architecture principle?,Form follows function,,,,A,extreme,Chapter 5
233,What is Rothko's color field painting technique?,Color field painting,,,,A,extreme,Chapter 5
234,What is Pina Bausch's dance theater style called?,Tanztheater,,,,A,extreme,Chapter 5
235,What is Grotowski's poor theater concept?,Poor Theatre or Theatre of 13 Rows,,,,A,extreme,Chapter 5
236,What is Christo's large-scale wrapping called?,Environmental art or wrapping,,,,A,extreme,Chapter 5
237,What is UNESCO's convention year for World Heritage?,1972,,,,A,extreme,Chapter 5
238,What is the Venice Biennale's architecture event called?,Venice Architecture Biennale or La Biennale di Venezia,,,,A,extreme,Chapter 5
239,Sunflowers are often associated with van Gogh.,False,True,,,A,easy,Chapter 6
240,Drums are percussion instruments.,True,False,,,B,easy,Chapter 6
241,The Colosseum is in Rome.,False,True,,,A,easy,Chapter 6
242,Ernest Hemingway wrote 'The Old Man and the Sea'.,True,False,,,B,easy,Chapter 6
243,Salsa originated in Cuba.,False,True,,,B,easy,Chapter 6
244,The Venus de Milo is missing both arms.,True,False,,,A,easy,Chapter 6
245,'The Lion King' is a Disney animated film.,False,True,,,B,easy,Chapter 6
246,The audience sits in the auditorium.,True,False,,,A,easy,Chapter 6
247,The Gateway of India is in Mumbai.,True,False,,,A,easy,Chapter 6
248,The Rolling Stones are a rock band.,False,True,,,B,easy,Chapter 6
249,Who painted 'Guernica'?,Pablo Picasso,Joan Miró,,,A,medium,Chapter 6
250,What instrument has 47 strings?,Piano,Harp,,,B,medium,Chapter 6
251,What gate is a symbol of Berlin?,Brandenburg Gate,Ishtar Gate,,,A,medium,Chapter 6
252,Which art movement did Wassily Kandinsky pioneer?,Abstract Expressionism,Der Blaue Reiter,Suprematism,Constructivism,B,expert,Chapter 6
253,How many Goldberg Variations did Bach write?,30,24,48,32,A,expert,Chapter 6
254,Who designed the city of Chandigarh?,Le Corbusier,Louis Kahn,Frank Lloyd Wright,Mies van der Rohe,A,expert,Chapter 6
255,What is painting with pigments suspended in water?,Watercolor or Aquarelle,,,,A,extreme,Chapter 6
256,What is the term for gradually slowing down?,Ritardando or Rallentando,,,,A,extreme,Chapter 6
257,What is the ornamental band on a building's exterior?,Frieze,,,,A,extreme,Chapter 6
258,What is a contradiction that reveals truth?,Paradox,,,,A,extreme,Chapter 6
259,What is the French term for a high kick in ballet?,Grand battement,,,,A,extreme,Chapter 6
260,What is sculpture in the round viewable from all sides?,Freestanding or Sculpture in the round,,,,A,extreme,Chapter 6
261,What editing technique shows simultaneous actions?,Cross-cutting or Parallel editing,,,,A,extreme,Chapter 6
262,What is traditional Vietnamese water puppet theater?,Múa rối nước,,,,A,extreme,Chapter 6
263,What is the famous Spanish tomato-throwing festival?,La Tomatina,,,,A,extreme,Chapter 6
264,What is decorative stitching on the edge of fabric?,Edging or Border work,,,,A,extreme,Chapter 6
265,Claude Monet was an Impressionist painter.,True,False,,,A,easy,Chapter 7
266,Electric guitars need amplifiers.,True,False,,,B,easy,Chapter 7
267,Westminster Abbey is in London.,False,True,,,A,easy,Chapter 7
268,'Charlotte's Web' is about a spider.,True,False,,,B,easy,Chapter 7
269,Breakdancing is part of hip-hop culture.,False,True,,,B,easy,Chapter 7
270,The Liberty Bell is in Philadelphia.,True,False,,,A,easy,Chapter 7
271,'Harry Potter' films are based on books.,True,False,,,B,easy,Chapter 7
272,Comedy makes people laugh.,False,True,,,A,easy,Chapter 7
273,The Sydney Harbour Bridge is steel.,True,False,,,A,easy,Chapter 7
274,David Bowie was a British rock star.,False,True,,,B,easy,Chapter 7
275,Which artist is famous for painting sunflowers?,Claude Monet,Vincent van Gogh,Salvador Dalí,,B,hard,Chapter 7
276,How many symphonies did Beethoven compose?,9,12,7,,A,hard,Chapter 7
277,What is the architectural style of the Taj Mahal?,Mughal,Persian,Ottoman,,A,hard,Chapter 7
278,In which year was 'The Starry Night' painted?,1885,1889,1892,1880,B,expert,Chapter 7
279,What is the musical term for 'very fast'?,Presto,Allegro,Vivace,Largo,A,expert,Chapter 7
280,Who designed the Sydney Opera House?,Frank Lloyd Wright,Le Corbusier,Jørn Utzon,I.M. Pei,C,expert,Chapter 7
281,Who won the first Nobel Prize in Literature?,Sully Prudhomme,Rabindranath Tagore,Rudyard Kipling,W.B. Yeats,A,expert,Chapter 7
282,Which dance form originated in Cuba?,Samba,Rumba,Mambo,Salsa,C,expert,Chapter 7
283,What artistic period is 'The Thinker' from?,Renaissance,Baroque,Modern,Classical,C,expert,Chapter 7
284,Which film won the first Academy Award for Best Picture?,Wings,The Jazz Singer,Sunrise,The Circus,A,expert,Chapter 7
285,What is the oldest surviving play?,Oedipus Rex,Medea,The Persians,Antigone,C,expert,Chapter 7
286,How many years did it take to build the Colosseum?,8 years,15 years,12 years,20 years,A,expert,Chapter 7
287,What year was the British Museum founded?,1753,1801,1725,1789,A,expert,Chapter 7
288,Name the painting technique where pigments are mixed with egg yolk,Tempera or Egg tempera,,,,A,extreme,Chapter 7
289,"What is the Italian term for a piece played with smooth, connected notes?",Legato,,,,A,extreme,Chapter 7
290,What is the classical Greek architectural order with scroll-like ornaments?,Ionic or Ionic order,,,,A,extreme,Chapter 7
291,What poetic form has 14 lines and follows specific rhyme schemes?,Sonnet,,,,A,extreme,Chapter 7
292,What is the lead female dancer in a ballet company called?,Prima ballerina,,,,A,extreme,Chapter 7
