# Subject: Nature

ID,Question,Option A,Option B,Option C,Option D,Correct Answer,Level,Chapter
72,Dolphins are a kind of fish.,False,True,,,A,easy,Plants & Animals
73,The stomach is part of the nervous system.,False,True,,,A,easy,Human Body & Biology
74,Caves can only form in ice.,False,True,,,A,easy,Earth & Weather
75,Male seahorses carry the babies.,False,True,,,B,easy,Plants & Animals
76,Muscles help the body move.,False,True,,,B,easy,Human Body & Biology
77,The water cycle moves water between oceans and sky.,False,True,,,B,easy,Earth & Weather
78,Crocodiles are mammals.,False,True,,,A,easy,Plants & Animals
79,The smallest bone in the human body is the femur.,False,True,,,A,easy,Human Body & Biology
80,Deserts receive heavy rainfall every day.,False,True,,,A,easy,Earth & Weather
81,Honeybees live in colonies with a queen.,False,True,,,B,easy,Plants & Animals
82,Regular exercise strengthens the heart.,False,True,,,B,easy,Human Body & Biology
83,Mount Everest is located in Europe.,False,True,,,A,easy,Earth & Weather
84,Bats hunt insects using echoes.,True,False,,,A,easy,Plants & Animals
85,The human skeleton contains exactly ten bones.,False,True,,,A,easy,Human Body & Biology
86,Seawater is salty.,False,True,,,B,easy,Earth & Weather
87,Whales lay eggs on beaches.,False,True,,,A,easy,Plants & Animals
88,The kidneys are located in the arms.,True,False,,,B,easy,Human Body & Biology
89,The Sun never shines at the South Pole.,False,True,,,A,easy,Earth & Weather
90,Ants live in organized colonies.,False,True,,,B,easy,Plants & Animals
91,The lungs bring oxygen into the blood.,False,True,,,B,easy,Human Body & Biology
92,The Rocky Mountains are in North America.,False,True,,,B,easy,Earth & Weather
93,Slugs have large outer shells.,True,False,,,B,easy,Plants & Animals
94,Human ears contain no bones.,True,False,,,B,easy,Human Body & Biology
95,Hurricanes form over land.,False,True,,,A,easy,Earth & Weather
96,Octopuses have eight arms.,True,False,,,A,easy,Plants & Animals
97,The skin protects the body from germs.,True,False,,,A,easy,Human Body & Biology
98,A peninsula is completely surrounded by water.,True,False,,,B,easy,Earth & Weather
99,Reptiles are cold-blooded animals.,True,False,,,A,easy,Plants & Animals
100,The human heart has five chambers.,False,True,,,A,easy,Human Body & Biology
101,Which ocean is bigger: the Atlantic or the Pacific?,the Atlantic,the Pacific,,,B,medium,Earth & Weather
102,Which is faster: a lion or a cheetah?,a cheetah,a lion,,,A,medium,Plants & Animals
103,Which organ pumps blood: the heart or the kidney?,the heart,the kidney,,,A,medium,Human Body & Biology
104,Which is the tallest mountain above sea level: K2 or Mount Everest?,K2,Mount Everest,,,A,medium,Earth & Weather
105,Which bird cannot fly: the eagle or the penguin?,the eagle,the penguin,,,B,medium,Plants & Animals
106,Which organs filter the blood: the lungs or the kidneys?,the lungs,the kidneys,,,B,medium,Human Body & Biology
107,Which region is colder: the Arctic or the Sahara?,the Arctic,the Sahara,,,A,medium,Earth & Weather
108,Which animal has eight arms: the squid or the octopus?,the squid,the octopus,,,B,medium,Plants & Animals
109,Which body part contains the femur: the leg or the arm?,the arm,the leg,,,B,medium,Human Body & Biology
110,Which is the largest hot desert?,the Kalahari,the Sahara,,,B,medium,Earth & Weather
111,Which is the largest living ape: the gorilla or the chimpanzee?,the gorilla,the chimpanzee,,,A,medium,Plants & Animals
112,Which is the largest human organ: the heart or the skin?,the skin,the heart,,,A,medium,Human Body & Biology
113,Which continent is the coldest: Australia or Antarctica?,Antarctica,Australia,,,B,medium,Earth & Weather
114,Which insect makes honey: the wasp or the honeybee?,the wasp,the honeybee,,,B,medium,Plants & Animals
115,Which sense uses the ears: smell or hearing?,smell,hearing,,,B,medium,Human Body & Biology
116,Which is deeper: the Baltic Sea or the Mariana Trench?,the Mariana Trench,the Baltic Sea,,,A,medium,Earth & Weather
117,Which reptile has a shell: the lizard or the turtle?,the lizard,the turtle,,,A,medium,Plants & Animals
118,Which eye part lets light enter: the retina or the pupil?,the pupil,the retina,,,A,medium,Human Body & Biology
119,Which river is longer: the Thames or the Nile?,the Nile,the Thames,,,A,medium,Earth & Weather
120,Which mammal lays eggs: the rabbit or the platypus?,the rabbit,the platypus,,,A,medium,Plants & Animals
121,Which organ produces insulin: the liver or the pancreas?,the pancreas,the liver,,,A,medium,Human Body & Biology
122,Which season follows winter: autumn or spring?,spring,autumn,,,B,medium,Earth & Weather
123,Which big cat has stripes: the leopard or the tiger?,the leopard,the tiger,,,B,medium,Plants & Animals
124,Which bone protects the brain: the ribs or the skull?,the ribs,the skull,,,B,medium,Human Body & Biology
125,Which is the largest rainforest: the Black Forest or the Amazon?,the Black Forest,the Amazon,,,A,medium,Earth & Weather
126,Which is the fastest land animal: the giraffe or the cheetah?,the giraffe,the cheetah,,,B,medium,Plants & Animals
127,Which organ stores bile: the spleen or the gallbladder?,the spleen,the gallbladder,,,B,medium,Human Body & Biology
128,Which disaster shakes the ground: a flood or an earthquake?,a flood,an earthquake,,,A,medium,Earth & Weather
129,Which insect produces silk: the locust or the silkworm?,the silkworm,the locust,,,A,medium,Plants & Animals
130,Which teeth tear food: the molars or the canines?,the canines,the molars,,,A,medium,Human Body & Biology
131,Which is the largest coral reef system: the Belize Barrier Reef or the Great Barrier Reef?,the Great Barrier Reef,the Belize Barrier Reef,,,B,medium,Earth & Weather
132,Which bird symbolizes peace: the crow or the dove?,the dove,the crow,,,B,medium,Plants & Animals
133,Where is the smallest human bone: the foot or the ear?,the foot,the ear,,,B,medium,Human Body & Biology
134,Which storm is a spinning funnel of wind: a monsoon or a tornado?,a monsoon,a tornado,,,A,medium,Earth & Weather
135,Which reptile changes color: the iguana or the chameleon?,the chameleon,the iguana,,,A,medium,Plants & Animals
136,Which organ produces bile: the gallbladder or the liver?,the liver,the gallbladder,,,A,medium,Human Body & Biology
137,Which is the largest island: Iceland or Greenland?,Greenland,Iceland,,,B,medium,Earth & Weather
138,Which penguin is the largest: the rockhopper penguin or the emperor penguin?,the emperor penguin,the rockhopper penguin,,,A,medium,Plants & Animals
139,Which body system includes the lungs: the digestive system or the respiratory system?,the digestive system,the respiratory system,,,B,medium,Human Body & Biology
140,Which mineral is table salt: quartz or halite?,quartz,halite,,,A,medium,Earth & Weather
141,Which animal is called the ship of the desert: the horse or the camel?,the horse,the camel,,,B,medium,Plants & Animals
142,Which vessels carry blood away from the heart: veins or arteries?,veins,arteries,,,B,medium,Human Body & Biology
143,Which lake is famously salty: Lake Superior or the Dead Sea?,Lake Superior,the Dead Sea,,,A,medium,Earth & Weather
144,Which spider is dangerously venomous: the house spider or the black widow?,the house spider,the black widow,,,B,medium,Plants & Animals
145,Which brain part controls balance: the cerebrum or the cerebellum?,the cerebellum,the cerebrum,,,A,medium,Human Body & Biology
146,Which waterfall is the tallest: Niagara Falls or Angel Falls?,Angel Falls,Niagara Falls,,,B,medium,Earth & Weather
147,Which group includes frogs: mammals or amphibians?,amphibians,mammals,,,A,medium,Plants & Animals
148,Which organ sits behind the ribs: the bladder or the heart?,the heart,the bladder,,,A,medium,Human Body & Biology
149,Which climate is drier: a rainforest or a desert?,a desert,a rainforest,,,B,medium,Earth & Weather
150,Which snake is longer: the garden snake or the reticulated python?,the garden snake,the reticulated python,,,B,medium,Plants & Animals
151,Which vitamin do we make from sunlight: vitamin C or vitamin D?,vitamin C,vitamin D,,,B,medium,Human Body & Biology
152,Which rock forms from cooling magma: sedimentary or igneous?,sedimentary,igneous,,,A,medium,Earth & Weather
153,Which fish is the largest: the clownfish or the whale shark?,the whale shark,the clownfish,,,A,medium,Plants & Animals
154,Which cells carry oxygen: white blood cells or red blood cells?,red blood cells,white blood cells,,,A,medium,Human Body & Biology
155,Which process wears mountains down: eruption or erosion?,erosion,eruption,,,B,medium,Earth & Weather
156,Which big cat swims well: the lynx or the tiger?,the lynx,the tiger,,,A,medium,Plants & Animals
157,Which joint connects forearm to upper arm: the knee or the elbow?,the knee,the elbow,,,B,medium,Human Body & Biology
158,Which pole has penguins in the wild: the North Pole or the South Pole?,the North Pole,the South Pole,,,A,medium,Earth & Weather
159,Which whale is the largest animal ever: the orca or the blue whale?,the orca,the blue whale,,,B,medium,Plants & Animals
160,Which organ stores urine: the small intestine or the bladder?,the bladder,the small intestine,,,A,medium,Human Body & Biology
161,Which Earth layer is hottest: the crust or the inner core?,the inner core,the crust,,,B,medium,Earth & Weather
162,Which rodent builds dams: the otter or the beaver?,the beaver,the otter,,,A,medium,Plants & Animals
163,Which part of the eye focuses light: the cornea or the lens?,the cornea,the lens,,,B,medium,Human Body & Biology
164,Which is the softest mineral: feldspar or talc?,talc,feldspar,,,B,medium,Earth & Weather
165,Which snake is venomous: the python or the king cobra?,the python,the king cobra,,,B,medium,Plants & Animals
166,Which hormone regulates blood sugar: adrenaline or insulin?,insulin,adrenaline,,,A,medium,Human Body & Biology
167,Which ocean lies between Africa and Australia: the Arctic Ocean or the Indian Ocean?,the Arctic Ocean,the Indian Ocean,,,A,medium,Earth & Weather
168,Which mammal truly flies: the flying squirrel or the bat?,the flying squirrel,the bat,,,B,medium,Plants & Animals
169,Which tube carries food to the stomach: the trachea or the esophagus?,the esophagus,the trachea,,,A,medium,Human Body & Biology
170,Which rock floats on water: granite or pumice?,pumice,granite,,,B,medium,Earth & Weather
171,Which bird cannot fly: the ostrich or the swan?,the ostrich,the swan,,,A,medium,Plants & Animals
172,Which is the largest artery: the vena cava or the aorta?,the vena cava,the aorta,,,B,medium,Human Body & Biology
173,Which is a metamorphic rock: sandstone or marble?,sandstone,marble,,,A,medium,Earth & Weather
174,Which insects live with a queen: butterflies or bees?,butterflies,bees,,,B,medium,Plants & Animals
175,Which nutrient builds muscle: sugar or protein?,protein,sugar,,,A,medium,Human Body & Biology
176,Which current warms Western Europe: the California Current or the Gulf Stream?,the Gulf Stream,the California Current,,,B,medium,Earth & Weather
177,Which shark filter-feeds on plankton: the great white shark or the basking shark?,the basking shark,the great white shark,,,A,medium,Plants & Animals
178,Which organ stores and churns food: the large intestine or the stomach?,the stomach,the large intestine,,,A,medium,Human Body & Biology
179,What kind of rock is granite: metamorphic or igneous?,igneous,metamorphic,,,A,medium,Earth & Weather
180,Which mammal wears quills: the hedgehog or the porcupine?,the hedgehog,the porcupine,,,B,medium,Plants & Animals
181,Which sense detects chemicals in food: touch or taste?,touch,taste,,,B,medium,Human Body & Biology
182,Which atmospheric layer holds most weather: the stratosphere or the troposphere?,the stratosphere,the troposphere,,,A,medium,Earth & Weather
183,Which bird mimics sounds superbly: the penguin or the lyrebird?,the lyrebird,the penguin,,,A,medium,Plants & Animals
184,Which cells defend against germs: red blood cells or white blood cells?,white blood cells,red blood cells,,,A,medium,Human Body & Biology
185,Which desert is the driest: the Mojave or the Atacama?,the Atacama,the Mojave,,,B,medium,Earth & Weather
186,Which marsupial rides in a pouch: the sloth or the koala?,the koala,the sloth,,,A,medium,Plants & Animals
187,Which joint type is the shoulder: a hinge joint or a ball-and-socket joint?,a hinge joint,a ball-and-socket joint,,,B,medium,Human Body & Biology
188,Which gas contributes to acid rain: oxygen or sulfur dioxide?,oxygen,sulfur dioxide,,,A,medium,Earth & Weather
189,Which fish swims upstream to spawn: the tuna or the salmon?,the tuna,the salmon,,,B,medium,Plants & Animals
190,Which mineral strengthens bones: potassium or calcium?,potassium,calcium,,,B,medium,Human Body & Biology
191,Which current circles Antarctica: the Canary Current or the Antarctic Circumpolar Current?,the Antarctic Circumpolar Current,the Canary Current,,,A,medium,Earth & Weather
192,Which insect transmits malaria: the housefly or the mosquito?,the mosquito,the housefly,,,A,medium,Plants & Animals
193,Which organs remove urea: the stomach or the kidneys?,the stomach,the kidneys,,,B,medium,Human Body & Biology
194,Which famous geyser erupts in Yellowstone: Angel Falls or Old Faithful?,Old Faithful,Angel Falls,,,B,medium,Earth & Weather
195,Which animals have feathers: bats or birds?,birds,bats,,,A,medium,Plants & Animals
196,Which tooth part sits above the gum: the root or the crown?,the crown,the root,,,A,medium,Human Body & Biology
197,Which lake has the largest surface area of freshwater: Lake Baikal or Lake Superior?,Lake Superior,Lake Baikal,,,B,medium,Earth & Weather
198,Which marsupial is a famous hopper: the wombat or the kangaroo?,the wombat,the kangaroo,,,B,medium,Plants & Animals
199,Which is the hardest substance in the human body: bone or tooth enamel?,tooth enamel,bone,,,A,medium,Human Body & Biology
200,Which monsoon brings summer rain to India: the northeast monsoon or the southwest monsoon?,the southwest monsoon,the northeast monsoon,,,B,medium,Earth & Weather
201,Which land animal has the highest blood pressure?,the walrus,the hippopotamus,the giraffe,,C,hard,Plants & Animals
202,Which nerve is the longest in the human body?,the optic nerve,the vagus nerve,the sciatic nerve,,C,hard,Human Body & Biology
203,Which mineral is the main component of marble?,gypsum,calcite,quartz,,B,hard,Earth & Weather
204,Which bird has the largest wingspan?,the wandering albatross,the Andean condor,the golden eagle,,A,hard,Plants & Animals
205,How many chambers does the human heart have?,four,three,two,,A,hard,Human Body & Biology
206,Which is the deepest lake in the world?,the Caspian Sea,Lake Baikal,Lake Tanganyika,,B,hard,Earth & Weather
207,Which animal group has the most described species?,birds,insects,fish,,B,hard,Plants & Animals
208,Where is the pituitary gland located?,at the base of the brain,behind the sternum,above the kidneys,,A,hard,Human Body & Biology
209,Which atmospheric layer contains the ozone layer?,the mesosphere,the ionosphere,the stratosphere,,C,hard,Earth & Weather
210,Which mammal has the longest pregnancy?,the blue whale,the African elephant,the orangutan,,B,hard,Plants & Animals
211,How many pairs of ribs does a typical adult have?,fourteen pairs,twelve pairs,ten pairs,,B,hard,Human Body & Biology
212,What is the most abundant gas in volcanic eruptions?,hydrogen sulfide,hydrogen chloride,water vapor,,C,hard,Earth & Weather
213,Which bird lays the largest egg?,the albatross,the emu,the ostrich,,C,hard,Plants & Animals
214,Which chamber pumps blood to the whole body?,the right ventricle,the left ventricle,the left atrium,,B,hard,Human Body & Biology
215,Which is the largest desert on Earth?,the Antarctic Desert,the Taklamakan,the Arabian Desert,,A,hard,Earth & Weather
216,Which big cat cannot roar?,the snow leopard,the jaguar,the cougar,,A,hard,Plants & Animals
217,Which hormone does the pineal gland produce?,cortisol,dopamine,melatonin,,C,hard,Human Body & Biology
218,What is the study of earthquakes called?,geodesy,seismology,vulcanology,,B,hard,Earth & Weather
219,Which fish can deliver electric shocks?,the piranha,the anglerfish,the electric eel,,C,hard,Plants & Animals
220,How many vertebrae are in the human neck?,seven,twelve,five,,A,hard,Human Body & Biology
221,What causes the aurora borealis?,sound waves in the upper air,reflected moonlight,charged particles from the Sun,,C,hard,Earth & Weather
222,Which animal has blue blood?,the horseshoe crab,the snapping turtle,the bullfrog,,A,hard,Plants & Animals
223,Where does fertilization normally occur in humans?,in the uterus,in the ovary,in the fallopian tube,,C,hard,Human Body & Biology
224,What is the main chemical component of limestone?,calcium carbonate,calcium sulfate,calcium silicate,,A,hard,Earth & Weather
225,Which reptile commonly lives longest?,the saltwater crocodile,the Komodo dragon,the giant tortoise,,C,hard,Plants & Animals
226,What is the scientific name of the windpipe?,the larynx,the trachea,the esophagus,,B,hard,Human Body & Biology
227,About what percentage of Earth's surface do oceans cover?,about 50 percent,about 71 percent,about 85 percent,,B,hard,Earth & Weather
228,Which snake has the longest fangs?,the black mamba,the gaboon viper,the king cobra,,B,hard,Plants & Animals
229,What is normal human body temperature?,about 42 degrees Celsius,about 37 degrees Celsius,about 31 degrees Celsius,,B,hard,Human Body & Biology
230,Which body has the greatest tidal effect on Earth?,Canopus,the Sun,the Moon,,C,hard,Earth & Weather
231,Which animal has the largest eyes?,the colossal squid,the ostrich,the elephant seal,,A,hard,Plants & Animals
232,How many bones are in the adult human ear?,three,eight,seven,,A,hard,Human Body & Biology
233,Which is the largest ice sheet on Earth?,the Antarctic ice sheet,the Greenland ice sheet,the Patagonian ice field,,A,hard,Earth & Weather
234,Which bird dives the fastest?,the peregrine falcon,the gyrfalcon,the common swift,,A,hard,Plants & Animals
235,Which is the largest part of the human brain?,the cerebrum,the cerebellum,the brainstem,,A,hard,Human Body & Biology
236,Which is the deepest ocean trench?,the Puerto Rico Trench,the Java Trench,the Mariana Trench,,C,hard,Earth & Weather
237,Which mammal has the most teeth?,the rhinoceros,the giant armadillo,the sheep,,B,hard,Plants & Animals
238,Which vitamin is made by gut bacteria?,vitamin A,vitamin K,vitamin E,,B,hard,Human Body & Biology
239,What is molten rock underground called?,magma,obsidian,lava,,A,hard,Earth & Weather
240,Which animal group do corals belong to?,mollusks,cnidarians,echinoderms,,B,hard,Plants & Animals
241,What is the scientific name of the voice box?,the bronchus,the pharynx,the larynx,,C,hard,Human Body & Biology
242,What is the largest cold desert on Earth?,Patagonian,Antarctica,Gobi,,B,hard,Earth & Weather
243,Which insect is strongest for its body size?,the dung beetle,the rhinoceros beetle,the leafcutter ant,,A,hard,Plants & Animals
244,Which pigment darkens skin and hair?,collagen,keratin,melanin,,C,hard,Human Body & Biology
245,Which is the largest bay in the world?,the Bay of Bengal,Hudson Bay,the Bay of Biscay,,A,hard,Earth & Weather
246,Which frog is the most poisonous?,the leopard frog,the golden poison frog,the cane toad,,B,hard,Plants & Animals
247,Which gland is called the master gland?,the adrenal gland,the pituitary gland,the thyroid gland,,B,hard,Human Body & Biology
248,What is the main component of natural gas?,butane,methane,propane,,B,hard,Earth & Weather
249,Which whale has the longest tooth?,the narwhal,the sperm whale,the beluga,,A,hard,Plants & Animals
250,What is the scientific name of the kneecap?,the patella,the tibia,the fibula,,A,hard,Human Body & Biology
251,Which is the longest mountain range on land?,the Andes,the Rockies,the Himalayas,,A,hard,Earth & Weather
252,Which fish is considered the fastest swimmer?,the bluefin tuna,the wahoo,the sailfish,,C,hard,Plants & Animals
253,What is the most abundant protein in the human body?,collagen,myosin,hemoglobin,,A,hard,Human Body & Biology
254,What causes the green flash at sunset?,atmospheric refraction,floating algae,lightning,,A,hard,Earth & Weather
255,Which moth darkened in industrial England?,the atlas moth,the luna moth,the peppered moth,,C,hard,Plants & Animals
256,What is the main function of hemoglobin?,fighting infection,carrying oxygen,clotting blood,,B,hard,Human Body & Biology
257,What is the study of caves called?,hydrology,geology,speleology,,C,hard,Earth & Weather
258,Which penguin breeds through the Antarctic winter?,the adelie penguin,the emperor penguin,the chinstrap penguin,,B,hard,Plants & Animals
259,How many pairs of cranial nerves do humans have?,nine pairs,eleven pairs,twelve pairs,,C,hard,Human Body & Biology
260,Which river carries the most water to the sea?,the Amazon,the Nile,the Yangtze,,A,hard,Earth & Weather
261,Which insect can live for decades?,the mayfly,the queen termite,the periodical cicada,,B,hard,Plants & Animals
262,What is the largest internal organ in the human body?,the liver,the skin,the colon,,A,hard,Human Body & Biology
263,What is a space rock that reaches the ground called?,a meteoroid,a meteorite,a meteor,,B,hard,Earth & Weather
264,Which seabird can sleep on the wing?,the frigatebird,the gannet,the puffin,,A,hard,Plants & Animals
265,Which glands sit on top of the kidneys?,the thymus,the adrenal glands,the pancreas,,B,hard,Human Body & Biology
266,Which warm alpine wind melts mountain snow?,the sirocco,the mistral,the foehn,,C,hard,Earth & Weather
267,Which mammal has no teeth at all?,the giant anteater,the manatee,the aardvark,,A,hard,Plants & Animals
268,What is the largest part of the hindbrain?,the medulla oblongata,the pons,the cerebellum,,C,hard,Human Body & Biology
269,Which mineral is most common in beach sand?,mica,olivine,quartz,,C,hard,Earth & Weather
270,Which animal famously has three hearts?,the jellyfish,the sea star,the octopus,,C,hard,Plants & Animals
271,Which muscle is strongest for its size?,the tongue,the biceps,the masseter,,C,hard,Human Body & Biology
272,What is the deepest point in the Mariana Trench called?,Horizon Deep,Challenger Deep,the Milne Deep,,B,hard,Earth & Weather
273,Which insect navigates by the Milky Way?,the monarch butterfly,the honeybee,the dung beetle,,C,hard,Plants & Animals
274,What is a normal adult resting heart rate?,120 to 150 beats per minute,20 to 40 beats per minute,60 to 100 beats per minute,,C,hard,Human Body & Biology
275,Which delta is the largest in the world?,the Ganges Delta,the Nile Delta,the Mekong Delta,,A,hard,Earth & Weather
276,Which fish can walk on land?,the mudskipper,the catfish,the guppy,,A,hard,Plants & Animals
277,How many pairs of chromosomes do humans have?,twenty-three pairs,twenty-two pairs,twenty-four pairs,,A,hard,Human Body & Biology
278,Which sea has unusually high salinity?,the Black Sea,the Red Sea,the Aral Sea,,B,hard,Earth & Weather
279,Which mammal sleeps the most hours per day?,the elephant,the dolphin,the koala,,C,hard,Plants & Animals
280,Which eye cells detect color?,cones,rods,ganglion cells,,A,hard,Human Body & Biology
281,Which scale rates tornado intensity?,the Saffir-Simpson scale,the Fujita scale,the Beaufort scale,,B,hard,Earth & Weather
282,Which animal makes the longest migration?,the caribou,the Arctic tern,the humpback whale,,B,hard,Plants & Animals
283,Which is the longest bone in the human body?,the humerus,the ulna,the femur,,C,hard,Human Body & Biology
284,What is permanently frozen ground called?,permafrost,loess,taiga,,A,hard,Earth & Weather
285,Which rodent is the largest?,the beaver,the capybara,the porcupine,,B,hard,Plants & Animals
286,Which brain region regulates body temperature?,the thalamus,the hypothalamus,the hippocampus,,B,hard,Human Body & Biology
287,Which country has the most natural lakes?,Russia,Finland,Canada,,C,hard,Earth & Weather
288,Which bird lays the smallest egg?,the bee hummingbird,the wren,the sparrow,,A,hard,Plants & Animals
289,What is the main job of the spleen?,producing bile,absorbing nutrients,filtering blood and storing immune cells,,C,hard,Human Body & Biology
290,What is a dry desert riverbed called?,a playa,a wadi,an alluvial fan,,B,hard,Earth & Weather
291,Which marsupial has cube-shaped droppings?,the wombat,the koala,the wallaby,,A,hard,Plants & Animals
292,What is the medical name of the collarbone?,the clavicle,the scapula,the sternum,,A,hard,Human Body & Biology
293,What causes the Coriolis effect?,Earth's rotation,the Moon's pull,ocean currents,,A,hard,Earth & Weather
294,Which shark was found to produce its own light?,the whale shark,the kitefin shark,the hammerhead,,B,hard,Plants & Animals
295,Which artery is felt at the wrist?,the carotid artery,the radial artery,the femoral artery,,B,hard,Human Body & Biology
296,Which volcano is the tallest known on Mars?,Tharsis Montes,Elysium Mons,Olympus Mons,,C,hard,Earth & Weather
297,Which bird has the longest beak for its body size?,the toucan,the pelican,the sword-billed hummingbird,,C,hard,Plants & Animals
298,What is the final section of the large intestine?,the duodenum,the rectum,the cecum,,B,hard,Human Body & Biology
299,What is the study of fossils called?,stratigraphy,archaeology,paleontology,,C,hard,Earth & Weather
300,Which mammal has the shortest pregnancy?,the rabbit,the mouse,the opossum,,C,hard,Plants & Animals
301,About how many neurons are in the adult human brain?,about 860 million,about 86 billion,about 8.6 billion,about 860 billion,B,expert,Human Body & Biology
302,What is the physical state of Earth's inner core?,gaseous hydrogen,liquid iron and sulfur,solid iron and nickel,molten silicate rock,C,expert,Earth & Weather
303,How many compartments does a cow's stomach have?,fifty,ten,four,nine,C,expert,Plants & Animals
304,Which tissue connects muscle to bone?,fascia,a ligament,a tendon,cartilage,C,expert,Human Body & Biology
