# Subject: Science

ID,Question,Option A,Option B,Option C,Option D,Correct Answer,Level,Chapter
119,Which planet has the Great Red Spot: Jupiter or Neptune?,Neptune,Jupiter,,,B,medium,Space & Astronomy
120,Who studied wild apes in Africa: Marie Curie or Jane Goodall?,Marie Curie,Jane Goodall,,,B,medium,Scientists & Discoveries
121,Which acid is found in lemons: lactic acid or citric acid?,citric acid,lactic acid,,,B,medium,Physics & Chemistry
122,Which object orbits Earth: Venus or the International Space Station?,the International Space Station,Venus,,,A,medium,Space & Astronomy
123,Who invented the telephone: Guglielmo Marconi or Alexander Graham Bell?,Guglielmo Marconi,Alexander Graham Bell,,,A,medium,Scientists & Discoveries
124,Which is a noble gas: argon or nitrogen?,argon,nitrogen,,,A,medium,Physics & Chemistry
125,Which is a dwarf planet: Uranus or Pluto?,Pluto,Uranus,,,A,medium,Space & Astronomy
126,Who discovered radium: Marie Curie or Irene Joliot-Curie?,Irene Joliot-Curie,Marie Curie,,,B,medium,Scientists & Discoveries
127,Which metal is magnetic: aluminum or iron?,iron,nickel,,,A,medium,Physics & Chemistry
128,Which planet is nearest the Sun: Earth or Mercury?,Earth,Mercury,,,B,medium,Space & Astronomy
129,Who developed general relativity: Albert Einstein or Henri Poincare?,Henri Poincare,Albert Einstein,,,B,medium,Scientists & Discoveries
130,Which state of matter keeps its shape: gas or solid?,solid,gas,,,B,medium,Physics & Chemistry
131,Which galaxy holds our solar system: Andromeda or the Milky Way?,the Milky Way,Andromeda,,,A,medium,Space & Astronomy
132,Who discovered the neutron: Ernest Rutherford or James Chadwick?,James Chadwick,Ernest Rutherford,,,A,medium,Scientists & Discoveries
133,Which gas dominates the Sun: oxygen or hydrogen?,hydrogen,oxygen,,,B,medium,Physics & Chemistry
134,Which planet orbits tilted almost completely on its side: Titania or Uranus?,Uranus,Titania,,,A,medium,Space & Astronomy
135,Who made the first powered airplane flight: Amelia Earhart or the Wright brothers?,the Wright brothers,Amelia Earhart,,,B,medium,Scientists & Discoveries
136,Which metal burns with a bright white flame: zinc or magnesium?,zinc,magnesium,,,A,medium,Physics & Chemistry
137,Which body is Earth's natural satellite: Phobos or the Moon?,Phobos,the Moon,,,B,medium,Space & Astronomy
138,Who developed the polio vaccine: Jonas Salk or Louis Pasteur?,Jonas Salk,Louis Pasteur,,,A,medium,Scientists & Discoveries
139,Which household liquid is acidic: soap or vinegar?,vinegar,soap,,,B,medium,Physics & Chemistry
140,Which planet has the most known moons: Jupiter or Saturn?,Saturn,Jupiter,,,A,medium,Space & Astronomy
141,Who discovered blood circulation: Claudius Galen or William Harvey?,William Harvey,Claudius Galen,,,A,medium,Scientists & Discoveries
142,Which element has the symbol Fe: cadmium or iron?,iron,cadmium,,,A,medium,Physics & Chemistry
143,Which constellation holds the North Star: Orion or Ursa Minor?,Orion,Ursa Minor,,,B,medium,Space & Astronomy
144,Who invented dynamite: Thomas Edison or Alfred Nobel?,Thomas Edison,Alfred Nobel,,,A,medium,Scientists & Discoveries
145,Which gas does breathing mainly add to exhaled air: nitrous oxide or carbon dioxide?,nitrous oxide,carbon dioxide,,,B,medium,Physics & Chemistry
146,Which space rock burns up as a meteor: a comet or a meteoroid?,a comet,a meteoroid,,,B,medium,Space & Astronomy
147,Who discovered X-rays: Wilhelm Roentgen or Henri Becquerel?,Henri Becquerel,Wilhelm Roentgen,,,B,medium,Scientists & Discoveries
148,Which is the lightest metal: lead or lithium?,lithium,lead,,,B,medium,Physics & Chemistry
149,Which planet has the greatest axial tilt: Mercury or Uranus?,Uranus,Mercury,,,A,medium,Space & Astronomy
150,Who discovered Uranus: William Herschel or Edwin Hubble?,William Herschel,Edwin Hubble,,,A,medium,Scientists & Discoveries
151,Which acid is in the human stomach: acetic acid or hydrochloric acid?,acetic acid,hydrochloric acid,,,A,medium,Physics & Chemistry
152,Which is a gas giant: Pluto or Neptune?,Pluto,Neptune,,,B,medium,Space & Astronomy
153,Who proposed continental drift: Harry Hess or Alfred Wegener?,Alfred Wegener,Harry Hess,,,B,medium,Scientists & Discoveries
154,Which solution turns red litmus blue: an acid or a base?,a base,an acid,,,B,medium,Physics & Chemistry
155,Which mission first landed humans on the Moon: Gemini 3 or Apollo 11?,Apollo 11,Gemini 3,,,A,medium,Space & Astronomy
156,Who developed the mercury thermometer: Anders Celsius or Daniel Fahrenheit?,Daniel Fahrenheit,Anders Celsius,,,A,medium,Scientists & Discoveries
157,Which element forms diamond: silicon or carbon?,carbon,silicon,,,B,medium,Physics & Chemistry
158,Which star is cooler at its surface: Polaris or Betelgeuse?,Betelgeuse,Polaris,,,A,medium,Space & Astronomy
159,Who coined the word dinosaur: Charles Darwin or Richard Owen?,Richard Owen,Charles Darwin,,,B,medium,Scientists & Discoveries
160,Which metal is most abundant in the Earth's crust: aluminum or silver?,aluminum,silver,,,A,medium,Physics & Chemistry
161,Which star is brightest in our night sky: Betelgeuse or Sirius?,Betelgeuse,Sirius,,,B,medium,Space & Astronomy
162,Who developed the rabies vaccine: Louis Pasteur or Shibasaburo Kitasato?,Louis Pasteur,Shibasaburo Kitasato,,,A,medium,Scientists & Discoveries
163,Which safe gas fills party balloons: hydrogen or helium?,helium,hydrogen,,,B,medium,Physics & Chemistry
164,Which dwarf planet orbits in the asteroid belt: Eris or Ceres?,Ceres,Eris,,,A,medium,Space & Astronomy
165,Who developed the smallpox vaccine: Edward Jenner or Jonas Salk?,Edward Jenner,Jonas Salk,,,A,medium,Scientists & Discoveries
166,Which element has the symbol Au: silver or gold?,silver,gold,,,A,medium,Physics & Chemistry
167,Which is more massive: the rest of the solar system combined or the Sun?,the rest of the solar system combined,the Sun,,,B,medium,Space & Astronomy
168,Who discovered the electron: J. J. Thomson or Ernest Marsden?,Ernest Marsden,J. J. Thomson,,,B,medium,Scientists & Discoveries
169,Which change is chemical: melting ice or rusting iron?,melting ice,rusting iron,,,A,medium,Physics & Chemistry
170,Which event can form a black hole: a solar flare or a supernova?,a supernova,a solar flare,,,A,medium,Space & Astronomy
171,Who proposed the heliocentric model: Ptolemy or Nicolaus Copernicus?,Nicolaus Copernicus,Ptolemy,,,A,medium,Scientists & Discoveries
172,Which metal conducts heat best: silver or plastic?,plastic,silver,,,B,medium,Physics & Chemistry
173,Which spacecraft explored Saturn up close: Magellan or Cassini?,Cassini,Magellan,,,A,medium,Space & Astronomy
174,Who measured Earth's circumference in ancient times: Aristotle or Eratosthenes?,Aristotle,Eratosthenes,,,A,medium,Scientists & Discoveries
175,Which gas smells like rotten eggs: hydrogen sulfide or water vapor?,water vapor,hydrogen sulfide,,,B,medium,Physics & Chemistry
176,Which is the largest volcano in the solar system: Mauna Loa or Olympus Mons?,Olympus Mons,Mauna Loa,,,A,medium,Space & Astronomy
177,Who discovered four moons of Jupiter: Tycho Brahe or Galileo Galilei?,Galileo Galilei,Tycho Brahe,,,B,medium,Scientists & Discoveries
178,Which pH value is neutral: 2 or 7?,7,2,,,B,medium,Physics & Chemistry
179,Which moon orbits Saturn: Ganymede or Titan?,Ganymede,Titan,,,B,medium,Space & Astronomy
180,Who invented the electric battery: Alessandro Volta or Michael Faraday?,Alessandro Volta,Michael Faraday,,,A,medium,Scientists & Discoveries
181,Which color of light has the shortest wavelength: red or violet?,red,violet,,,A,medium,Physics & Chemistry
182,Which object is a ball of ice and dust: an asteroid or a comet?,a comet,an asteroid,,,A,medium,Space & Astronomy
183,Who discovered the first asteroid: Johann Bode or Giuseppe Piazzi?,Giuseppe Piazzi,Johann Bode,,,B,medium,Scientists & Discoveries
184,Which liquid is denser: vegetable oil or honey?,honey,vegetable oil,,,B,medium,Physics & Chemistry
185,Which rover explored Mars: Juno or Curiosity?,Juno,Curiosity,,,B,medium,Space & Astronomy
186,Who formulated the laws of planetary motion: Johannes Kepler or Nicolaus Copernicus?,Johannes Kepler,Nicolaus Copernicus,,,A,medium,Scientists & Discoveries
187,Which material writes in pencils: aluminum or graphite?,graphite,aluminum,,,B,medium,Physics & Chemistry
188,Which is a moon of Jupiter: Titan or Europa?,Europa,Titan,,,A,medium,Space & Astronomy
189,Who discovered electromagnetic induction: Andre Ampere or Michael Faraday?,Andre Ampere,Michael Faraday,,,B,medium,Scientists & Discoveries
190,Which change turns liquid into gas: condensation or evaporation?,condensation,evaporation,,,A,medium,Physics & Chemistry
191,Which planet is colder on average: Uranus or Iapetus?,Iapetus,Uranus,,,B,medium,Space & Astronomy
192,Who mathematically predicted Neptune: William Herschel or Urbain Le Verrier?,Urbain Le Verrier,William Herschel,,,B,medium,Scientists & Discoveries
193,Which element is a liquid metal: bromine or mercury?,mercury,bromine,,,A,medium,Physics & Chemistry
194,Which galaxy will merge with the Milky Way: Triangulum or Andromeda?,Andromeda,Triangulum,,,A,medium,Space & Astronomy
195,Who founded modern taxonomy: Carl Linnaeus or Charles Darwin?,Carl Linnaeus,Charles Darwin,,,A,medium,Scientists & Discoveries
196,Which noble gas is lightest: neon or helium?,helium,oganesson,,,A,medium,Physics & Chemistry
197,Which takes about 225 Earth days to orbit the Sun: Comet Encke or Venus?,Comet Encke,Venus,,,B,medium,Space & Astronomy
198,Who discovered the laws of heredity: Gregor Mendel or Alfred Russel Wallace?,Alfred Russel Wallace,Gregor Mendel,,,B,medium,Scientists & Discoveries
199,Which acid is in vinegar: citric acid or acetic acid?,acetic acid,citric acid,,,B,medium,Physics & Chemistry
200,Which shines brighter in our night sky: Altair or Venus?,Altair,Venus,,,B,medium,Space & Astronomy
201,Who identified the atomic nucleus?,Ernest Rutherford,Niels Bohr,J. J. Thomson,,A,hard,Scientists & Discoveries
202,What is the atomic number of carbon?,6,4,8,,A,hard,Physics & Chemistry
203,What is the approximate surface temperature of Venus?,about 120 degrees Celsius,about 460 degrees Celsius,about 800 degrees Celsius,,B,hard,Space & Astronomy
204,Who proposed the planetary model of the atom?,Werner Heisenberg,Max Planck,Niels Bohr,,C,hard,Scientists & Discoveries
205,What is the approximate pH of strong hydrochloric acid?,about 1,about 13,about 9,,A,hard,Physics & Chemistry
206,Which is the largest moon in the solar system?,Oberon,Callisto,Ganymede,,C,hard,Space & Astronomy
207,Who formulated the uncertainty principle?,Werner Heisenberg,Louis de Broglie,Erwin Schrodinger,,A,hard,Scientists & Discoveries
208,Which is the most abundant element in the universe?,beryllium,astatine,hydrogen,,C,hard,Physics & Chemistry
209,How long does sunlight take to reach Earth?,about 8 minutes,about 20 minutes,about 2 minutes,,A,hard,Space & Astronomy
210,Who first measured the charge-to-mass ratio of the electron?,Eugen Goldstein,J. J. Thomson,Robert Millikan,,B,hard,Scientists & Discoveries
211,Which element has the chemical symbol K?,potassium,calcium,krypton,,A,hard,Physics & Chemistry
212,What is the Kuiper Belt?,a band of asteroids between Mars and Jupiter,a ring of icy bodies beyond Neptune,a cloud of gas around the Sun,,B,hard,Space & Astronomy
213,Who discovered radioactivity?,Paul Villard,Pierre Curie,Henri Becquerel,,C,hard,Scientists & Discoveries
214,Which ion makes a solution acidic?,the chloride ion,the hydrogen ion,the hydroxide ion,,B,hard,Physics & Chemistry
215,What is a light-year?,a unit of brightness,a unit of time,a unit of distance,,C,hard,Space & Astronomy
216,Who discovered the positron?,Patrick Blackett,Clinton Davisson,Carl Anderson,,C,hard,Scientists & Discoveries
217,What is the atomic number of oxygen?,16,8,2,,B,hard,Physics & Chemistry
218,Which is the largest object in the asteroid belt?,Vesta,Ceres,Pallas,,B,hard,Space & Astronomy
219,Who discovered the dwarf planet Pluto?,Clyde Tombaugh,Percival Lowell,William Herschel,,A,hard,Scientists & Discoveries
220,What is the approximate pH of a strong alkali like sodium hydroxide?,about 7,about 1,about 14,,C,hard,Physics & Chemistry
221,The planet Neptune is named after the Roman god of what?,the sky,the underworld,the sea,,C,hard,Space & Astronomy
222,Who coined the biological term cell?,Robert Hooke,Theodor Schwann,Antonie van Leeuwenhoek,,A,hard,Scientists & Discoveries
223,Which subatomic particle has a negative charge?,the proton,the electron,the neutron,,B,hard,Physics & Chemistry
224,Which large galaxy is nearest to the Milky Way?,the Andromeda Galaxy,the Triangulum Galaxy,the Sombrero Galaxy,,A,hard,Space & Astronomy
225,Who invented the lightning rod?,Joseph Henry,Benjamin Franklin,Nikola Tesla,,B,hard,Scientists & Discoveries
226,What is the boiling point of water in Fahrenheit?,180 degrees Fahrenheit,212 degrees Fahrenheit,100 degrees Fahrenheit,,B,hard,Physics & Chemistry
227,Which object spins hundreds of times each second?,a neutron star,a red giant,a brown dwarf,,A,hard,Space & Astronomy
228,Who predicted the existence of antimatter?,Wolfgang Pauli,Enrico Fermi,Paul Dirac,,C,hard,Scientists & Discoveries
229,Which is the most abundant metal in the Earth's crust?,oxygen,tin,silicon,,A,hard,Physics & Chemistry
230,What is the largest canyon system on Mars?,Hellas Basin,Valles Marineris,Olympus Rupes,,B,hard,Space & Astronomy
231,Who proved that microbes cause fermentation?,Louis Pasteur,Ignaz Semmelweis,Robert Koch,,A,hard,Scientists & Discoveries
232,What is the chemical symbol of tungsten?,Tu,T,W,,C,hard,Physics & Chemistry
233,Which star is closest to the Sun?,Rigel,Proxima Centauri,Barnard's Star,,B,hard,Space & Astronomy
234,Who first observed living microorganisms?,Robert Hooke,Antonie van Leeuwenhoek,Francesco Redi,,B,hard,Scientists & Discoveries
235,Which color flame does copper burn with?,blue,green,crimson,,B,hard,Physics & Chemistry
236,About what percentage of the Sun is hydrogen?,about 73 percent,about 91 percent,about 55 percent,,A,hard,Space & Astronomy
237,Who proposed the existence of the neutrino?,Wolfgang Pauli,Hendrik Lorentz,Lise Meitner,,A,hard,Scientists & Discoveries
238,Which element has atomic number 1?,hydrogen,sulfur,boron,,A,hard,Physics & Chemistry
239,Which space telescope launched in 2021?,Spitzer,Hubble,the James Webb Space Telescope,,C,hard,Space & Astronomy
240,Who showed that electric current deflects a compass needle?,Andre Marie Ampere,Hans Christian Oersted,Georg Ohm,,B,hard,Scientists & Discoveries
241,Which acid fills car batteries?,carbonic acid,nitric acid,sulfuric acid,,C,hard,Physics & Chemistry
242,What powers the Sun?,nuclear fusion,chemical burning,nuclear fission,,A,hard,Space & Astronomy
243,Who was the first human in space?,Alan Shepard,Yuri Gagarin,Neil Armstrong,,B,hard,Scientists & Discoveries
244,What is the chemical symbol of sodium?,S,Na,So,,B,hard,Physics & Chemistry
245,Where does the main asteroid belt lie?,between Jupiter and Saturn,between Mars and Jupiter,between Earth and Mars,,B,hard,Space & Astronomy
246,Who invented the petri dish?,Emil von Behring,Elie Metchnikoff,Julius Richard Petri,,C,hard,Scientists & Discoveries
247,What is the fourth state of matter?,colloid,gas,plasma,,C,hard,Physics & Chemistry
248,What was the first artificial satellite?,Vostok 1,Explorer 1,Sputnik 1,,C,hard,Space & Astronomy
249,Who was the first woman to win a Nobel Prize?,Rosalind Franklin,Maria Goeppert Mayer,Marie Curie,,C,hard,Scientists & Discoveries
250,Which metal conducts electricity best?,bronze,silver,copper,,B,hard,Physics & Chemistry
251,What did the Voyager probes carry into interstellar space?,solar sails,nuclear fuel rods,the Golden Record,,C,hard,Space & Astronomy
252,Who produced the famous Photo 51 of DNA?,Rosalind Franklin,Barbara McClintock,Martha Chase,,A,hard,Scientists & Discoveries
253,Which element is named after the Sun?,selenium,argon,helium,,C,hard,Physics & Chemistry
254,What is the Oort Cloud?,a layer of the Sun's atmosphere,a distant shell of icy bodies,a ring of asteroids near Mars,,B,hard,Space & Astronomy
255,Who first identified the cosmic microwave background?,Arno Penzias,Fred Hoyle,Georges Lemaitre,,A,hard,Scientists & Discoveries
256,Which element is the most electronegative?,fluorine,cesium,iodine,,A,hard,Physics & Chemistry
257,Which planet has a hexagonal storm at its north pole?,Orcus,Planet Nine,Saturn,,C,hard,Space & Astronomy
258,Who described Megalosaurus in 1824?,Othniel Marsh,Gideon Mantell,William Buckland,,C,hard,Scientists & Discoveries
259,What is the SI unit of pressure?,the newton,the pascal,the joule,,B,hard,Physics & Chemistry
260,What is a parsec?,a unit of distance,a measure of stellar mass,a measure of brightness,,A,hard,Space & Astronomy
261,Who invented the Geiger counter?,Wilhelm Wien,Hans Geiger,Otto Hahn,,B,hard,Scientists & Discoveries
262,Which element has the symbol Sn?,tin,antimony,strontium,,A,hard,Physics & Chemistry
263,Which moon has lakes of liquid methane?,Europa,Titan,Io,,B,hard,Space & Astronomy
264,Who proposed the primeval atom hypothesis?,Subrahmanyan Chandrasekhar,Fred Whipple,Georges Lemaitre,,C,hard,Scientists & Discoveries
265,What is the pH of pure water at 25 degrees Celsius?,7,14,5,,A,hard,Physics & Chemistry
266,Which is among the largest known stars?,UY Scuti,VY Canis Majoris,Stephenson 2-18,,C,hard,Space & Astronomy
267,Who coined the term biology?,Jean-Baptiste Lamarck,Theophrastus,Thomas Huxley,,A,hard,Scientists & Discoveries
268,Which element has the symbol Pb?,phosphorus,polonium,lead,,C,hard,Physics & Chemistry
269,Which spacecraft first entered interstellar space?,Voyager 1,Voyager 2,Pioneer 10,,A,hard,Space & Astronomy
270,Who predicted the neutron before its discovery?,James Chadwick,Ernest Rutherford,Eugene Wigner,,B,hard,Scientists & Discoveries
271,What is the SI unit of electric current?,the watt,the ampere,the volt,,B,hard,Physics & Chemistry
272,What is the temperature of deep space (cosmic background)?,about 27 kelvin,about 2.7 kelvin,about 0 kelvin,,B,hard,Space & Astronomy
273,Who was the first American to orbit Earth?,John Glenn,Virgil Grissom,Buzz Aldrin,,A,hard,Scientists & Discoveries
274,Which element is named after Germany?,germanium,gallium,francium,,A,hard,Physics & Chemistry
275,What did William Herschel discover in 1781?,a new star,a shooting star,the planet Uranus,,C,hard,Space & Astronomy
276,Who worked out the structure of benzene?,Friedrich Wohler,August Kekule,Justus Liebig,,B,hard,Scientists & Discoveries
277,Which element was named after a living scientist?,fermium,einsteinium,seaborgium,,C,hard,Physics & Chemistry
278,Which dwarf planet has a moon named Charon?,Pluto,Makemake,Ixion,,A,hard,Space & Astronomy
279,Who discovered the radiation belts around Earth?,Robert Goddard,Wernher von Braun,James Van Allen,,C,hard,Scientists & Discoveries
280,Which element is the densest?,platinum,osmium,iridium,,B,hard,Physics & Chemistry
